序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,300128,锦富技术,52861325.86,144.0842345272,121053804.58,229.0025885855,25571212.3,48.3741409887,-93939502.01,-177.7093186402,2025-07-03
2,000833,粤桂股份,-88102416.55,64.4978294849,-47062033.21,-53.4174147009,-136293954.33,-154.6994505567,95260519.03,108.1247515792,2025-01-25
3,002569,*ST步森,-37588683.76,13.1149998039,-5358275.37,-14.2550226132,-32269861.0,-85.8499361298,,,2024-09-07
4,300335,迪森股份,-214178471.65,-1476.3993179743,8730842.8,4.0764334215,-66779834.87,-31.1795272212,-156199313.77,-72.929511807,2024-08-28
5,300277,海联讯,-85248296.5,-775.9748106596,-17915504.83,-21.0156748763,-51570538.58,-60.4945092129,-15762253.09,-18.4898159109,2024-08-02
6,300398,飞凯材料,-482775168.08,-1493.0582941356,13808718.09,2.8602792776,-213797580.11,-44.2851236447,-285839363.17,-59.2075529292,2024-05-14
7,300511,雪榕生物,46945932.96,136.4396815035,270882499.62,577.0095140101,-224880763.88,-479.0207579251,1175488.61,2.5039200116,2024-04-26
8,688579,地纬智能,-138681760.59,35.1568731694,-74089558.27,-53.4241546652,-63869202.32,-46.0545078518,-723000.0,-0.521337483,2024-04-13
9,603880,南卫股份,87855053.37,274.1314012273,141696341.32,161.2842242816,-72029675.23,-81.9869460743,17206187.23,19.5847439276,2023-08-31
10,300825,阿尔特,-87210312.24,-187.2782240109,-169266112.21,-194.089561042,-321471338.23,-368.6161991317,403309398.34,462.4560880256,2023-08-26
11,688619,罗普特,3709317.36,,-57836310.58,-1559.2171002591,-2655823.87,-71.5987232217,64201451.81,1730.8158234808,2023-08-17
12,688189,南新制药,962346648.31,1135.0269437797,-67619520.3,-7.0265242175,-19286640.38,-2.004126103,1049252808.99,109.0306503205,2023-06-28
13,605318,法狮龙,-70596351.43,-192.4135057173,22384800.98,31.7081556293,-92160573.96,-130.5458031374,-820578.45,-1.1623524918,2023-05-06
14,688565,力源科技,8761275.05,165.2878168317,27629336.14,315.3574791605,-11009758.23,-125.6638807385,-7858302.86,-89.6935984221,2023-05-04
15,300322,硕贝德,71167672.78,-39.3190880567,61534279.95,86.4638079992,-80077072.67,-112.5188860925,88692556.31,124.624780951,2023-04-27
16,601179,中国西电,762634003.69,152.3889224018,-253258441.64,-33.2083857282,516421151.51,67.7154636446,488529183.45,64.0581433671,2023-02-28
17,600302,标准股份,-44968229.85,60.9428894666,-164681016.62,-366.2163646853,-74177266.8,-164.954829326,189330708.85,421.032158663,2023-02-14
18,002842,翔鹭钨业,-48423537.54,12.5999208344,-21420863.34,-44.2364693457,-33789259.09,-69.7785845615,6786584.89,14.0150539072,2022-12-03
19,002396,星网锐捷,-589772450.98,34.2910850989,-943123656.42,-159.9131418995,-267413580.74,-45.3418229854,617939398.72,104.7759008908,2022-09-24
20,002168,*ST惠程,-19264837.21,93.4717948475,139535344.45,724.3006672154,93314884.75,484.3793058452,-252396648.4,-1310.1416100676,2022-09-01
21,301575,艾芬达,30011072.57,836.859635574,20163857.88,67.1880614495,-6587592.49,-21.9505400036,16270260.76,54.2141928518,2022-08-24
22,688716,中研股份,21552881.61,445.55940291,10776390.28,49.9997655766,-11377961.86,-52.7909078047,22130820.0,102.6814901156,2022-08-22
23,001376,百通能源,-19355842.42,-163.8651645206,47622020.47,246.0343468223,-40670153.73,-210.1182312167,-26307709.16,-135.9161156056,2022-08-15
24,603055,台华新材,20568520.26,105.0284955166,12411173.36,60.3406234533,-324821859.67,-1579.2184151511,331161485.94,1610.0404003491,2022-07-28
25,002036,联创电子,284401700.47,164.6056881501,152444.96,0.0536019861,-477120639.35,-167.7629348072,762599365.66,268.1416336118,2022-07-18
26,002808,*ST恒久,-11658657.63,-123.4796225746,34254068.66,293.8079987173,-24819087.59,-212.8811770416,-23594405.75,-202.3766929161,2022-07-14
27,300757,罗博特科,-4016232.44,-103.0202669804,-103635135.41,-2580.406810568,43754158.37,1089.4329206205,56219928.97,1399.817610407,2022-07-12
28,300237,ST美晨,136684531.28,267.2435981208,-214913242.08,-157.2330387846,-189665797.9,-138.761713651,541260980.15,395.9928567493,2022-06-28
29,603869,ST智知,413851175.68,412.2485948873,165966233.44,40.1028783275,-130905347.79,-31.6310199131,378794838.96,91.5292407561,2022-06-20
30,688002,睿创微纳,-119225428.24,64.6867214062,87491865.77,73.3835617633,-237060675.55,-198.8339895687,30343381.54,25.4504278055,2022-06-11
31,688316,青云科技,5906378.15,,-34060814.14,-576.6785206599,14439905.86,244.4798740155,25503326.49,431.7929845044,2022-06-07
32,300492,华图山鼎,-51985455.36,-104.4312782216,-6894342.74,-13.2620608827,-635382.04,-1.2222304019,-44455730.58,-85.5157087153,2022-06-02
33,603398,*ST沐邦,-40926662.21,-241.5570456971,28087139.39,68.6279747072,-119296507.36,-291.4884843232,50430122.61,123.2207072036,2022-06-01
34,002255,海陆重工,-23133861.01,92.856574588,217468067.54,940.0422499556,65258992.1,282.0929548759,-305968753.56,-1322.6013306976,2022-05-31
35,688260,昀冢科技,17333291.25,,58664499.75,338.4498587364,-31050967.16,-179.1406300866,-10917281.0,-62.9844663806,2022-05-25
36,600719,大连热电,-93290593.76,-200.099218237,-80474081.94,-86.2617319673,-65538283.17,-70.2517590772,52721771.35,56.5134910446,2022-05-20
37,002586,ST围海,-303569422.63,51.8294903661,-165706101.62,-54.5859000503,185755105.62,61.1903214792,-323618426.63,-106.604421429,2022-04-30
38,300215,电科院,491124128.04,899.9188556951,193745260.17,39.4493467351,-196784572.57,-40.0681948483,494163440.44,100.6188481132,2022-04-28
39,300176,鸿特科技,121051004.76,232.4344926958,-114778911.63,-94.8186360432,-24901344.94,-20.5709527066,260354772.22,215.078571827,2022-04-28
40,600780,通宝能源,130139069.22,151.9769101794,488912650.59,375.6847605568,-223924560.59,-172.0655925481,-134849020.78,-103.6191680087,2022-04-27
41,300061,旗天科技,-672768354.88,-499.5380941371,-208958675.81,-31.0595280373,-474491529.66,-70.5282176574,10647296.17,1.5826095405,2022-04-27
42,002333,罗普斯金,-119916887.42,-192.172793508,-17774138.36,-14.8220477886,-102142749.66,-85.1779527117,,,2022-04-27
43,300781,因赛集团,-47492808.29,-121.8358221118,18962833.94,39.9278009087,-66219793.17,-139.4312013845,-235849.06,-0.4965995242,2022-04-26
44,000020,深华发A,-14832093.81,-267.2194657479,21200212.24,142.9347232533,-1338379.56,-9.0235375878,-34838186.71,-234.8838077501,2022-04-26
45,300915,海融科技,-29886964.46,10.7784354862,-36506415.1,-122.1482869191,-7888834.21,-26.3955686117,14576966.9,48.7736615725,2022-04-22
46,600748,上实发展,647461821.28,132.4531946258,-249815299.98,-38.5837885369,14095794.92,2.1770851125,883178121.76,136.4062084794,2022-03-31
47,300485,赛升药业,-333839772.8,-1267.9310842866,142201118.48,42.5956192359,-463009748.69,-138.692206985,-15014128.77,-4.4974056399,2022-03-31
48,300110,华仁药业,-14047767.44,94.6261116946,114331251.06,813.874884734,-44841962.32,-319.2105970684,-83555306.65,-594.7942048932,2022-03-31
49,688609,九联科技,8021628.72,,76301974.03,951.2030124226,-81988139.2,-1022.0884319363,13562587.17,169.0752295252,2022-03-26
50,002644,佛慈制药,-27618855.22,29.9760068511,36008660.72,130.3770935948,-37716943.24,-136.5622975303,-25918548.78,-93.843675176,2022-03-16
51,688689,银河微电,-11978712.37,,31797291.16,265.4483234745,-42722490.82,-356.6534490551,-1603773.58,-13.3885306739,2022-03-15
52,300382,斯莱克,-101126229.89,-177.2108053341,-44053424.24,-43.5628068879,-21753640.62,-21.5113731063,-36161696.36,-35.7589681721,2022-03-11
53,002832,比音勒芬,430848713.18,422.8360389063,177959206.9,41.3043375682,-277392608.69,-64.3828332787,530282114.97,123.0784957105,2022-03-10
54,002876,三利谱,849269236.7,640.7313159348,103173756.34,12.1485333368,-211502095.97,-24.9040100395,955604746.3,112.5208243752,2022-03-08
55,300424,航新科技,-120315206.21,-25.614494934,-48855429.85,-40.6061971624,-57275755.74,-47.6047521708,-16074135.54,-13.3600199396,2022-03-01
56,300182,捷成股份,248395865.88,175.8035840938,794407945.44,319.8152846166,-383619209.85,-154.4386451405,-162517851.24,-65.4269549391,2022-03-01
57,002840,华统股份,445328278.67,1705.2886031741,231925522.82,52.0796755851,-623980235.72,-140.1169127601,837382991.57,188.037237175,2022-02-26
58,000670,盈方微,12511288.86,162.5274112598,-8925044.68,-71.3359333309,-14002.9,-0.1119221221,21413313.88,171.1519422148,2022-02-15
59,000821,ST京机,-248621249.52,17.6359324027,-207550726.38,-83.4806866994,51855920.95,20.8573969643,-95862604.94,-38.5576876977,2022-01-29
60,300256,星星科技,-132741186.13,-151.2568990976,-104359164.64,-78.6185265346,-456385045.3,-343.8157052876,425606237.73,320.6286233673,2021-12-31
61,300733,西菱动力,-29714800.09,-216.4671745615,25067558.66,84.3605159182,-81331407.97,-273.7067310689,26541607.9,89.3211726803,2021-12-24
62,300001,特锐德,-28334023.35,92.4544880101,-717364013.92,-2531.8113317641,-201296863.19,-710.4422153658,891012023.22,3144.6717333915,2021-12-17
63,600872,中炬高新,334172484.44,-43.9219067584,672646261.82,201.2871475481,215619769.06,64.5234958292,-554069381.9,-165.8034122194,2021-12-04
64,002554,惠博普,-283028783.96,-830.258099018,-64076561.5,-22.6395918477,-111247265.58,-39.305990021,-106839981.54,-37.7488042188,2021-11-26
65,300080,易成新能,-57906826.84,-108.3911658793,56578148.07,97.7054885538,-55279657.52,-95.4631095099,-66613685.72,-115.0359799615,2021-11-22
66,002460,赣锋锂业,879111366.7,444.0932896602,189778973.65,21.5875918386,-677926540.92,-77.1149784429,1355181843.98,154.1536027531,2021-11-16
67,301233,盛帮股份,68972213.13,625.3859033307,35710502.93,51.7752023742,28211819.78,40.9031673767,5049890.42,7.3216302491,2021-11-10
68,002821,凯莱英,-269750169.02,34.1683423963,135411583.84,50.1988874861,-284801543.66,-105.5797461387,-118360217.0,-43.8777174561,2021-11-06
69,605108,同庆楼,62510854.63,83.1065596821,106510306.51,170.3868986281,-103569451.88,-165.6823482786,59570000.0,95.2954496505,2021-10-30
70,002910,庄园牧场,113800441.54,-30.4269498274,89613601.25,78.7462685006,-70611769.57,-62.048765905,94789460.15,83.2944572686,2021-10-30
71,301321,翰博高新,96574345.28,114.4242827639,71989540.86,74.5431311507,-49298059.32,-51.0467445335,72627669.38,75.2038951643,2021-10-29
72,688182,灿勤科技,-127007392.11,,299368118.75,235.7092085559,-186124669.55,-146.5463280978,-240300056.56,-189.201630368,2021-10-28
73,002377,国创高新,-150513679.0,30.4259980351,-268593372.94,-178.4511379461,-166340190.55,-110.5149988062,284419884.49,188.9661367523,2021-10-28
74,688107,安路科技,8122420.09,,-18330780.42,-225.6812651511,30187163.18,371.6523258526,-3900000.0,-48.0152461555,2021-10-26
75,300029,*ST天龙,-1911030.15,23.7455512107,-9928989.78,-519.5621733127,,,8000000.0,418.6223854187,2021-10-26
76,300715,凯伦股份,-445704394.58,-1030.7078575877,-268881151.02,-60.3272380281,-374191476.23,-83.9550789223,196963887.41,44.1915964494,2021-10-23
77,301149,隆华新材,50419388.07,242.5829411047,62347221.39,123.6572353941,-11774908.46,-23.3539297297,-599999.98,-1.1900183699,2021-10-22
78,000631,顺发恒能,-76438289.87,94.8679179388,-399583967.68,-522.7536727464,536708314.29,702.1458946855,-219143869.91,-286.6938418987,2021-10-22
