序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,002842,翔鹭钨业,18660754.02,,51317787.84,275.0038277392,-4876378.9,-26.1317355921,-27780654.92,-148.8720921471,2022-12-03
2,002396,星网锐捷,-1095537696.13,-35.2271156848,-528102113.0,-48.2048326466,-314142814.5,-28.6747608603,-257820840.61,-23.5337260891,2022-09-24
3,301418,协昌科技,-10750055.21,-176.9283574731,11670601.01,108.5631727653,-592212.3,-5.5089233351,-21828443.92,-203.0542494302,2020-11-16
4,300311,ST任子行,-60413030.52,27.6803095344,-13639048.98,-22.5763363675,-34562184.61,-57.209817671,-12211796.93,-20.2138459615,2020-10-13
5,688716,中研股份,2690893.81,127.4039413572,-3023871.87,-112.374254932,-16056868.84,-596.7113522031,21771634.52,809.0856071351,2020-09-08
6,301178,天亿马,3161034.18,116.0308360005,3162093.59,100.0335146645,114070.32,3.608639246,-128775.12,-4.0738287746,2020-09-01
7,688283,坤恒顺维,-8393743.0,-4349.7178033137,-8244057.0,-98.2166954599,-149686.0,-1.7833045401,,,2020-04-29
8,688579,地纬智能,-43418340.22,37.2783286129,-25093969.59,-57.7957827564,-7401370.69,-17.0466458471,-10922999.94,-25.1575713964,2019-12-05
9,300614,百川畅银,4372562.17,162.0895945208,30456592.47,696.5388091898,-49313897.38,-1127.8032298395,23229867.08,531.2644206497,2019-06-28
10,301172,君逸数码,9762481.26,5986.7155595827,-22526001.87,-230.7405389068,32288483.13,330.7405389068,,,2019-04-30
11,002775,文科股份,37122266.46,-90.8507721424,42659212.26,114.9154303549,-71551338.15,-192.7450691274,66014392.35,177.8296387725,2019-04-23
12,301007,德迈仕,11039530.43,-18.7681766235,36269181.01,328.5391642333,-10197997.42,-92.3770941587,-15364600.26,-139.1780235348,2019-03-25
13,300838,浙江力诺,2924906.24,276.2776324799,9922661.84,339.247176689,-5319669.54,-181.8748740472,-1686627.86,-57.6643393533,2018-12-25
14,002778,中晟高科,-142705821.33,-2007.3979105879,-43953547.97,-30.8001086153,-56797681.59,-39.8005358581,-41954591.77,-29.3993555266,2018-11-13
15,600172,黄河旋风,-16230759.72,-108.844337374,91130870.62,561.4701479913,-596614955.57,-3675.8288944099,488723341.25,3011.093440363,2018-09-26
16,300825,阿尔特,33485888.68,138.4615810115,-93572353.36,-279.4381664892,-32414931.75,-96.8017664389,159240021.39,475.5436623222,2018-09-07
17,601825,沪农商行,13153346442.8,,15379160326.14,116.9220349591,-4233738509.85,-32.1875389526,2000033700.2,15.2055122162,2018-08-31
18,002323,雅博股份,-38649274.33,26.9281062733,-158628936.91,-410.4318636246,-21321535.29,-55.1667157007,141301197.87,365.5985793253,2018-08-31
19,688678,福立旺,-235851.25,,12027504.92,5099.6146596637,6054458.62,2567.0665811608,-18473001.94,-7832.4799804962,2018-08-30
20,002795,永和智控,261111596.16,1631.0554975259,58792562.93,22.5162588696,-2760477.58,-1.0572022157,205079510.81,78.5409433461,2018-08-29
21,000012,南玻A,-170034722.0,-737.2783979604,1046720349.0,615.5921194731,-976174439.0,-574.1029993862,-241140524.0,-141.8184010675,2018-08-25
22,000910,大亚圣象,-273223409.9,-198.8338778433,414134261.19,151.5734912106,11575340.01,4.2365842715,-703045574.63,-257.3152772258,2018-08-16
23,000672,上峰水泥,60784912.11,179.2989979072,965370.62,1.5881747402,-57038863.25,-93.8372060928,116858404.74,192.2490313526,2018-08-16
24,000546,金圆股份,-68354788.84,-82.8876778691,-72757901.43,-106.4415568605,-52432333.99,-76.7061604312,56765357.75,83.045180467,2018-08-14
25,688057,金达莱,-97351439.07,-339.27828511,-61207193.46,-62.8724074803,-5460817.97,-5.6093859754,-30683433.27,-31.5182123275,2018-08-13
26,603390,通达电气,6159481.56,,-7788121.4,-126.4411837934,-2429864.33,-39.4491696473,16377533.38,265.8914264206,2018-08-01
27,300866,安克创新,-7472676.01,,164643143.02,2203.2688530812,-67224300.52,-899.601433677,-104891518.51,-1403.6674194042,2018-07-26
28,002460,赣锋锂业,8092950.73,121.7337428288,248463521.72,3070.1227526193,-334697412.35,-4135.66600757,89029670.03,1100.0891145917,2018-07-10
29,002175,东方智造,303371325.12,277.9458971951,11245778.62,3.7069352601,-624325075.23,-205.7956779478,916401354.73,302.0725028536,2018-07-07
30,002188,中天服务,-34490330.15,-38.7353767097,-8722571.47,-25.2899042487,-27665432.7,-80.212142301,,,2018-07-04
31,600782,新钢股份,-1493906776.33,8.64746084,622320917.02,41.6572792145,21783132.04,1.4581319521,-2141738789.22,-143.364955776,2018-06-30
32,600362,江西铜业,-3251860690.0,-177.7370597691,660798287.0,20.3206210227,-1935597685.0,-59.5227738677,-2136187556.0,-65.6912383292,2018-06-28
33,600143,金发科技,304447395.57,220.8823000305,689600850.3,226.5090325404,-1401245153.21,-460.2585450227,1034741681.66,339.8753599855,2018-06-27
34,002422,科伦药业,242133966.0,242.3378210015,937393207.0,387.1382534576,-1042032568.0,-430.3537356671,349294510.0,144.2567169614,2018-06-27
35,600461,洪城环境,528077064.08,621.1863687591,239209388.29,45.2981969037,-117111860.35,-22.1770397383,405979536.14,76.8788428347,2018-06-26
36,000550,江铃汽车,621878321.0,344.1596694691,987874784.0,158.8533882981,-357893237.0,-57.5503639401,-8103226.0,-1.303024358,2018-06-22
37,000650,仁和药业,-165878047.92,-163.5909980269,151784795.73,91.5038473344,-320763173.68,-193.3728891207,3100330.03,1.8690417863,2018-06-20
38,603027,千禾味业,205425245.76,1036.5274177138,28849280.21,14.0436878161,-29439650.38,-14.3310771133,206015615.93,100.2873892972,2018-06-15
39,000789,万年青,-189321835.23,-465.9555084567,168588864.22,89.0488220839,-55980147.35,-29.5687749287,-301930552.1,-159.4800471553,2018-06-14
40,300594,朗进科技,-6030817.22,,-34208915.02,-567.2351486056,-9622537.14,-159.5561063945,37784593.77,626.5252683284,2018-06-13
41,603977,国泰集团,-7920858.77,,6022371.17,76.0317958554,8500306.25,107.3154628409,-22443536.19,-283.3472586963,2018-06-12
