序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,002569,*ST步森,33326575.98,103933592.18,142116466.3,621238799.36,-6.9111417598,77577456.51,16223674.38,286993915.75,-20.7467907053,46.197036638,334244883.61,2024-09-07
2,300277,海联讯,64932065.53,40610348.0,169525811.94,811866122.67,5.1148932403,52892253.81,,323875079.75,15.8757479643,39.8926708119,487991042.92,2024-08-02
3,000903,ST云动,1070919710.85,2490124980.32,1919069941.39,13522055556.19,8.1577371936,2538774840.38,,7912385596.69,14.9431015074,58.5146656424,5609669959.5,2024-04-26
4,002396,星网锐捷,722234717.87,1700313942.22,2185819967.97,7069283935.0,15.8938500352,894227477.82,,2357503012.81,26.2009174606,33.3485404531,4711780922.19,2022-09-24
5,300716,ST泉为,184937122.84,472781238.67,288263872.12,2017129168.69,28.4233958778,259777889.13,,1112145189.5,63.1929411879,55.1350506831,904983979.19,2022-08-29
6,002036,联创电子,1561169695.13,1447495302.44,2262661313.26,9509734613.39,27.9538231617,880265267.64,12108857.15,6833269706.32,33.0823143855,71.8555247241,2676464907.07,2022-07-18
7,600740,山西焦化,4602405597.12,82084835.02,626660403.52,21054874048.45,2.1096065752,436828419.97,,10067258123.86,3.5152464883,47.8143830293,10987615924.59,2022-07-14
8,002255,海陆重工,338894263.95,746743856.37,988160167.22,4755071679.43,-37.058239107,631899844.28,,3068257240.01,-12.3476635995,64.5259934415,1686814439.42,2022-05-31
9,002586,ST围海,711085000.34,2003995122.67,390138077.87,9112813020.1,-16.4249574127,1213271825.02,367522301.21,4945450350.05,-7.287864933,54.2691959019,4167362670.05,2022-04-30
10,300061,旗天科技,532268570.56,395338804.56,29922865.41,3358412266.14,5.6943436303,69580552.29,,1040021210.03,47.7753466962,30.9676456496,2318391056.11,2022-04-27
11,002832,比音勒芬,433961994.32,272351976.11,657272384.59,2701500260.49,22.9671336764,107086378.18,,588490010.82,21.3273060011,21.7838221016,2113010249.67,2022-03-10
12,600872,中炬高新,905625674.58,19523227.23,1515499213.78,6011632215.29,1.6809076556,385244436.75,22037393.63,1542274799.87,-25.2026848543,25.6548428885,4469357415.42,2021-12-04
13,000972,*ST中基,27197614.66,159160009.65,26078167.85,674451770.44,-40.9716460213,27801118.91,3097105.01,239569447.14,-66.1984202586,35.5206195076,434882323.3,2021-10-29
14,002842,翔鹭钨业,186314051.63,306106782.2,520192690.28,2326817978.92,18.0693846529,100716094.99,,1339773732.6,26.6282875178,57.5796536187,987044246.32,2021-09-23
15,001217,华尔泰,14020080.91,33160847.25,59010052.09,906651584.65,,102610180.62,,269232662.98,,29.6952729735,637418921.67,2021-09-08
16,300175,ST朗源,128780069.41,179002780.75,228864777.24,1581235378.23,11.9705392356,135178314.3,7895659.68,585790209.89,41.8815661361,37.0463637454,995445168.34,2021-08-14
17,688733,壹石通,,,,533410100.0,,,,78351800.0,,14.6888482239,,2021-07-29
18,300703,创源股份,333469002.87,105697120.16,127475230.92,1144908756.61,19.4759051534,74335828.57,,433548332.16,40.8052655809,37.8675007643,711360424.45,2021-07-29
19,600996,贵广网络,864576066.72,2035185391.53,211715292.88,14786563904.99,1.5101751371,2194915492.38,1018697402.75,10106210152.4,3.0043016251,68.347252393,4680353752.59,2021-07-05
20,301185,鸥玛软件,,,,453365600.0,9.3777317007,,,,,,,2021-07-05
21,300376,易事特,922639436.34,3523489141.71,550415591.06,13060535555.64,5.8667143599,1017375518.63,465589211.5,7387535700.9,1.8831943688,56.5638037539,5672999854.74,2021-06-26
22,002217,合力泰,3327894572.86,8476685050.57,6504888728.53,32349861730.21,17.9420475141,3795624221.33,57649007.13,18702824316.88,16.4345469895,57.8142326321,13647037413.33,2021-06-25
23,603863,松炀资源,406740564.05,63617365.82,31654244.25,1337303620.42,59.0625907066,17273564.52,,208551081.06,-16.8555406654,15.594893925,1128752539.36,2021-06-22
24,300157,新锦动力,173022346.98,1042962071.97,199177657.58,4414344432.22,-23.7562637,325110010.97,100178.4,1886203970.72,-14.7310086572,42.7289714177,2528140461.5,2021-06-17
25,300201,海伦哲,290119587.23,1045160567.3,447817440.02,3415952813.11,11.5368233457,551832997.28,,1778490577.62,21.1712134192,52.0642606887,1637462235.49,2021-06-15
26,600191,华资实业,20224858.03,4188655.77,2635515.76,1911907121.45,-15.0987160072,1596908.0,1283018.33,105337129.69,-65.3901856667,5.5095317397,1806569991.76,2021-06-12
27,688776,国光电气,,,,871383100.0,,,,319179300.0,,36.6290441024,,2021-05-28
28,301068,大地海洋,,,,948329600.0,,,,,,,,2021-05-28
29,301065,本立科技,,,,635637500.0,,,,,,,,2021-05-28
30,300348,长亮科技,318955471.25,441059306.62,424333573.3,1967619939.86,8.638855948,22428505.38,,904931819.0,59.9664927345,45.9911896941,1062688120.86,2021-05-11
31,600593,大连圣亚,57318573.87,5664445.93,2936922.87,2106967304.81,17.238750605,4781113.73,10298745.13,1279408447.2,30.6536914954,60.7227480122,827558857.61,2021-05-06
32,603922,金鸿顺,324239818.84,124185204.44,317110146.25,1387335727.38,-8.0880830193,106180225.06,,363268999.31,-3.9640907986,26.1846496231,1024066728.07,2021-04-30
33,603822,ST嘉澳,204254219.14,86743345.58,358857437.82,1722245321.37,19.3586707362,63151994.55,4425198.34,901400753.66,36.6147360593,52.3386966116,820844567.71,2021-04-30
34,600463,空港股份,328641901.48,169745582.06,933853551.48,2833979455.12,-4.8060072836,289024766.23,237335703.93,1542553785.41,0.9402576374,54.4306622486,1291425669.71,2021-04-30
35,002889,东方嘉盛,4123815813.4,2768694361.65,4388357.66,11995357838.09,55.7150972033,2361888315.18,,10351776248.01,66.4549647448,86.2981862462,1643581590.08,2021-04-30
36,600354,敦煌种业,262202343.44,237611827.46,340981226.97,1839210822.79,-7.2138764383,103500985.36,81067252.6,1300062619.54,5.2952556007,70.6858943755,539148203.25,2021-04-29
37,300339,润和软件,467962395.97,1150330476.61,308144561.41,4487949871.23,-28.4787515728,87353766.75,4441857.12,1759905006.2,10.1057247971,39.2140076582,2728044865.03,2021-04-29
38,002769,普路通,4907268992.5,972369956.37,138144407.71,7541360128.62,2.2872604662,173449258.55,,6142611653.34,2.3531730475,81.452305003,1398748475.28,2021-04-29
39,600608,*ST沪科,107499307.79,40202818.1,12502238.02,182339936.93,4.314278959,11987569.18,174014.9,116203914.64,2.8351260022,63.7292721477,66136022.29,2021-04-27
40,301098,金埔园林,,,,1452296400.0,,,,833573100.0,,57.3968991454,,2021-04-26
41,000572,海马汽车,1118769044.44,302169475.65,656204946.74,10014872971.56,-9.0504559129,1061849017.38,,4395925184.29,-16.6257695639,43.8939684684,5618947787.27,2021-04-23
42,600358,ST联合,32045838.73,155260265.25,1505901.22,514239685.28,-27.9788375878,68915404.26,17457489.63,236364536.13,37.9537877904,45.9638847207,277875149.15,2021-04-19
43,600697,欧亚集团,1283456352.61,23010681.57,3537927695.37,22956958935.58,3.7353047898,1785266863.89,,17606360914.52,7.0348163144,76.6929146144,5350598021.06,2021-04-17
44,603043,广州酒家,1266272627.89,126108681.69,195864611.32,2896330984.38,18.10632047,133329842.08,,671139182.7,63.9735802866,23.1720471976,2225191801.68,2021-04-15
45,000408,藏格矿业,68573671.87,309778184.33,580830127.2,9159991842.43,-8.7061241635,496446540.88,126154969.31,1519995404.08,-26.6718926823,16.593851067,7639996438.35,2021-04-13
46,002104,恒宝股份,377149502.78,162121611.61,242895436.64,2296378549.8,0.6539029706,200667621.3,49459584.16,290324459.16,5.9631871356,12.6427090684,2006054090.64,2021-04-01
47,300542,新晨科技,217650974.46,308121223.05,126915733.48,1023955346.44,-11.2933608636,123559888.73,,406179468.37,-18.7385303885,39.6676934968,617775878.07,2021-03-31
48,300070,碧水源,5030805576.19,7301368339.5,1793346174.11,68339928680.13,19.7459361542,10155243425.22,,45193907545.18,28.9964338223,66.1310428881,23146021134.95,2021-03-31
49,600985,淮北矿业,7112577975.24,1620448516.6,1786716488.88,65123497755.93,12.8950252867,6339155616.21,,41917581475.75,12.5913921807,64.366293151,23205916280.18,2021-03-27
