序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,600529,山东药玻,720431146.66,17.29,3663893577.17,4.1157851661,2436062150.6,92248624.66,146586178.09,-25023212.79,2805906333.65,873195745.02,872199139.73,2026-03-07
2,688511,*ST天微,6306470.69,-83.09,74196325.5,-23.94196177,27624408.65,5006432.44,16198226.65,-283158.65,65865305.66,5126775.38,5052344.8,2026-02-28
3,688316,青云科技,-62758629.3,49.139066514867,213637495.55,-16.743941573,144840831.9,50475581.05,30566807.5,7271305.75,285590476.72,-63736207.46,-65734353.97,2026-02-28
4,300051,琏升科技,-66222121.58,-241.66,297035783.5,112.4680448086,310438713.77,22042697.2,78659014.57,41587181.43,480687253.17,-265738000.13,-249163450.1,2026-02-26
5,301152,天力锂能,-170688291.8,-51.87,1380636922.85,-29.0544966009,1372639209.84,4917891.31,69099564.44,19291717.18,1550640851.65,-182032070.02,-182546550.05,2026-02-13
6,002829,星网宇达,-23984740.41,-121.12,231748786.18,-66.5269944989,143541241.29,14882526.51,48690381.84,3550615.96,259017864.4,-40293908.53,-41638102.22,2026-01-31
7,002726,龙大美食,55448825.82,111.26,8014093619.26,-20.7005478133,7626398968.18,86878400.8,174467815.64,79852673.96,7987372940.21,60196836.0,55923370.25,2026-01-31
8,000736,*ST中地,-1489053765.76,-48.64,12271153845.01,0.8858130374,11446432928.49,445073575.15,342773678.74,792418520.36,13299112474.58,-1264648853.95,-1260396284.9,2026-01-31
9,300448,浩云科技,8487917.09,147.49,247702064.71,-9.5557723636,138459001.42,29286726.48,43984934.53,-2630205.67,239414563.8,7104769.85,6856728.29,2026-01-30
10,600615,鑫源智造,4645037.79,7336.82595240217,106810617.9,14.0879849555,95822678.04,2116382.61,14816728.79,-3844296.76,110328048.4,4164564.7,3850632.79,2026-01-28
11,300209,行云科技,-30565701.55,78.54,327917844.69,-4.8312076583,209296287.42,84748282.44,41741656.89,6218678.24,347740640.37,-34951244.7,-34876878.05,2026-01-27
12,001331,胜通能源,24182149.13,145.65,3719285532.74,12.4316475703,3679627983.49,13340692.12,23492608.23,-25832433.83,3694709410.71,29821907.0,30833911.49,2026-01-24
13,001266,宏英智能,-11645118.58,-225.02,428690160.04,46.969131187,330570335.15,22109402.03,38462807.5,2278267.76,443458721.22,-14397787.56,-14422355.72,2026-01-24
14,688816,易思维,-2246668.51,,181157139.03,,64669270.87,25138863.7,33283887.38,-1741807.46,211634332.97,-4067026.84,-4016244.76,2026-01-23
15,688818,电科蓝天,105124541.97,,1611259028.14,,1194155727.31,39629321.55,106580981.17,-16250800.95,1483753536.46,107846413.2,108105108.65,2026-01-22
16,603284,林平发展,124583806.83,,1876004315.91,,1690661455.95,6741997.73,24214337.19,11599248.43,1815024874.81,145465874.71,124583806.83,2026-01-22
17,301487,盟固利,9031293.69,-84.99,1311983123.72,-26.0626586866,1220565510.67,8186848.06,44172657.67,15377095.34,1346426474.99,2889991.98,3987466.64,2026-01-21
18,002397,梦洁股份,24741229.94,-34.08,1197993402.08,-18.308344097,715444557.5,309773273.66,87173237.04,11173853.03,1177732983.98,29684256.92,32362909.87,2026-01-17
19,688712,北芯生命,-31025222.25,,237397994.73,,86071850.95,75621593.51,54547137.63,1458612.4,295647261.63,-43642082.76,-43742333.34,2026-01-16
