序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,600360,*ST华微,1064765531.73,279781188.07,185684839.48,3621015212.14,0.791692228,390861468.86,646841.28,1657086321.95,1.2249702231,45.7630312183,1963928890.18,2023-11-11
2,002715,登云股份,65683483.08,106114180.34,149696851.56,673537111.47,-18.4565993383,10737779.09,-446143.17,196289707.04,-40.6935627025,29.143116793,477247404.43,2018-04-25
3,002490,山东墨龙,737044605.46,596014546.34,1006112086.77,6237632023.86,0.7018944068,745437400.55,175546826.26,3507839413.73,1.5893305626,56.2367161178,2729792610.13,2017-09-30
4,603693,江苏新能,1332932581.28,231884818.01,25730816.2,5358396709.62,,356450371.67,,2487402783.01,,46.4206537479,2870993926.61,2017-04-27
5,600097,开创国际,142540244.13,7037164.32,206071398.06,1282159153.82,-0.0935002839,109439464.32,10609733.26,428330577.64,-5.8904920985,33.4069741938,853828576.18,2016-08-11
6,002041,登海种业,265701602.98,106901697.36,613425594.22,3734542434.76,13.5275418702,34314540.85,165913166.29,780938378.97,5.2604123131,20.9112198512,2953604055.79,2016-07-22
7,600802,福建水泥,418716271.32,11234308.97,268781291.04,5464194333.07,21.569681243,283677972.6,75033668.4,3367784038.34,22.6536126237,61.6336797899,2096410294.73,2016-04-30
8,600331,宏达股份,506175928.47,38079403.67,1794929040.67,10218621992.44,28.0183787077,644564893.87,256214236.26,4921675146.58,-24.7792804231,48.1637851975,5296946845.86,2016-04-29
9,600123,兰花科创,2469507647.77,166607683.75,655164371.32,22074996450.63,6.4677146352,910880036.52,516924052.05,11835062660.0,15.0634595042,53.6129765025,10239933790.63,2016-04-26
10,300399,天利科技,186699716.87,17087177.98,4427954.59,429808581.74,,4560193.91,531390.3,14276455.76,,3.3215846231,415532125.98,2016-03-08
11,601108,财通证券,26201954400.0,,,62377592300.0,,,,51651166200.0,,82.8040395525,10726426100.0,2015-11-23
12,688719,爱科赛博,29083814.47,107853226.06,78964224.54,299734840.33,,57690747.7,7403760.91,121200503.54,,40.4359077532,178534336.79,2015-11-13
13,688590,新致软件,108380065.7,209834895.91,82822756.9,468419549.55,,5428397.76,10097736.97,286239666.83,,61.1075406876,182179882.72,2015-11-13
14,688589,力合微,127771000.0,34405600.0,13529900.0,227571200.0,,7570300.0,329100.0,34094900.0,,14.9820803335,193476300.0,2015-11-13
15,688208,道通科技,285242500.0,52770600.0,55439000.0,633544500.0,,39050800.0,2408800.0,104296600.0,,16.4623953014,529247900.0,2015-11-13
16,688170,德龙激光,37265551.05,29062605.8,118176548.41,316657728.64,,15227868.89,28767391.47,115712461.67,,36.5418087747,200945266.97,2015-11-13
17,605303,园林股份,71011207.65,140627861.02,544259809.24,1025904793.81,,385348824.01,15888161.62,474410928.79,,46.2431730169,551493865.02,2015-11-13
18,603978,深圳新星,21446655.6,160836802.12,43589265.15,620026081.83,,19848470.47,275426.6,155877157.31,,25.1404193917,464148924.52,2015-11-13
19,603970,中农立华,183737649.56,151292998.0,1161730614.25,2412998263.92,,479846261.1,378981416.89,2108228538.41,,87.3696666066,304769725.51,2015-11-13
20,603587,地素时尚,631185759.41,44917725.16,171201823.68,1202918755.75,,76444383.64,163641079.75,444543697.15,,36.9554215549,758375058.6,2015-11-13
21,603387,基蛋生物,16307668.28,15078973.89,19156107.66,211831208.51,,7427939.06,4138115.97,25445044.34,,12.0119431499,186386164.17,2015-11-13
22,603196,日播时尚,78390612.98,34614296.32,189033525.99,623845846.52,,65270221.9,20856349.12,175269182.48,,28.0949506128,448576664.04,2015-11-13
23,603093,南华期货,6509762000.0,,,10971484100.0,,295437000.0,,9524957700.0,,86.8155813123,1446526400.0,2015-11-13
24,603063,禾望电气,130878562.03,508575075.05,303435395.85,1348780363.74,,181819596.7,8142758.0,433430709.69,,32.1350103651,915349654.05,2015-11-13
25,603042,华脉科技,59131202.64,451063208.81,253848526.1,1019087407.13,,508721645.01,1831445.83,671775955.42,,65.9193657698,347311451.71,2015-11-13
26,301208,中亦科技,82111437.43,60842841.15,63384102.15,220002239.74,,25113088.0,35862354.88,94691838.79,,43.0413067167,125310400.95,2015-11-13
27,300908,仲景食品,20100391.69,40200207.93,122716610.29,470937471.54,,34565540.22,4988406.07,214277520.44,,45.500206161,256659951.1,2015-11-13
28,300767,震安科技,128063701.08,67215823.51,57496831.29,328847093.9,,9773700.95,17400762.22,48074761.6,,14.6191839587,280772332.3,2015-11-13
29,300736,百邦科技,57829045.72,49542633.5,12744276.02,254503235.51,,4317233.4,6202920.73,95263585.76,,37.4311884755,159239649.75,2015-11-13
30,300728,天常股份,79748779.3,112079569.92,68495070.31,881081813.28,,117313456.65,507089.19,503362143.4,,57.1300117439,377719669.88,2015-11-13
31,300708,聚灿光电,86793992.42,125868136.11,76326090.37,839989591.84,,105704106.68,325526.64,444804203.69,,52.9535375213,395185388.15,2015-11-13
32,300699,光威复材,95632801.51,277519049.26,144081364.55,1595372915.53,,41241993.92,4262797.84,541864245.28,,33.9647389024,1053508670.25,2015-11-13
33,300695,兆丰股份,131873722.62,97410243.21,32143481.36,605991316.47,,145863954.07,558283.84,252123825.36,,41.605187815,353867491.11,2015-11-13
34,300661,圣邦股份,181816082.96,10044031.15,65605015.4,283053610.34,,47213129.38,1175785.3,79359993.63,,28.0370893467,203693616.71,2015-11-13
35,300633,开立医疗,182656109.71,214616483.42,144481130.29,793746502.29,,36162333.79,27240477.44,339454546.13,,42.7661155231,454291956.16,2015-11-13
36,300628,亿联网络,160337735.26,76035567.76,57333634.73,366958611.22,,42376278.31,7803557.02,122034145.99,,33.2555613246,244924465.23,2015-11-13
37,300627,华测导航,45470511.64,95870587.03,118656601.82,297549946.48,,53803577.41,10630916.63,128618251.63,,43.2257686992,168931694.85,2015-11-13
38,300625,三雄极光,215262076.79,160332637.23,302608693.14,1093395184.73,,358915842.75,45598895.3,557008562.68,,50.9430232051,536386622.05,2015-11-13
39,300622,博士眼镜,94145423.92,12407666.91,81702597.38,284612822.54,,21074668.61,4712198.51,52092367.12,,18.3028883432,232520455.42,2015-11-13
40,300621,维业股份,121667580.02,1174824325.98,51969144.33,1518125175.9,,885367626.6,3820622.33,1156181438.55,,76.1585050366,361943737.35,2015-11-13
41,300611,美力科技,117975400.0,101861300.0,57330600.0,486236300.0,,50919900.0,176500.0,154696600.0,,31.8151071814,331539600.0,2015-11-13
42,300609,汇纳科技,92804417.32,51858537.17,14412089.55,191777329.86,,3650952.12,9757852.04,26653688.02,,13.898247535,165123641.84,2015-11-13
43,002982,湘佳股份,46565595.88,57504818.4,88328596.1,513241391.58,,30259865.62,813877.92,192159778.11,,37.440428863,321081613.47,2015-11-13
44,002900,哈三联,103926038.91,88910983.35,122668749.32,1032491126.46,,98748372.69,14015899.82,368526168.82,,35.6929139027,663964957.64,2015-11-13
45,002893,京能热力,93225240.33,274827424.83,42522171.36,936221862.49,,131959268.43,12267452.5,596136221.4,,63.6746742716,340085641.09,2015-11-13
46,002886,沃特股份,83077500.0,120296400.0,122614100.0,497623700.0,,67617400.0,2416000.0,252782700.0,,50.7979623961,244841000.0,2015-11-13
47,002879,长缆科技,165875026.24,270006063.53,125252049.77,823292127.03,,160324045.16,24132640.05,292446416.78,,35.5215854954,530845710.25,2015-11-13
48,002877,智能自控,6298820.95,136363936.22,61074742.44,384210367.38,,48567060.52,15249741.65,140227132.28,,36.4974878831,243983235.1,2015-11-13
49,002866,传艺科技,67220800.0,95214500.0,36320700.0,337819700.0,,59741900.0,13500.0,88526400.0,,26.2052213059,249293400.0,2015-11-13
50,001332,锡装股份,66717651.6,179496576.23,173410959.6,790755007.09,,96642307.14,154876989.45,451312809.06,,57.073658088,339442198.03,2015-11-13
51,300326,ST凯利,176403089.96,232598193.37,60777888.89,1495901515.16,135.1005046212,18595419.74,5355430.31,279151303.77,147.8716540074,18.6610750067,1216750211.39,2015-11-05
52,002358,森源电气,705789962.61,994976274.42,591110996.86,3989074159.41,34.8749834016,283556963.18,36024213.9,1841856708.02,83.7692993106,46.1725361429,2147217451.39,2015-10-29
53,600906,财达证券,12840035976.94,,,27922668605.07,,178826637.87,,20582242369.26,,73.7115877439,7340426235.81,2015-10-26
54,601066,中信建投,65164065200.0,,,150803649900.0,,730683100.0,,127856609900.0,,84.7834982673,22947040100.0,2015-10-13
