序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,600169,ST太重,2052280683.28,8615632696.19,6824646398.24,28080176968.99,2.9927623557,7759065940.99,808446059.96,22808887256.32,3.6611484169,81.2277190472,5271289712.67,2025-11-01
2,300237,ST美晨,889519138.8,463424362.53,1016657556.19,4194196437.45,46.8577609627,895366697.47,1105143.65,2160889035.98,30.310652477,51.5209306051,2033307401.47,2025-10-31
3,300437,清水源,146362354.24,53688612.39,38565340.6,480645568.67,56.7398890123,35993952.39,2814243.71,57350483.03,-20.3199985401,11.9319695776,423295085.64,2025-02-28
4,603559,ST通脉,61601230.43,314760711.38,77683683.1,538881828.98,3.6350343659,120334076.9,56118418.72,241924852.66,-3.2110231587,44.8938597759,296956976.32,2024-08-07
5,600624,ST复华,208833134.04,70145097.55,347915750.34,1837140101.42,11.0564373381,53821683.87,3939844.99,780537967.33,21.7829796549,42.4865782815,1056602134.09,2024-04-30
6,600287,苏豪时尚,619133419.38,319610357.25,354629854.75,3263746247.86,-25.311974887,345390141.97,367949000.86,1805111608.22,-38.9473555039,55.3079642574,1458634639.64,2024-04-30
7,600771,广誉远,503480166.09,172455753.47,93478246.21,1066436413.17,130.7251023391,87550233.16,33294805.24,329305893.2,-12.5492928862,30.8790931305,737130519.97,2024-01-30
8,300266,兴源环境,211968564.81,533904180.91,176392399.57,1883000982.29,24.8104996223,232322696.39,43321730.35,702765691.3,51.7778538444,37.3215785817,1180235290.99,2024-01-13
9,300201,海伦哲,178726948.46,366111088.78,202692660.21,1318555648.17,22.4496004984,185454936.49,25497644.19,530900927.79,32.5307605769,40.2638241721,787654720.38,2023-10-24
10,300159,*ST新研,1094892656.01,477573322.62,372590636.88,7143026367.53,460.3812320106,268994102.58,20334661.6,1871773782.76,1199.089390898,26.2042121427,5271252584.77,2023-07-14
11,600748,上实发展,5458405964.54,3794720.72,15749562448.41,27275184123.19,-0.699113734,1624929624.77,2073250030.04,21762626472.28,18.3741873411,79.7891093017,5512557650.91,2023-05-13
12,002412,汉森制药,212980393.98,129175190.27,81198827.22,1380316387.33,0.9171628179,37792341.16,5122813.87,126830995.17,-40.8948482512,9.1885452012,1253485392.16,2022-11-19
13,002470,金正大,1969279420.9,345434413.91,1514930924.53,11588430111.74,6.6718570264,590429015.21,1042134397.59,3622432358.6,-9.9169106416,31.2590430599,7965997753.14,2022-06-21
14,300182,捷成股份,988907108.02,1179874963.76,494609344.06,6020988897.27,157.2726807613,90256897.55,182512264.04,1686896019.83,175.2981053563,28.016926266,4334092877.44,2022-03-01
15,000821,ST京机,294104081.56,327993361.6,377311732.61,2778385810.4,43.2657573491,253430844.8,87159746.95,1002034693.46,30.9294260486,36.0653545562,1776351116.94,2022-01-29
16,300001,特锐德,935958439.49,2393033703.16,733456002.9,6402222038.75,111.2829263792,1355884288.18,253710701.09,3726826199.62,154.649151203,58.2114487293,2675395839.13,2021-12-17
17,600712,南宁百货,302751194.99,5142029.04,138892377.93,2216649089.54,6.6063348051,320061665.02,127598681.6,1111805976.93,11.4907514363,50.1570583353,1104843112.61,2021-12-04
18,000839,国安股份,1579361952.23,653027033.98,1001562238.69,11009741555.91,-9.1258834141,490455592.87,182536938.8,4091751747.77,-25.5230545038,37.1648301369,6917989808.14,2021-08-31
19,002247,聚力文化,87897786.09,123032888.91,112158266.17,1333798986.06,8.4415241022,110413891.75,7584439.51,253876085.23,13.5193165256,19.0340589462,1079922900.83,2021-08-28
20,002052,同洲电子,743877126.67,797805722.17,211526113.25,3019313097.6,1.1167455419,322548171.49,38977358.89,1531069508.55,-27.6331243976,50.7091997106,1488243589.05,2021-06-30
21,600965,福成股份,343556582.43,112372453.75,582012641.35,2016341045.99,9.3817433829,153801303.55,14837629.25,387506736.21,16.1814239399,19.2183131411,1628834309.78,2021-06-16
22,002642,荣联科技,1380086707.5,596808795.66,404115977.32,4659848693.74,45.1584993759,280415345.49,54982371.22,1082815481.88,68.6577195727,23.2371382216,3577033211.86,2021-05-13
23,300152,ST新动力,177616719.08,924875147.1,405026727.57,3238881395.3,18.3310015512,417499618.74,212440392.46,1545271540.68,44.7013313893,47.7100378829,1693609854.62,2021-04-20
24,002370,亚太药业,461269438.75,159925306.57,116816455.38,2060949104.44,142.8853744679,273397075.95,52574166.66,1267794880.46,1152.6033326692,61.5150989284,793154223.98,2021-03-27
25,300094,国联水产,104743680.7,633073485.29,1086639482.2,2596059001.82,-5.5642336088,123112734.01,22459666.78,862886269.26,-16.5536395667,33.238315025,1733172732.56,2021-02-03
26,300507,苏奥传感,121203476.21,80423345.43,76004488.99,436985947.05,18.9083509056,72129008.39,1237890.12,87870108.23,-6.9548461864,20.1082228898,349115838.82,2020-12-11
27,301418,协昌科技,12861794.39,46093024.03,40024160.63,221729451.86,15.0136259739,15568297.81,458228.4,120811426.7,-12.2406469673,54.4859628194,100918025.16,2020-11-16
28,001259,利仁科技,27166648.2,30222365.45,115552295.28,304281402.28,-8.6633703257,91801797.0,18635699.78,190948894.94,-12.9616967056,62.7540472435,113332507.34,2020-10-23
29,300311,ST任子行,345247620.77,121662141.06,62051601.78,1585379830.21,152.4068040467,60656510.19,60266068.34,481840847.94,171.9671169545,30.3927701588,1103538982.27,2020-10-13
