序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,300094,国联水产,-22007515.22,-237.060304277539,387000627.79,-23.6722344445,356430445.44,20832319.5,13835280.58,5222061.69,411954899.48,-24954271.69,-21881232.79,2021-02-03
2,002715,登云股份,-3775215.26,-150.47963245788,63931395.53,-17.9798665885,49035031.47,4490391.65,10450654.7,3077230.23,67392901.28,-3461505.75,-3217470.76,2018-04-25
3,000713,国投丰乐,20284207.44,43.840048665149,190895016.52,-24.568739353,123303768.91,22467770.81,24062364.51,756085.99,170942879.93,20219986.59,20285435.59,2017-10-21
4,002490,山东墨龙,-19455397.21,-537.520228656919,543523096.84,-17.7712469549,456246893.93,65157990.61,32072029.8,8791111.42,565784536.35,-21717439.01,-19031839.38,2017-09-30
5,600637,东方明珠,549517820.77,9.142096946078,4416868021.67,67.096210499,3001007107.9,232692349.04,273506298.51,6531335.06,3674507797.23,853042867.24,865992565.6,2017-07-28
6,600128,苏豪弘业,4599626.22,37.381653523097,921296424.98,10.5316637817,846064862.58,45871221.05,22105753.72,2980568.14,925706086.63,7622662.15,7525191.03,2017-04-28
7,603693,江苏新能,22465054.0,,193714630.43,,138704282.84,,14941385.52,19430114.44,174915632.1,16746064.65,27867700.57,2017-04-27
8,600764,中国海防,10559189.06,3653.65620555065,121108091.43,10.3199434052,96276666.98,3620311.4,14935243.86,4834119.69,120093932.71,15104263.39,15366973.91,2017-04-10
9,000737,北方铜业,-54045368.74,2.654887977789,576820699.41,-17.0813840971,463528677.09,91682658.95,52591054.45,15433193.1,630483013.17,-53662313.76,-53588460.6,2017-01-26
10,002437,誉衡药业,125263214.46,85.841968754618,527590963.41,72.8382171731,194494115.35,80244635.06,85948677.53,14473920.18,381526056.7,147798107.87,159872392.38,2016-11-01
11,000931,中关村,-19272113.44,24.685038697338,135534089.36,-76.2750403175,63573132.6,44529511.67,25006347.39,19342399.77,155591824.03,-20145995.53,-19834717.76,2016-09-14
12,688472,阿特斯,152761298.98,,3211996469.35,,2899174486.05,105498620.44,80929450.8,-23247283.59,3070916156.54,127159414.57,124817154.48,2016-08-31
13,601069,西部黄金,11702506.59,-52.479923525145,201019072.02,1.3138095066,139985436.84,1192171.77,44158711.8,9705016.68,195697564.87,14632800.36,15133638.8,2016-08-24
14,600583,海油工程,236123615.97,-25.364326273024,2270637154.31,-26.3951844245,1791260026.78,1364801.69,133258815.96,14385094.62,1961645210.77,259029631.06,276561037.0,2016-08-23
15,600097,开创国际,-65596533.96,-153.413323019742,69688891.77,-47.0331918998,103957637.64,13714377.01,11512530.42,2984193.84,135611051.55,-65922159.78,-65596533.96,2016-08-11
16,002807,江阴银行,198838000.0,,600459000.0,,,,151635000.0,,374557000.0,225902000.0,231815000.0,2016-08-02
17,300533,冰川网络,50760542.86,,98671439.28,,6336735.12,18594298.77,17163042.1,-5606404.63,37525763.42,61145675.86,62432112.11,2016-07-29
18,300535,达威股份,7991387.08,,52042530.7,,27497985.52,5913822.84,7706270.5,1331055.21,42489784.3,9552746.4,9322576.61,2016-07-28
19,601997,贵阳银行,674777000.0,,1698335000.0,,,,403285000.0,,890191000.0,808144000.0,804809000.0,2016-07-27
20,600936,北投科技,133377709.32,,525500878.41,,309669487.92,32492563.32,44485710.9,6673048.59,400306365.64,125194512.77,133352970.85,2016-07-26
21,603843,*ST正平,-9605097.95,,188732693.3,,170434838.7,210529.42,8058201.86,12824603.04,197793990.72,-9268799.99,-9268799.99,2016-07-25
