序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,600169,ST太重,3295750477.84,6873134582.78,7911231760.3,30280173721.51,4.4803840782,7045726352.26,1718234308.56,26302993349.06,5.0417363203,86.8653977714,3977180372.45,2025-12-13
2,002586,ST围海,745022152.21,1211558194.92,126250116.61,8696841415.64,55.4592938541,1324448114.67,85176742.09,4341913237.82,11.777632135,49.9251743284,4354928177.82,2025-11-29
3,300343,ST联创,348467629.7,1554706684.98,59254919.99,5523058369.55,9.2457469154,689467753.47,9751811.34,1574853742.89,52.8822679376,28.5141607696,3948204626.66,2025-11-28
4,300237,ST美晨,629096180.38,688583300.92,3107543285.9,7185564121.01,36.3472805922,1749540772.62,2111171.17,4564865791.49,48.3390861063,63.5282869182,2620698329.52,2025-10-31
5,603559,ST通脉,150798229.7,421958374.36,158499386.96,891204571.34,13.1835389192,188403447.34,105693695.2,357323276.49,31.4035852367,40.0944169253,533881294.85,2025-04-29
6,002602,世纪华通,481128456.18,784501395.24,440857762.13,6413770003.4,16.5308955469,453012361.13,16483716.21,1316620784.7,19.2045222153,20.5280324053,5097149218.7,2025-04-29
7,600293,三峡新材,742570124.29,1090658702.3,464527409.39,7161608264.82,14.2734680856,330093191.78,159531662.57,3366786659.94,18.2066648225,47.0116004038,3794821604.88,2025-04-25
8,000752,ST西发,632707578.57,,24918730.33,1495804591.34,6.7609521597,40115149.97,,392859317.82,191.0143691296,26.2640802211,1102945273.52,2025-04-25
9,300437,清水源,217840361.12,775570945.02,386045674.23,3054180214.32,105.4884857127,446615653.86,44502176.51,1686256701.68,438.2202201176,55.2114342753,1367923512.64,2025-02-28
10,300376,易事特,1226355623.35,2698555891.68,745284982.38,10750304505.82,17.2542149117,1025151127.8,149309812.4,6354421840.95,16.4656532411,59.1092265108,4395882664.87,2024-08-30
11,300528,幸福蓝海,714170859.27,283302756.78,95784364.18,2127270674.75,-10.4721678727,156330348.77,148296239.33,512677933.25,0.4332861449,24.1002679788,1614592741.5,2024-08-28
12,002581,ST未名,1816361894.98,472340581.74,60095648.33,4009902708.9,49.203349605,26268584.35,10592166.49,1078858598.42,573.6124332829,26.9048572182,2931044110.48,2024-08-02
13,600594,益佰制药,1165547188.51,382526769.74,332494156.35,7193824780.74,9.1807152557,252405599.38,114500650.78,2552952468.82,6.542883364,35.4881102422,4640872311.92,2024-05-18
14,603377,ST东时,705441380.77,91765.88,20013.0,3159592064.12,20.1350809788,16564106.59,375767159.53,966562251.3,31.2005927485,30.5913621659,2193029812.82,2024-04-30
15,601118,海南橡胶,1978082708.61,277626092.67,1533309198.77,13168185438.63,-2.4173442586,253023598.91,103804285.62,5449706802.25,-1.572871916,41.3854044481,7718478636.38,2024-04-30
16,600287,苏豪时尚,466163084.06,313793334.46,448210544.79,3932955932.43,-10.8838546483,377122500.69,393638593.07,1979119776.62,-6.7139681551,50.3214328007,1953836155.81,2024-04-30
17,002486,嘉麟杰,524932331.14,102133009.25,202732037.71,1478975163.28,-9.3784745507,90942175.97,4129850.2,521726873.77,-24.9484520848,35.2762430853,957248289.51,2024-04-27
18,002196,方正电机,165458281.95,599905621.98,372748232.07,3294334612.78,13.366018538,370302199.55,4900786.7,819336189.17,48.0346556186,24.8710676199,2474998423.61,2024-02-28
19,300091,*ST金灵,311515361.18,827480682.02,617505414.3,3052212414.49,20.5558818291,350602710.43,106672539.76,1766706514.83,6.4629307011,57.8828166232,1285505899.66,2024-02-08
20,600338,西藏珠峰,1355725538.95,135903451.96,133719250.03,3113506425.09,59.8885885978,162855378.95,1059916.55,1409509072.43,117.3410424201,45.2707937607,1703997352.66,2024-02-02
21,600771,广誉远,280946210.16,554595243.59,205738672.85,2360234094.74,13.2855867928,166463548.2,23002143.13,677017610.73,50.5771635865,28.6843416184,1683216484.01,2024-01-30
22,605081,*ST太和,176339134.2,155805029.95,125622288.55,519003323.4,40.8843185657,38881928.15,555224.11,140436701.33,120.8914522195,27.0589213977,378566622.07,2024-01-27
23,300266,兴源环境,625325179.44,1360859968.24,3627204569.62,9121740948.61,53.6116358877,2148786424.79,357787294.08,5255225943.95,76.750817195,57.6120937172,3866515004.66,2024-01-13
24,002564,天沃科技,1325526265.96,4845273541.86,7054089562.7,22753758709.1,33.8075786878,6779715351.5,2633631459.33,19553115705.13,37.4636399689,85.9335635712,3200643003.97,2024-01-03
25,002104,恒宝股份,355855614.47,215491640.23,162833035.04,2152751490.72,1.8295544549,96091087.92,39944946.63,271986960.4,-30.8194024027,12.6343872747,1880764530.32,2023-12-30
26,600853,龙建股份,1549317215.37,2587761330.51,4166095740.64,12770705974.87,34.9881980363,4536600834.07,554349969.52,11783553696.22,36.61342787,92.2701823956,987152278.65,2023-12-13
27,000908,*ST景峰,472125354.07,649665142.0,276107514.89,4863860828.66,-5.2619073481,114239192.43,53580369.36,2268862636.63,-10.0241001174,46.6473593007,2594998192.03,2023-12-01
28,600168,武汉控股,655456501.67,1754705816.76,18298518.56,10471797260.18,21.4580748801,914552185.48,736589.36,5448846092.3,41.7711261944,52.0335330882,5022951167.88,2023-11-08
29,002383,合众思壮,1848754160.62,899760532.3,533982793.81,8280994890.99,69.8271721916,282623450.17,-9604393.67,4614518870.68,243.3357605968,55.7242086419,3666476020.31,2023-08-31
