序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,300376,易事特,872090575.04,3486872119.21,350242271.35,12336772360.05,19.3734697248,,240059959.22,7250985549.35,23.9945373196,58.7753857956,5085786810.7,2022-11-16
2,002396,星网锐捷,812870447.54,1419888829.4,1723964271.71,6099792122.58,5.5787559669,,298427435.07,1868055367.78,-8.9648591085,30.6249021317,4231736754.8,2022-09-24
3,300716,ST泉为,201758439.19,436245393.28,177389899.55,1570686676.6,36.8533406087,,4247370.28,681490989.38,104.0034109229,43.3880925797,889195687.22,2022-08-29
4,002217,合力泰,2337501245.23,7382574160.76,4849378497.69,27428607873.15,21.1008001746,,57508457.37,16062951074.62,30.528026903,58.5627646467,11365656798.53,2021-06-25
5,300094,国联水产,506419317.5,697567667.03,2524175685.08,5188318092.99,29.6900160036,,36740654.68,2396418387.39,22.1142704899,46.1887329273,2791899705.6,2021-02-03
6,002366,融发核电,111526088.78,1258506763.65,2228345329.36,7090861290.42,-6.4339924385,,149912764.57,3922355295.94,-11.1196834058,55.315639882,3168505994.48,2020-08-21
7,688680,海优新材,20047883.17,254317845.14,93713251.71,840263760.7,35.0688800926,108233377.46,642224.71,377467620.86,100.8780457766,44.9225158235,462796139.84,2020-07-17
8,300856,科思股份,,,,897016400.0,,,,,,,,2020-07-10
9,300896,爱美客,,,,743645900.0,,,,80945200.0,,10.8849117571,,2020-06-30
10,000796,凯撒旅业,1458443044.79,1110894049.25,13078526.51,5877014310.99,-3.5460067646,,437931482.97,3483023236.57,-9.559549382,59.2651821531,2393991074.42,2020-06-30
11,000980,众泰汽车,2898455166.29,6868903474.28,2629189184.08,32069838450.06,-0.6720100006,,999394294.91,14384686703.76,-6.2085792298,44.8542537131,17685151746.3,2020-06-24
12,688408,中信博,,,,2471810300.0,,,,1581987100.0,,64.0011533248,,2020-06-19
13,300967,晓鸣股份,104750985.78,10415202.12,40302436.76,678258498.89,16.1265409082,31461473.79,15759587.4,170125848.21,14.1617471986,25.0827447778,508132650.68,2020-06-17
14,600671,天目药业,65214616.16,71333050.4,69123324.46,479185025.07,-4.3739572704,,6729121.22,390589270.77,-3.9008821603,81.511159643,88595754.3,2020-06-12
15,688133,泰坦科技,,,,609667200.0,,,,203190900.0,,33.3281665801,,2020-06-05
16,300055,万邦达,755382721.63,1120186293.98,619730320.72,7582105287.75,-1.9625699625,,61829559.58,1794631920.08,0.3539002943,23.6693088789,5787473367.67,2020-06-05
17,300270,中威电子,244293743.75,437009137.62,83247564.75,1468787430.37,28.4476111759,,4506131.21,423009593.32,-7.5597283563,28.7999192105,1045777837.05,2020-05-23
18,300300,海峡创新,196667237.1,141974146.7,558456801.94,3558673665.72,7.1839057512,,56221172.0,1081878358.09,-4.2327913557,30.4011679551,2476795307.63,2020-05-20
19,600064,南京高科,3198114414.55,791873732.9,9835918838.62,29654510805.64,15.3236213005,,4771708337.92,17690257038.08,21.9574329479,59.6545232327,11964253767.56,2020-04-30
20,000802,北京文化,243354814.36,79698199.04,1177477516.06,6033819042.25,9.4100045269,,329081551.73,1159546051.37,60.7836933611,19.2174482405,4874272990.88,2020-04-29
21,002267,陕天然气,1496405276.76,348335955.12,147707370.39,12192402658.0,2.350524484,1513929833.52,405667753.83,6078433279.05,4.6166449677,49.8542694951,6113969378.95,2020-04-28
22,002255,海陆重工,402908062.24,1911478112.7,954383912.14,7554716633.23,4.8239236229,,608615919.55,3500485401.77,-6.4251058379,46.3350986108,4054231231.46,2020-04-28
23,300056,中创环保,121787688.59,383217717.36,886361952.5,2476821983.04,-4.2613553526,,729264988.52,1519905919.95,24.3355061087,61.3651659408,956916063.09,2020-04-22
24,300234,开尔新材,40171836.59,223382280.01,145402947.9,1142553424.84,-3.9016705699,,88812882.0,268482890.95,42.5856096104,23.4984977606,874070533.89,2020-04-07
25,002166,莱茵生物,51031473.25,82388286.16,1090764559.64,2252312616.44,-22.4303714784,,2311302.2,1016628340.55,-44.6264639829,45.1370885697,1235684275.89,2020-04-03
26,600717,天津港,5032125312.6,1738293850.62,166331013.38,34312232667.4,-4.2438480207,,798555239.7,13117827834.13,-11.6779600975,38.2307614934,21194404833.27,2020-03-25
27,600198,大唐电信,893286856.28,1253720128.51,589709492.78,7206447550.26,-10.3787801134,,147523048.82,6771000072.61,-16.9934225158,93.9575293567,435447477.65,2020-01-20
28,002671,龙泉股份,193649948.39,835445992.65,382852625.2,3196164731.21,-8.6383991057,,211988010.27,1218810771.13,-12.1247946948,38.1335404658,1977353960.08,2020-01-03
29,600882,妙可蓝多,530736121.79,170028912.76,177016199.05,2719130462.04,1.0423035203,,13238467.21,1501094375.05,-1.8352039978,55.2049412857,1218036086.99,2019-12-21
30,002175,东方智造,61382708.71,86333504.3,136789768.83,1327032505.07,-35.378239741,,17590506.95,1054639536.71,9.8882599333,79.4735270373,272392968.36,2019-12-06
31,688579,地纬智能,470765218.11,148258106.46,91320590.64,996870761.15,55.2440777721,63953261.57,128409012.59,202599130.84,58.9529175199,20.3235102017,794271630.31,2019-12-05
32,000088,盐田港,510550404.66,23686540.37,634550.32,10432531460.79,10.8084332872,,2097578.03,2586517531.84,13.7315610721,24.7928083568,7846013928.95,2019-12-05
33,002005,ST德豪,711357784.15,921501411.76,658317771.26,6989746791.49,-44.6619540731,,104709621.64,4586334182.01,-26.3080459763,65.6151691731,2403412609.48,2019-11-18
34,688096,京源环保,96922331.51,249988044.09,19451011.2,436223530.78,59.4594463403,35126042.86,16882341.27,123645001.47,100.0528726412,28.3444135278,312578529.31,2019-11-13
35,600251,冠农股份,723952086.75,292799406.62,1528933072.76,5431692179.13,17.5895012318,,919049877.41,3072301563.49,36.5227301172,56.562512421,2359390615.64,2019-11-12
36,688196,卓越新能,217821832.65,88967255.21,152952738.21,858728679.42,,13231855.66,2321391.93,166780566.28,,19.4217999558,691948113.14,2019-10-31
37,688166,博瑞医药,75107321.17,122583317.56,128639537.33,869305929.1,,33701604.2,38843284.78,83528721.75,,9.6086681287,785777207.35,2019-10-31
38,688363,华熙生物,737399203.26,216686947.05,205378130.28,2097556900.2,,,14559746.68,277197514.53,,13.2152560202,1820359385.67,2019-10-30
39,688199,久日新材,117023205.36,,229571093.24,1344021536.89,24.7417425174,,1251350.37,414859582.56,-4.416455138,30.8670338364,929161954.33,2019-10-30
40,688111,金山办公,174258570.74,241788200.06,1053072.1,1644965758.81,,58877433.51,212206944.73,404750417.36,,24.6054007624,1240215341.45,2019-10-30
41,000652,泰达股份,3556554788.02,5078938651.83,14660926412.14,36001772648.8,4.0637584447,,988411453.03,30423754626.8,2.1155830283,84.5062684096,5578018022.0,2019-10-25
42,688159,有方科技,99202162.43,289573929.63,115200522.89,766829191.49,,,7369051.62,293266141.38,,38.2439980943,473563050.11,2019-10-23
43,688139,海尔生物,624961468.95,,60375808.58,1720868832.93,,,22031204.56,581545946.18,,33.793740409,1139322886.75,2019-10-22
44,688100,威胜信息,531549574.64,589858476.03,125558080.87,1910463217.72,,362285369.38,19973878.99,544600016.23,,28.5061764696,1365863201.49,2019-10-22
