序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,301418,协昌科技,2111739.18,71758649.5,33198866.03,225317909.27,3.5929322352,19035896.14,2097482.26,103851172.1,-31.9805093743,46.0909531943,121466737.17,2020-11-16
2,300614,百川畅银,16376031.38,55040718.0,9074829.42,621790588.64,,94466536.41,,208955820.41,,33.60549745,412834768.23,2019-06-28
3,301172,君逸数码,23923125.73,55113860.08,8895417.96,96963368.67,,13312957.45,449917.8,23275001.53,,24.0039118373,73688367.14,2019-04-30
4,002775,文科股份,336292543.1,494211422.39,797819193.86,1932015434.73,9.3742208352,220993812.93,39706104.82,796140942.47,10.8925956013,41.2077941076,1135874492.26,2019-04-23
5,300838,浙江力诺,9819423.72,141386846.72,76878332.86,379561390.88,1.1106408335,34879738.35,5276398.27,137428042.84,-4.4883949754,36.2070658771,242133348.04,2018-12-25
6,601825,沪农商行,78391609122.39,,,651518391037.65,,,,608426991718.31,,93.386004154,43091399319.34,2018-08-31
7,002323,雅博股份,70264345.93,233385857.96,597221957.99,1248342605.41,28.9502796205,280285328.49,9637811.05,814178639.27,640.2024434811,65.2207683805,434163966.14,2018-08-31
8,300825,阿尔特,209291745.21,79974547.98,77864422.53,620604148.2,56.4600788165,15073717.87,51708848.84,170607994.56,1.6744979552,27.4906307112,449996153.64,2018-04-27
9,688257,新锐股份,58918374.41,144781439.26,57255389.03,379597667.2,,64021359.27,2279612.55,190089676.24,,50.0766186584,189507990.96,2018-04-24
10,688096,京源环保,39202745.71,71858745.56,4124904.79,130792600.27,200.0289000837,19894812.46,2175140.0,42272918.83,52.2373296013,32.3205737501,88519681.44,2018-04-23
11,600187,国中水务,207626986.11,194250317.22,94379349.69,4410754598.48,5.4213125814,82724743.38,13601208.07,1683217750.21,25.1901008106,38.1616730795,2727536848.27,2018-03-29
12,301263,泰恩康,67461352.79,138327338.17,85984095.23,553534479.02,-3.0629081034,59767195.8,1835935.78,139448841.03,-58.4561488429,25.1924399139,414085637.99,2018-02-26
13,300796,贝斯美,56323861.85,28471561.9,41584702.3,390632103.12,,51276003.15,368323.18,148671059.54,,38.0590991761,241961043.58,2018-02-13
