序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,600127,金健米业,240778535.32,476.1404866425,-112532803.55,-46.737057936,-35953915.96,-14.9323592787,389270895.3,161.6717598114,2026-03-04
2,002726,龙大美食,1630987133.73,584.7571373288,1325020082.82,81.2403761757,-684823855.72,-41.9883052145,990803474.15,60.7486995856,2026-01-31
3,002586,ST围海,-432406994.97,2.4187464517,7892488.16,1.8252452555,-52711496.28,-12.1902505957,-387587986.85,-89.6349946598,2025-11-29
4,300343,ST联创,-57569347.47,-145.5563998023,50793020.25,88.2292790907,-121689997.34,-211.3798448096,17928460.08,31.1423715361,2025-11-28
5,300237,ST美晨,-9320308.12,-109.3357883153,-227378350.25,-2439.6012162096,-271293342.62,-2910.7765443703,490103644.81,5258.4489536168,2025-10-31
6,000711,ST京蓝,22090667.82,111.3146981785,60169476.13,272.3750889755,-134696371.62,-609.7433211053,96617563.31,437.3682321298,2025-09-05
7,600267,海正药业,347882718.91,769.1633500656,1589608756.67,456.9381203098,1007747830.32,289.6803363724,-2229211579.89,-640.7939971478,2025-08-26
8,000903,ST云动,1251785882.88,261.8358046145,2255652631.13,180.1947650936,-711796471.55,-56.8624779433,-292069173.93,-23.3321990545,2025-08-13
9,300128,锦富技术,58609263.66,192.6756774084,201682910.32,344.1143903291,7764021.82,13.2470898543,-142404519.13,-242.9727149553,2025-07-03
10,002538,司尔特,225976109.25,160.2571747515,1153660268.75,510.523113518,-1020992473.86,-451.814343228,95063555.04,42.067966988,2025-05-21
11,600360,*ST华微,-1186106057.64,-318.0244344577,291371934.58,24.5654199895,-1671103173.08,-140.8898607604,194515765.21,16.3995254857,2025-04-30
12,002528,ST英飞拓,-211566511.25,-217.9106121231,-571401705.39,-270.081357401,-44497965.54,-21.0326129958,427396043.3,202.0149790129,2025-04-30
13,300344,*ST立方,-6065799.98,67.7040946383,-51342532.31,-846.4263984847,29497084.83,486.285154922,15793286.7,260.3660976635,2025-04-29
14,002717,ST岭南,80620191.8,-79.0503911616,651604328.11,808.239615364,-770054564.27,-955.1633989911,199667655.46,247.6645750922,2025-04-29
15,002602,世纪华通,431853634.06,116.9090623777,3128650845.92,724.4701906307,-8052771460.48,-1864.6992465418,5448042983.27,1261.5484862432,2025-04-29
16,000676,智度股份,389902565.05,204.9903708587,-221105114.81,-56.7077866702,537454666.04,137.8433265683,108318235.96,27.7808472345,2025-04-29
17,600293,三峡新材,-32434221.27,-209.6926871366,284157582.38,876.1042234204,-162369051.57,-500.6102974335,-151077168.3,-465.7955775856,2025-04-25
18,603869,ST智知,988013521.01,375.9355715686,377568626.86,38.2149250826,40427083.18,4.0917540419,570017810.97,57.6933208755,2025-04-04
19,688102,斯瑞新材,142835527.78,487.7440005923,95736844.76,67.0259327269,-138424495.92,-96.9118104378,185961930.08,130.1930499857,2025-04-02
20,300437,清水源,-18710777.89,-110.6196603557,197529211.08,1055.6974821745,-248750846.72,-1329.4521915786,32462653.02,173.4970785867,2025-02-28
21,002512,ST达华,84588721.0,190.89912335,-198808471.67,-235.0295279556,1266949857.04,1497.7763489768,-980369536.63,-1158.9837569834,2025-01-27
22,000833,粤桂股份,28048964.58,131.9207051737,265124048.31,945.2186641465,-383871357.12,-1368.5758560718,146934993.34,523.8517554576,2025-01-25
23,002097,山河智能,1316988820.98,811.2654150216,1804027315.15,136.9812170317,-246405066.2,-18.7097310376,-219429818.09,-16.6614791708,2024-10-31
24,002425,凯撒文化,-61140476.65,-172.3370053439,348474804.04,569.9576174959,-228667805.48,-374.0039626924,-181051464.57,-296.1237374815,2024-10-30
25,002569,*ST步森,-42917777.86,2.3654455514,-12436782.51,-28.9781604038,-42278995.35,-98.5116132711,11798000.0,27.4897736749,2024-09-07
26,002808,*ST恒久,-13212705.84,-145.8390113844,41654513.22,315.2610352824,7108571.96,53.8010309628,-55710474.95,-421.6431942452,2024-09-03
27,300376,易事特,108332926.25,407.5656600019,1260268711.44,1163.3293358399,-607743020.05,-560.9956650183,-536197498.86,-494.9533972918,2024-08-30
28,300528,幸福蓝海,109335283.47,-2.0950541542,239894420.72,219.4117151448,-93651136.45,-85.6549994455,-36908024.39,-33.7567372751,2024-08-28
29,300335,迪森股份,31647600.74,-58.5074728489,309604977.78,978.2889398901,-40988359.32,-129.5149027465,-237422590.1,-750.207233877,2024-08-28
30,603559,ST通脉,-59506845.93,-172.9876652312,-125431223.96,-210.7845273929,1238250.83,2.0808544137,64729802.6,108.7770685681,2024-08-07
31,300277,海联讯,-112050850.96,-279.9950116614,20786167.25,18.550655414,-117023052.11,-104.4374505927,-15813966.1,-14.1132048213,2024-08-02
32,300719,安达维尔,-5056186.69,-105.6345267731,-16323362.01,-322.839384912,-14954756.2,-295.771440354,26221931.52,518.610825266,2024-07-30
33,688721,龙图光罩,-1970927.18,,14391395.98,730.1840537812,-32622121.24,-1655.1662370398,16300000.0,827.0219298513,2024-07-18
34,002092,中泰化学,274851688.06,-36.6121942167,7062308528.68,2569.497963985,-2491564325.56,-906.5122878256,-4280508574.02,-1557.3884971322,2024-07-02
35,600580,卧龙电驱,323622112.79,-18.5504795328,1224397187.59,378.3416334052,-581938103.59,-179.8202534966,-303171203.35,-93.6806205041,2024-06-26
36,600136,ST明诚,280401165.51,167.0358397825,481690288.82,171.7861221953,-378081648.12,-134.8359759605,422441170.33,150.6559965832,2024-05-29
37,300398,飞凯材料,259130428.14,-59.8661813741,170838697.34,65.9276869051,-362235571.38,-139.788898579,460186232.63,177.5886513727,2024-05-14
38,300172,中电环保,-2416533.34,-118.191623627,90664943.13,3751.8598079843,-75660711.05,-3130.9607774747,-17418337.68,-720.7985667601,2024-05-10
39,601118,海南橡胶,-348561622.28,-216.1355347709,469541164.28,134.7082220953,-1288292289.1,-369.6024481046,480478004.71,137.8459285239,2024-04-30
40,600517,国网英大,566780484.67,-6.9195478787,-750512120.34,-132.4167187543,-587043789.09,-103.5751591609,1910382495.19,337.0586226698,2024-04-30
41,600287,苏豪时尚,420486569.85,73.7159009064,46230595.91,10.9945475611,616588177.29,146.6368301632,-237206238.91,-56.4123222757,2024-04-30
42,300419,ST浩丰,39461730.14,5.0281265966,144416342.73,365.965562629,-122175948.88,-309.6061638619,17410000.0,44.1186940822,2024-04-30
