序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,000505,京粮控股,303960160.95,-31.6157309848,-174610409.43,-57.4451628412,249444588.25,82.0648954358,227814123.01,74.9486782406,2025-10-18
2,688246,嘉和美康,-506476865.96,-329.9647892517,-227469266.24,-44.9120742778,-100560342.18,-19.8548737245,-178448622.68,-35.2333215342,2025-05-01
3,603959,百利科技,45921595.95,395.7910841152,124855130.65,271.8876120637,-57187646.42,-124.5332293814,-21745889.47,-47.3543852737,2025-05-01
4,300959,线上线下,-80110260.62,-194.6531342013,-143266336.11,-178.8364374316,66830581.95,83.4232486985,-3674713.82,-4.5870701101,2025-04-29
5,300152,ST新动力,50177302.02,130.3985715847,-63040193.73,-125.634881096,127015418.52,253.133216428,-13797922.77,-27.498335332,2025-04-29
6,688053,ST思科瑞,-26636829.48,-62.2966857097,2125135.95,7.9781865616,-25672625.59,-96.3801852217,-3089339.84,-11.5980013399,2025-04-26
7,300730,科创信息,-128202254.78,0.8852593416,-139200802.41,-108.5790594314,4605235.92,3.5921645278,6393311.71,4.9868949037,2025-04-25
8,600684,珠江股份,325832797.07,147.7662877745,-308308046.14,-94.6215509649,-19235681.2,-5.9035435883,653376524.41,200.5250945532,2025-04-02
9,000833,粤桂股份,443550647.73,580.5557611754,486856260.62,109.7633975086,-25440919.82,-5.7357417806,-18037196.38,-4.0665471852,2025-01-25
10,002178,延华智能,-134376376.05,-92.6056646936,-90525933.52,-67.3674467053,-28390440.67,-21.1275534469,-15460001.86,-11.5049998478,2025-01-18
11,600080,金花股份,48364103.03,131.6993238136,24253247.16,50.14720762,24110855.87,49.85279238,,,2024-12-26
12,688687,凯因科技,-519955044.11,-166.5847722725,68147724.38,13.106464713,-570954522.76,-109.8084400234,-18965653.75,-3.6475564503,2024-12-20
13,600590,泰豪科技,45700401.86,397.7472342649,115529071.55,252.7966207035,-49120368.92,-107.4834507374,-19931272.06,-43.6129032761,2024-11-09
14,002097,山河智能,424206236.61,191.5364483446,-1497920782.69,-353.1114475498,-405047812.91,-95.4837006044,2316298076.69,546.031122786,2024-10-31
15,300149,睿智医药,722733348.85,2519.5599750068,42733151.63,5.9127134092,1362932132.5,188.5802190626,-676567424.01,-93.6123156745,2024-10-18
16,688152,麒麟信安,-15815733.17,-233.4064927392,-44682949.05,-282.5221478493,24729984.53,156.3631876195,4137231.35,26.1589602299,2024-10-09
17,002628,成都路桥,-183180544.84,49.9506127925,222695262.79,121.5714599957,-88733693.05,-48.4405661789,-317142114.58,-173.1308938168,2024-09-30
18,603839,安正时尚,-91704616.94,46.7678001314,132974280.47,145.002819822,75208650.72,82.011847636,-303116552.5,-330.5357599371,2024-09-21
19,002569,*ST步森,-19934087.73,-24.1094708678,-25771804.71,-129.2850972619,5774669.9,28.9688195327,,,2024-09-07
20,300335,迪森股份,-163094369.48,59.2050449091,85747027.67,52.5750998906,-258208853.43,-158.3186803157,9119819.06,5.5917436568,2024-08-28
21,001228,永泰运,101482345.81,253.614470598,5487775.0,5.4076154391,-501792753.99,-494.4631009313,591747465.23,583.1038497454,2024-08-28
22,688560,明冠新材,-177034099.83,63.9086706457,-52668507.51,-29.7504873697,-199179839.34,-112.5093072641,74000000.0,41.7998566779,2024-08-27
23,002565,顺灏股份,139864762.43,455.9161217356,95523028.14,68.29670782,-24492611.27,-17.5116382743,67112055.07,47.9835334533,2024-08-17
24,301152,天力锂能,5281351.29,143.2467779774,-202093868.36,-3826.5560698955,-61844260.67,-1170.9931279727,269219480.32,5097.5491978683,2024-08-10
25,000421,南京公用,359763461.37,844.0397365588,81787464.38,22.733677308,76082044.8,21.1477965301,201888484.98,56.117006494,2024-08-10
26,603567,珍宝岛,80170928.83,109.552205063,-21381751.39,-26.6702053999,215580284.33,268.9008191325,-114027604.11,-142.2306137326,2024-08-08
27,300277,海联讯,-44208041.73,-72.2518694788,-5689585.58,-12.8700239987,-22312461.4,-50.4714991365,-16205994.75,-36.6584768649,2024-08-02
28,600540,新赛股份,337178035.74,103.8327799332,193226313.75,57.3069100797,-31955990.69,-9.477482903,175907712.68,52.1705728233,2024-08-01
29,000968,蓝焰控股,199024607.97,455.5733756286,422270088.07,212.1697876343,-192727941.11,-96.836237024,-30517538.99,-15.3335506103,2024-07-06
30,688287,*ST观典,-4465316.35,96.169343898,25562787.89,572.4742859484,-30028104.24,-672.4742859484,,,2024-07-03
31,300313,*ST天山,-15486877.88,-117.3949990624,-2436813.41,-15.734697651,-982683.0,-6.3452621478,-11992513.14,-77.4366094504,2024-07-03
32,002092,中泰化学,13573083.01,101.011585243,2420108878.14,17830.2075980599,-3088032156.77,-22751.1476537415,652716490.92,4808.9036988804,2024-07-02
33,600580,卧龙电驱,249253994.3,624.1235264518,445728552.81,178.8250391179,-308899529.36,-123.9296205573,113569603.36,45.5638047763,2024-06-26
34,301099,雅创电子,-30721392.62,-2608.7048555107,-172636101.07,-561.9410005444,-90640739.34,-295.0411150339,231694819.15,754.1807170524,2024-06-26
35,600343,航天动力,60318106.55,116.3576005856,-58130819.93,-96.3737478759,61650234.7,102.2085045871,56798691.78,94.1652432888,2024-05-28
36,300419,ST浩丰,-274452798.89,-141.250351863,-156930967.72,-57.1795836496,101363124.94,36.9328078817,-218905566.6,-79.7607338986,2024-05-21
37,300398,飞凯材料,300548176.88,168.6305282973,197407122.62,65.6823557106,-109693167.45,-36.4976985017,211181061.91,70.2652946034,2024-05-14
38,000936,华西股份,122351651.66,274.5398802845,-92450866.83,-75.5616009884,370600300.9,302.8976690318,-162753790.45,-133.021326841,2024-05-14
39,301336,趣睡科技,107068134.47,722.7352574158,-22950012.32,-21.434960489,106130038.6,99.1238328055,23888108.19,22.3111276836,2024-04-30
40,300518,新迅达,-28086651.72,-21.0304069978,38768077.08,138.0302553202,-3254769.67,-11.5883149848,-65188371.45,-232.0973396896,2024-04-30
41,300376,易事特,111041586.98,38.9852399856,-107854918.89,-97.1302030377,-138602126.25,-124.8200156532,354093808.41,318.8839587404,2024-04-30
42,002822,ST中装,-356503950.84,-173.9220674194,-416289618.15,-116.7699873085,-74656216.13,-20.9412030229,134430621.39,37.708031306,2024-04-30
43,000955,欣龙控股,-20629345.33,93.0885368243,-18449479.03,-89.4331775191,-26489552.32,-128.407139908,24020223.3,116.4371574364,2024-04-30
44,300270,中威电子,9808882.24,113.5907016452,10093177.6,102.8983461422,-292407.71,-2.9810502649,,,2024-04-29
45,002992,宝明科技,-134333833.75,-75.1357806896,38170517.7,28.4146715942,-46071204.69,-34.2960543922,-126474959.89,-94.1497434856,2024-04-29
46,688262,国芯科技,-734430300.6,-3184.1939626354,-83360656.73,-11.3503836459,-622122979.87,-84.7082397556,-29091441.66,-3.9610895188,2024-04-27
47,688151,华强科技,-255632524.9,-2566.6431452628,-130300408.63,-50.9717645206,-9953653.64,-3.8937352138,-115495422.8,-45.1802535085,2024-04-27
48,603458,勘设股份,-446244185.05,-355.2462449605,-314681119.83,-70.5176964479,-20460641.18,-4.5850773781,-111157039.27,-24.9094650404,2024-04-27
49,603021,ST华鹏,-18703993.55,61.2888257381,3230332.99,17.270819632,89560070.28,478.82859904,-111539589.58,-596.3410395851,2024-04-27
