序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,002396,星网锐捷,-1184034713.76,-111.2969710703,-432540028.68,-36.5310259618,-525651527.45,-44.3949422548,-215593791.29,-18.2084012221,2022-09-24
2,002217,合力泰,-1877360519.69,-882.8271052586,-452721850.57,-24.1148061772,-1776722608.9,-94.6393934604,367360617.27,19.5679313279,2021-06-25
3,603042,华脉科技,-153675688.76,-244.8340445629,-224627276.22,-146.169688929,-129486529.34,-84.2596056571,200572943.37,130.5170290684,2021-04-13
4,002323,雅博股份,-101662137.67,-100.6589334423,-299059278.04,-294.1697714549,-2858588.48,-2.8118516348,200217651.84,196.9441686244,2020-12-12
5,688579,地纬智能,-146465361.65,,6339491.22,4.3283211461,-324370701.93,-221.4658116266,171565849.06,117.1374904805,2019-12-05
6,300363,博腾股份,-363807404.14,-314.0842020843,198946733.52,54.6846301796,-287139685.94,-78.9262897545,-278874696.55,-76.6544862409,2019-10-30
7,300461,田中精机,-11368016.71,87.2660961715,-73375885.1,-645.4589834958,-225844416.92,-1986.6650681586,287846649.97,2532.0744797709,2019-08-30
8,600671,天目药业,-9595886.01,-144.7000009163,857644.13,8.9376231554,-7428122.42,-77.4094483017,-3025407.72,-31.5281748538,2019-08-28
9,002742,*ST三圣,113337539.63,178.9710909638,144462451.96,127.4621386979,-844340404.89,-744.9785901886,814536316.34,718.681840985,2019-08-28
10,300324,旋极信息,104180892.48,-56.3450835285,299377996.04,287.3636315771,-233127556.95,-223.7718946349,39685906.98,38.0932683866,2019-08-27
11,300723,一品红,-28579060.38,-161.8345515856,43247153.85,151.324617657,-20818215.62,-72.8442969894,-50988125.66,-178.4107839168,2019-08-12
12,300442,润泽科技,-75125674.0,20.0554319562,-15443157.41,-20.5564310944,-155828939.4,-207.4243479,96146422.81,127.9807789944,2019-06-25
13,300270,中威电子,-28316185.2,-230.0718316901,-119836483.58,-423.2084326811,57333623.47,202.4765096889,34186674.91,120.7319229922,2019-06-25
14,300183,东软载波,-44097673.68,-121.2453197108,178577881.78,404.959869484,-109017943.44,-247.2192620207,-113316214.25,-256.966422021,2019-05-30
15,300786,国林科技,-19898099.89,,-7825947.77,-39.3301260586,-6680599.13,-33.5740556482,-5391552.99,-27.0958182932,2019-05-06
16,002809,红墙股份,-83622969.77,-127.9751374984,-51847402.51,-62.0013886766,-101807598.82,-121.7459737438,70032031.56,83.7473624204,2019-04-30
17,300077,国民技术,-181795235.46,51.3702301683,-165198964.69,-90.8708989386,-19454386.56,-10.7012631606,3551036.83,1.9533167748,2019-04-26
18,002200,*ST交投,79180614.72,164.6853981203,46713338.11,58.9959275704,-23792308.0,-30.0481476232,56259584.61,71.0522200528,2019-04-25
19,000893,亚钾国际,-110477084.59,57.3777505809,-113197337.94,-102.4622783631,1587728.13,1.4371560726,5196602.61,4.703783259,2019-04-24
20,002775,文科股份,-182978202.71,-751.7571842312,-78984241.15,-43.1659290452,-196529560.65,-107.405995763,92535599.09,50.5719248083,2019-04-23
21,300313,*ST天山,-99255988.51,-325.0328964812,32254149.66,32.4959230614,-93094211.64,-93.7920351583,-38564347.89,-38.8534218125,2019-04-22
22,002170,芭田股份,513836247.79,604.558867038,85777949.86,16.6936354196,170077135.39,33.0994818138,257981162.54,50.2068827666,2019-04-20
23,000695,滨海能源,8684062.06,-74.3803975511,53518823.32,616.287895575,-118321419.46,-1362.5123662463,73486658.2,846.2244706713,2019-04-17
24,300743,天地数码,1051550.42,,22458312.92,2135.7333412505,-13431045.05,-1277.2611559605,-7783227.03,-740.1667939042,2019-04-09
25,300301,ST长方,-32975845.68,-106.1152330097,25438705.81,77.1434523829,-30700641.98,-93.1003931724,-25308609.9,-76.7489335849,2019-04-08
26,300192,科德教育,31962246.84,73.5710041278,41243199.65,129.0372352622,-2226574.39,-6.9662636708,-4858864.9,-15.2018877907,2019-04-04
27,600546,山煤国际,-729388497.51,65.4625672883,611576536.25,83.8478449191,-279983489.64,-38.3860577176,-1060869414.54,-145.4464141074,2019-03-30
28,601236,红塔证券,-665784468.71,,-260902826.63,-39.1872804025,84901062.82,12.7520341507,-488492971.29,-73.3710373624,2019-03-25
29,600316,洪都航空,-54050124.84,86.6096020666,-200629796.24,-371.1921051689,-264159232.93,-488.7301069368,410853870.5,760.1349149816,2019-03-21
30,601609,金田股份,-306015479.99,,-1069567921.54,-349.5143192021,1066661984.2,348.5647145154,-301024210.25,-98.36894861,2019-03-15
31,603956,威派格,,,-27298000.0,,,,,,2019-02-21
32,002807,江阴银行,6860495000.0,196.7756741102,3030467000.0,44.1727164002,6387587000.0,93.1067947721,-2548977000.0,-37.1544181579,2019-02-01
33,002240,盛新锂能,24307250.09,666.118125387,69091649.54,284.2429698307,-93591357.65,-385.0347419123,48806958.2,200.7917720815,2019-02-01
34,603351,威尔药业,-6349693.91,,48759591.55,767.9045988848,-41511412.47,-653.7545440517,-13099388.38,-206.2995250743,2019-01-29
35,600928,西安银行,,,4635186000.0,,,,,,2019-01-22
36,300761,立华股份,41996557.7,,250708368.11,596.9736136493,-480325257.45,-1143.7253045385,271613526.58,646.7518802857,2019-01-22
37,002825,纳尔股份,-141228868.95,-768.5594099017,83759018.5,59.307292569,-203965725.4,-144.4221191577,-12126000.0,-8.5860632392,2019-01-22
38,002802,洪汇新材,-14484738.89,70.6247049273,19900760.25,137.3912253519,-25134247.17,-173.5222661649,-9239500.0,-63.7878257259,2019-01-22
39,601865,福莱特,,,299356400.0,,,,,,2019-01-21
40,601298,青岛港,,,1565457500.0,,,,,,2019-01-18
41,603332,苏州龙杰,,,104858200.0,,,,,,2019-01-16
42,003816,中国广核,1400272289.75,533.9176346568,20663218472.55,1475.6571720947,-15858618577.11,-1132.5381994056,-3301440761.87,-235.7713414767,2019-01-16
43,002381,双箭股份,-151614236.45,-278.5690279126,78443359.63,51.7387822323,-136917377.32,-90.3064121984,-89760613.03,-59.2032879838,2019-01-16
44,603739,蔚蓝生物,,,14519953.38,,,,,,2019-01-15
45,601598,中国外运,19528644.19,,-48300787.61,-247.333031111,-2201436553.79,-11272.859151775,2345800953.78,12012.103507837,2019-01-15
46,002947,恒铭达,68743051.33,,101330861.78,147.4052428857,-24481764.19,-35.6134383277,-5638221.6,-8.2018785767,2019-01-14
47,300758,七彩化学,-62672591.86,,30255923.61,48.2761646073,-7079125.92,-11.2954095401,-85678304.57,-136.7077729311,2019-01-09
48,002946,新乳业,4039182.0,,231367256.0,5728.0720700379,-263839945.0,-6532.0142791288,38568927.0,954.8697483797,2019-01-08
49,300759,康龙化成,-259683148.29,,346884018.33,133.5797184431,-1043724781.69,-401.922415283,446051323.41,171.7675275994,2019-01-07
50,300660,江苏雷利,248483830.28,1543.4745968348,54299641.88,21.8523844464,-917650422.56,-369.2998540492,1119332451.64,450.4649056555,2019-01-07
51,601615,明阳智能,-939124673.88,-4163.0291042902,90377223.81,9.6235597172,-436592665.16,-46.4893189694,-596547963.94,-63.5217006359,2019-01-02
52,603185,弘元绿能,-21125769.46,,37160797.89,175.9026953331,-16493549.61,-78.0731307384,-41793017.74,-197.8295645947,2018-12-27
53,300756,金马游乐,-15914993.84,,-5765128.27,-36.2245083345,-10149865.57,-63.7754916655,,,2018-12-27
54,603577,汇金通,-258509441.68,-898.5208368359,-356058112.86,-137.7350515889,-79065795.63,-30.5852641653,177244788.4,68.5641449876,2018-12-26
55,300755,华致酒行,,,207675400.0,,,,,,2018-12-25
56,300757,罗博特科,10327355.46,,47506935.07,460.0106508777,-34277843.43,-331.9130784523,-3745325.29,-36.2660635097,2018-12-24
57,603629,利通电子,-1473229.61,,23244202.98,1577.7719116031,-66528802.64,-4515.8475086582,42429373.95,2880.0245163413,2018-12-21
58,300581,晨曦航空,-196740863.05,-719.4195791115,-62625308.0,-31.8313679371,-114396711.78,-58.1458828667,-19718843.27,-10.0227491962,2018-12-19
59,002130,沃尔核材,-3886448.39,-103.5288974577,115783704.06,2979.1648425827,-627528253.86,-16146.5737065918,508306379.46,13078.9432523508,2018-12-19
60,002945,华林证券,,,-1500681100.0,,,,,,2018-12-17
61,603688,石英股份,71031986.59,2035.3482451555,46919272.94,66.053724797,44365236.83,62.4581107186,-17569800.0,-24.7350536617,2018-12-13
