序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,600169,ST太重,-669418896.77,-290.5775635414,1211139663.39,180.9240326549,-200080561.47,-29.888693378,-1680406918.38,-251.024721066,2025-12-13
2,002586,ST围海,-218789385.67,-225.4958116648,79333364.52,36.2601523273,-2926082484.27,-1337.3969104166,2632675584.08,1203.2921871497,2025-11-29
3,300343,ST联创,73000997.43,-62.1056097685,462752610.63,633.899024563,-486307137.28,-666.1650585614,97171928.69,133.1104123381,2025-11-28
4,300237,ST美晨,-41566628.91,85.6619248126,-178077302.32,-428.4141076381,-605366057.45,-1456.375157968,742121643.79,1785.3784712656,2025-10-31
5,600293,三峡新材,16094906.15,-94.6957935867,-221737317.3,-1377.6863016999,87627372.3,544.4416480801,152690448.16,948.6880304673,2025-04-25
6,000752,ST西发,-191481409.49,-173.6657695517,44402966.46,23.1891788233,-223953289.72,-116.958241699,-11931086.23,-6.2309371243,2025-04-25
7,300437,清水源,-155851143.09,-187.7402206266,26391415.34,16.9337322889,-224090623.94,-143.7850371175,42172322.27,27.0593602548,2025-02-28
8,300376,易事特,-652013406.37,-177.1570922484,1060488786.98,162.6483100837,-3294515846.85,-505.2834519449,1584861351.36,243.0718963562,2024-08-30
9,300528,幸福蓝海,-272896107.52,-142.8404898025,-101524610.42,-37.202659775,-137707530.59,-50.4615224605,-33667994.51,-12.3372937841,2024-08-28
10,603559,ST通脉,-24169442.86,-122.2861635096,-67850137.2,-280.7269393549,53637250.59,221.9217501235,-9956556.25,-41.1948107686,2024-08-07
11,601118,海南橡胶,-233147513.95,-127.8166970601,-79366315.3,-34.0412445131,-295170969.02,-126.6026662773,148977551.81,63.8984089026,2024-04-30
12,600287,苏豪时尚,-124150497.02,-424.5989065394,-61974093.85,-49.9185225493,-13122654.69,-10.5699574347,-35808129.41,-28.8425179677,2024-04-30
13,300091,*ST金灵,67860137.67,0.5039812419,-277132818.35,-408.3882347803,-138120553.72,-203.537096243,483325770.66,712.2381227848,2024-02-08
14,600338,西藏珠峰,212045111.9,-27.5557377383,1087177329.47,512.7103943725,-524401078.88,-247.3063746583,-315834183.23,-148.946693654,2024-02-02
15,300266,兴源环境,-265231112.35,-140.1873849018,-904756613.67,-341.1200917018,-640176046.58,-241.3653665695,1280105442.06,482.6377383551,2024-01-13
16,002564,天沃科技,-315897999.15,-695.7875002334,-509572371.56,-161.3091481843,-957654024.39,-303.1529249843,1159470334.14,367.0394675686,2024-01-03
17,002104,恒宝股份,-377220244.01,-294.0659205563,112667396.53,29.8678022506,-561012929.99,-148.7229115877,74251386.21,19.6838285827,2023-12-30
18,600168,武汉控股,149448467.63,252.4322351152,152485827.4,102.0323793333,-1296526513.39,-867.5408546844,1293520421.05,865.5293972317,2023-11-08
19,002383,合众思壮,326689280.95,-4.4435859629,-847062752.83,-259.2869745731,-172818869.31,-52.9000733686,1348229066.31,412.69461379,2023-08-31
20,300013,新宁物流,-37862097.43,68.5017219858,-11245430.9,-29.7010246746,-85441497.4,-225.6649874138,62656482.75,165.4860322142,2023-07-17
21,300159,*ST新研,-544733078.03,-214.3631910745,-286847977.47,-52.658446685,-867846528.38,-159.3159224915,609960635.94,111.9742238063,2023-07-14
22,300657,弘信电子,-1189941.06,-103.4024036363,147912983.61,12430.2781526003,-260890654.98,-21924.6703681273,112371270.86,9443.4316654306,2023-07-08
23,600679,上海凤凰,20093878.15,-51.1467581676,40153104.85,199.827552204,53598981.02,266.742838888,-66965643.68,-333.2639084407,2023-06-14
24,300175,ST朗源,-101877053.74,-245.3411673497,119771035.28,117.5642903707,106526360.98,104.5636451677,-326897642.83,-320.8746531523,2023-06-02
25,600748,上实发展,-1040184485.51,-122.4887536308,679861800.41,65.3597328052,125136319.17,12.0302043448,-1835799453.55,-176.4878710578,2023-05-13
26,600382,广东明珠,-12983884.05,-113.196951051,-632620833.79,-4872.3543074924,1251958111.25,9642.4005823589,-632321161.51,-4870.0462748664,2023-05-10
27,002197,证通电子,-856240733.06,-208.7348935379,-724673391.47,-84.6343047568,-927783012.8,-108.3553931713,805275063.39,94.0477405825,2023-04-29
28,002086,东方海洋,-33520889.53,94.9132124007,59547178.7,177.6420003613,-143343570.27,-427.6246014943,55675542.23,166.0920787325,2023-04-29
29,002491,通鼎互联,163991234.1,14.1908746798,568887883.19,346.9013976949,-1097973305.64,-669.5317049511,699330349.2,426.443738312,2023-04-28
30,300008,天海防务,-274408516.54,-190.7763029361,-125373123.94,-45.6884959406,-111747313.9,-40.7229758424,-34746822.89,-12.6624433265,2023-04-22
31,002218,拓日新能,67192907.42,-54.4170805546,45478923.83,67.6841136606,-277221006.62,-412.5748047888,295642623.2,439.9908183047,2023-04-22
32,603042,华脉科技,-22378188.4,-124.2908591013,-175421889.51,-783.8967407657,-92441268.95,-413.0864719595,245665145.21,1097.7883500614,2023-04-20
33,002176,江特电机,-479444065.89,-194.2314834485,-875719897.06,-182.6531934303,-238486037.19,-49.7422023041,635985166.32,132.6505449889,2023-01-20
34,002842,翔鹭钨业,34716424.96,-20.2915145811,-98023508.85,-282.3548477787,-289457177.54,-833.7758794966,422197111.35,1216.1307272752,2022-12-03
35,002412,汉森制药,-36497007.63,60.5663380867,107177232.31,293.6603279823,-50154113.71,-137.4197967638,-93520126.23,-256.2405312186,2022-11-19
36,002396,星网锐捷,-326483408.75,-377.580620929,277255509.05,84.9217759982,-95479847.08,-29.244930836,-492620828.46,-150.8869410382,2022-09-24
37,002237,恒邦股份,-385231565.78,-245.73627879,794550211.9,206.2526237411,-468281504.69,-121.5584459549,-710493885.85,-184.4329356582,2022-09-17
38,000523,红棉股份,112948112.39,33.8487537678,-188123695.11,-166.5576264439,-2932519.43,-2.5963421326,306560655.84,271.4172458071,2022-04-30
39,300629,新劲刚,76606343.96,827.8067621789,14649202.75,19.1227018452,-14682926.47,-19.1667239435,77194052.61,100.7671801311,2022-04-08
40,002644,佛慈制药,-380192468.33,-201.776471841,66423062.38,17.4709043216,-442770852.46,-116.4596590787,-3844678.25,-1.0112452429,2022-03-16
41,300182,捷成股份,-230428052.32,-163.1539382094,490553174.66,212.8877841569,-1513105429.11,-656.6498366304,792311413.96,343.8432977161,2022-03-01
42,000821,ST京机,-77835870.35,-136.4877486226,67480203.68,86.6955086088,-152679564.66,-196.1557877794,21418333.55,27.5173046228,2022-01-29
43,300001,特锐德,-261092896.36,-132.9928575419,53856441.77,20.6273102489,-1632227024.93,-625.1518320435,1318240055.06,504.8931140748,2021-12-17
44,600712,南宁百货,35796300.43,-7.0318158802,-163603705.44,-457.0408211875,18127.87,0.0506417417,199381878.0,556.9901794458,2021-12-04
45,300537,广信材料,46983227.66,-45.6330885256,24702342.37,52.5769377718,-254238694.26,-541.1264975234,276482467.57,588.4705699038,2021-10-29
46,688075,安旭生物,28639667.14,,16511850.81,57.6537804343,-6218238.14,-21.7119776903,21613920.87,75.4684779133,2021-10-11
47,000839,国安股份,-306176691.52,-668.2775510305,-201126600.41,-65.6897164221,-833862974.08,-272.346980412,732787780.35,239.334933274,2021-08-31
48,300606,金太阳,26348129.57,-3.5616451391,59447790.84,225.6243301145,-235903104.84,-895.3315043228,203161106.67,771.064625784,2021-08-28
