序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,600529,山东药玻,542453658.37,-24.7,3352070071.23,-8.5107140634,2227231212.57,77801911.18,194166835.56,-16670121.3,2658703139.69,651866577.9,648391295.8,2026-03-07
2,688511,*ST天微,37970220.77,502.08,128107707.59,72.6604474368,57023357.16,4021274.5,12925155.99,-1049757.27,91092252.21,39700052.28,39735462.68,2026-02-28
3,688316,青云科技,-49988224.56,20.348444321425,164871507.47,-22.8265117762,116236464.15,31617758.21,23455767.05,7951141.87,218287478.62,-49504184.56,-49642603.6,2026-02-28
4,300051,琏升科技,-90788005.76,-37.1,294628202.34,-0.8105357313,355490022.0,8741163.23,79308559.75,29123743.05,491594358.58,-217439095.4,-247438146.4,2026-02-26
5,301152,天力锂能,-87210181.32,48.91,1534971756.94,11.1785243126,1462428453.32,5658466.97,56237557.7,18918566.74,1607183083.91,-91549596.8,-91204311.93,2026-02-13
6,603213,镇洋发展,50675042.14,-66.07,1972783719.1,-1.9597546715,1780623771.57,4099404.86,34349645.43,18938753.97,1886067595.11,68229354.11,68689152.67,2026-01-31
7,002829,星网宇达,38374876.18,260.0,266430582.5,14.965254788,214521033.85,12753319.38,46890714.18,3486107.04,325100740.8,15572958.47,15576876.51,2026-01-31
8,002726,龙大美食,-179073661.16,-349.93,7625148042.32,-4.8532696948,7392408199.86,105790890.55,188195364.08,92722413.16,7803168674.66,-207985510.36,-209521660.13,2026-01-31
9,000736,*ST中地,-1660324088.76,-11.5,14293114132.15,16.4773444509,14331442836.61,478550633.44,336405142.05,880506006.64,16075189314.27,-1629213011.56,-1654005098.43,2026-01-31
10,300448,浩云科技,-23628656.96,-378.38,178283568.93,-28.0249968289,120201147.55,26756144.76,42593397.18,-6059690.25,213084552.52,-33572995.41,-32536779.7,2026-01-30
11,600615,鑫源智造,5090265.75,9.59,473883733.82,343.6672525045,413414441.05,14885971.02,27965565.46,-1210039.72,476240987.22,2947069.1,3042062.29,2026-01-28
12,300209,行云科技,-13852810.61,54.68,58956672.45,-82.020901453,47931151.72,8518850.01,31517317.89,-5175638.87,83909933.81,-23149823.46,-15215859.97,2026-01-27
13,001331,胜通能源,44393992.45,83.58,4186849441.39,12.5713367402,4147263215.77,9652484.84,23357650.93,-20344723.31,4163885401.46,37530235.58,52441573.24,2026-01-24
14,001266,宏英智能,11357476.12,197.53,432118557.57,0.7997378642,310820162.43,24381455.72,44631740.87,4326291.19,422029087.05,10961658.54,11174925.37,2026-01-24
15,688816,易思维,-7175516.04,-219.384724896509,204474714.67,12.8714638379,80072817.82,20813951.95,33118409.05,-1215404.2,231116031.37,-9705083.18,-9506990.73,2026-01-23
16,688818,电科蓝天,113365980.7,7.84,1708232037.53,6.0184618175,1255861919.65,40746094.75,105760408.41,-4204572.75,1523176708.6,115213256.11,113396161.34,2026-01-22
17,603284,林平发展,109809866.26,-11.86,1928371510.5,2.7914218611,1765202850.45,6328592.15,26537536.04,9263533.13,1889432323.58,109868041.78,109809866.26,2026-01-22
18,301487,盟固利,8090627.85,-18.87,1629708905.37,24.2172155957,1538393524.71,8516964.63,33597728.84,10848853.23,1674705677.37,-334210.58,-5741669.14,2026-01-21
19,002397,梦洁股份,25539946.23,28.69,1103043116.28,-7.9257770231,667757417.47,259912634.04,87605134.9,9308311.44,1075011193.36,29787234.31,30659372.3,2026-01-17
20,688712,北芯生命,78349310.2,352.53,406797106.62,71.356589209,121306365.78,95932798.27,51712689.98,296610.44,334723362.07,85402757.64,85180470.32,2026-01-16
21,001220,世盟股份,109204458.5,-9.15,661333966.78,-11.3008741863,499046175.16,5339302.98,23165297.1,128510.28,531819006.03,136010825.2,135202753.04,2026-01-15
22,301379,天山电子,111670113.99,6.56,1338432674.23,26.4803822496,1067447236.42,48724706.65,37643745.27,-4601095.79,1214552965.4,118866885.81,118873340.13,2026-01-12
23,601112,振石股份,603216915.36,40.32,5397425699.51,77.0589950002,4109583649.86,27783012.09,178175335.42,92029921.92,4624691604.46,705819602.99,703702880.71,2026-01-09
24,688785,恒运昌,91576707.59,-23.73,401313694.19,-5.7881498789,207282500.06,4858670.92,33726482.29,-3229993.24,307467769.94,97542742.45,96986590.6,2026-01-08
25,300609,汇纳科技,-35805193.02,7.67,188910571.16,-0.4451670669,90684065.66,31732164.22,75463706.51,-1280013.14,236012843.07,-42463442.13,-42338790.09,2026-01-06
26,300500,启迪设计,43601967.91,354.7,681685046.57,-29.4257393379,436756023.15,16565024.71,81333275.02,10498813.29,582126287.16,55912953.08,31901315.08,2025-12-31
27,001235,里得电科,15186683.81,27.575490964258,238057852.58,13.1589563333,150327826.1,24584812.03,28528822.86,688970.96,215059661.62,19884368.52,19837476.2,2025-12-31
28,688781,视涯科技,-166531100.0,10.252190057369,292754900.0,54.6744995023,,,,,,,-166531100.0,2025-12-26
29,300831,派瑞股份,5559550.97,-91.71,79757002.58,-54.5232049156,42265215.83,3045018.01,20087630.1,-3608262.76,69680182.32,6304775.61,6307443.2,2025-12-26
30,688270,臻镭科技,103751194.12,598.09,302377394.65,65.7577560357,53654262.4,11246880.25,27546501.58,-3324834.47,189059856.78,104962998.76,103751194.12,2025-12-25
31,603352,至信股份,165004688.75,21.43,2696646355.65,28.5176199754,2132537071.07,28110624.82,128314221.48,36348538.9,2433482209.33,193083505.25,192571637.44,2025-12-25
32,301680,固德电材,117891700.0,2.515858902507,750128300.0,18.8123866229,,,,,,131885600.0,131699600.0,2025-12-22
33,603402,陕西旅游,369223146.39,-26.93,889418768.72,-18.7954407388,241022378.39,54941570.37,41312009.7,4165728.79,347002085.16,544727340.96,541360970.14,2025-12-18
34,301682,宏明电子,303079100.0,-6.215921246885,2113360900.0,1.4503141326,,,,,,,,2025-12-15
35,301687,新广益,101302940.23,16.43,520801123.26,7.501677146,351862075.87,11981147.75,19425053.1,-171058.21,408988506.24,115507963.65,115557109.56,2025-12-12
36,688809,强一股份,249779942.72,90.55,647079650.47,65.8769745335,205756796.11,10027628.64,38340464.42,1573921.95,361309103.16,284901823.55,284754499.9,2025-12-11
37,001396,誉帆科技,76684760.32,7.62,501529440.67,4.7320362229,272728353.51,38733124.58,56298503.34,5183167.25,396769405.41,89296220.64,88206243.61,2025-12-11
38,001369,双欣材料,404071311.31,2.008866988595,2667987807.26,2.6815346699,2058893425.71,24887889.33,73186513.28,-7936561.26,2257645944.07,450839278.81,461860630.53,2025-12-11
39,300881,盛德鑫泰,151646073.86,-21.38,2324854827.02,19.0095913901,1964297599.38,7578935.81,61065343.96,15681849.7,2124116913.41,185053350.89,182936037.23,2025-12-08
40,688805,健信超导,47622633.44,38.541971348692,393300822.35,37.3429640577,290504932.32,3556441.67,18546048.11,644117.31,342083993.44,53734169.74,52882033.27,2025-12-05
41,600295,鄂尔多斯,1706464168.41,-0.85,18199620995.95,-9.7596689204,13887469190.21,922075389.58,683350162.64,24110930.18,16124562638.23,2618719263.4,2482133457.01,2025-12-05
42,001325,元创股份,122205043.63,6.269809647879,1053019439.99,8.0462866391,844214912.2,18595092.43,27341079.32,-20763915.84,887562339.59,160365274.37,159904538.27,2025-12-05
43,603248,锡华科技,161571709.52,55.22,950806777.88,35.3478090751,679897299.15,5101673.36,26429723.76,-538404.43,754512757.72,192060338.79,191737385.09,2025-12-04
44,301449,天溯计量,92985139.78,11.618298355941,647900479.22,12.1239494152,310297879.88,161635451.03,31433088.32,-166282.06,532552113.03,105392432.71,104999650.1,2025-12-04
45,301378,通达海,-50457602.02,3.52,251064802.13,-11.4018294399,150397944.66,34573714.5,40705655.04,-1450610.54,306795671.4,-45974192.86,-45824829.38,2025-12-02
46,300266,兴源环境,-56888893.11,63.1,709431081.61,1.2078436389,596802407.68,10640513.53,82334914.03,139584909.17,869244258.86,-74556310.71,-65208504.32,2025-12-02
47,688807,优迅股份,72940876.42,17.11,357380882.19,18.3267436297,199588978.25,9577626.78,29736971.8,-5339012.97,296358834.2,75351887.54,75136602.4,2025-11-28
48,688802,沐曦股份,-345502116.95,55.794349479083,1236085551.92,453.5217162859,546905023.55,117828522.15,244171481.69,-4091907.74,1603188428.29,-339660384.36,-341228812.65,2025-11-27
49,688790,昂瑞微,-62771948.82,-426.658674892469,1334805344.01,-20.6864827767,1046322487.01,48558989.68,81666477.12,3272399.5,1395228284.54,-65821787.63,-62771948.82,2025-11-27
50,600193,*ST创兴,-7722730.33,60.68867737393,18728608.61,-59.0974719844,16958619.68,1843865.85,14924782.64,2971130.17,37345156.78,-8293396.31,-8244760.87,2025-11-27
51,301667,纳百川,58289617.02,29.304547772911,1207584563.75,32.2891287975,1050845453.69,14104624.43,34351111.7,3449534.7,1144416250.48,63818299.96,62654794.72,2025-11-27
52,300223,北京君正,255743525.91,-15.99,3436500879.19,7.3499497794,2261644098.59,241014606.39,205537900.98,-89487318.2,3155126868.72,285275586.77,285609424.84,2025-11-24
53,603717,天域生物,-1610894.0,-125.22,535601036.79,-14.2314496426,465094696.2,2955578.73,55489116.74,31050606.74,567048150.94,4312882.49,13461512.93,2025-11-22
