序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
1,688781,视涯科技,724853934.16,76184718.14,240823719.15,4271341754.47,,155615938.62,,2215526859.06,,51.8695760352,2055814895.41,2026-03-06
2,301682,宏明电子,769830205.57,2081007310.24,898549925.84,5720071200.98,,591760073.37,,1982308336.47,,34.6553087684,3737762864.51,2026-03-05
3,688511,*ST天微,264428072.39,165232765.22,81818879.73,956847418.42,-0.9784207989,43797406.6,,107060307.64,9.275568084,11.1888589109,849787110.78,2026-02-28
4,688316,青云科技,129793280.55,67255091.65,915331.24,452746542.68,-19.3820528168,34093742.44,,408747096.16,-2.2336012827,90.2816604055,43999446.52,2026-02-28
5,301152,天力锂能,294293822.36,824456112.94,266943977.58,2875797893.05,-7.1630015944,464471348.35,,1508657314.27,21.2574775089,52.4604777657,1367140578.78,2026-02-13
6,688816,易思维,64313546.12,132673359.85,166053231.57,755613800.15,,25880830.27,,292708249.26,,38.737811459,462905550.89,2026-02-06
7,301680,固德电材,271365331.62,207878526.89,127313475.65,1130328505.49,,132439354.71,,384764453.88,,34.0400557901,745564051.61,2026-02-06
8,688818,电科蓝天,812331141.2,2463852509.67,2040793444.02,6912519481.52,,2191041849.51,,3305283255.19,,47.8158978651,3607236226.33,2026-02-05
9,603284,林平发展,397007252.19,138289342.6,150407768.24,2547844286.04,,210980921.77,,1111322225.27,,43.618137551,1436522060.77,2026-02-05
10,002726,龙大美食,972559534.0,415559216.77,901706258.35,5721463157.83,-2.5908458382,465841596.12,,4101827408.57,-2.6615040418,71.6919308124,1619635749.26,2026-01-31
11,600615,鑫源智造,124210108.41,174443871.64,59919759.58,1232404441.97,75.6820866428,168429310.04,195718.65,407052512.8,622.3051692646,33.0291338572,825351929.17,2026-01-28
12,001331,胜通能源,1043072582.38,45036505.2,6470222.44,1682386115.29,-7.8910623263,6081245.48,,179800131.18,-40.7076776216,10.687209645,1502585984.11,2026-01-24
13,001266,宏英智能,531131071.26,347080304.07,123935104.8,1595303691.15,14.0903571435,204206119.8,,649596306.92,54.9708575201,40.7192881533,945707384.23,2026-01-24
