序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,301418,协昌科技,10618044.68,4387.87342968099,84659208.79,107.4307054169,62638705.46,2258108.03,6727868.17,1248809.93,73033574.26,11625634.54,13484544.02,2020-11-16
2,300614,百川畅银,18378262.25,,115626179.59,,65036148.94,,33770831.85,5869797.44,105921098.74,9721616.08,20747725.44,2019-06-28
3,301172,君逸数码,2704808.63,,33122116.77,,22958264.84,1043686.82,4690855.58,-41795.86,30300985.76,2860089.93,2877120.68,2019-04-30
4,300838,浙江力诺,12063231.32,-6.834577556535,95138879.53,-0.2927172738,58593616.87,10791308.13,8500984.64,286697.23,81504968.69,13818017.75,13945292.75,2018-12-25
5,300825,阿尔特,3962263.15,,149951026.84,,82648264.04,9075464.25,69865502.66,4441638.46,170765789.03,-14802395.75,8546125.83,2018-08-31
6,002323,雅博股份,4694774.27,-46.068938088143,64338898.81,-2.1211074113,40524095.03,6110887.78,15558283.17,276738.1,62971445.44,1367453.37,7109726.94,2018-08-31
7,688257,新锐股份,9605963.07,,134167014.31,,88259149.84,5663160.74,23993305.87,2228499.05,123062627.47,11215140.22,11383653.7,2018-04-24
8,688096,京源环保,3406897.25,9457.2566227446,21464578.68,105.8456928189,14059038.83,1013354.2,3045282.64,375703.48,18367597.8,3096980.88,3984971.14,2018-04-23
9,301263,泰恩康,7020952.69,-61.995262807771,140178357.47,0.5461769844,97020216.46,15634144.39,13504956.03,2950600.54,130260147.06,9918210.41,10338330.07,2018-02-26
10,300796,贝斯美,13939575.78,,124672417.94,,91916220.55,5874605.77,10369700.65,414062.61,108342011.97,16330405.97,16559500.92,2018-02-13
11,603516,淳中科技,32938733.66,,79210701.63,,28303141.48,8659452.05,13158644.24,96912.76,50968621.29,28703582.05,39013176.15,2017-12-13
12,000713,国投丰乐,8122676.61,-44.319738306198,425299825.82,-31.314079591,332273965.03,44141031.97,45052845.67,391180.37,422418459.97,3865621.33,10896764.83,2017-10-21
13,002490,山东墨龙,-71827174.01,-877.534718694337,1024459949.26,-23.3712324925,918473201.4,122469789.17,62563240.66,13815135.1,1125090122.4,-99303347.43,-75630305.6,2017-09-30
14,300960,通业科技,18670901.87,,107769637.65,,55093765.0,8781712.39,18729176.26,615422.05,85830917.84,21938719.81,22203307.64,2017-09-04
15,002943,宇晶股份,9419948.79,,56245649.69,,36139972.79,5361920.06,7668522.47,-1500512.15,47652407.47,8863096.62,10014444.06,2017-08-30
