序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,002569,*ST步森,-40028279.86,-619.690931835937,283909977.91,-8.7681123123,181033698.66,39386418.34,42449272.75,-1000270.37,263074554.08,-8351191.19,-40326464.99,2024-09-07
2,300277,海联讯,10627586.61,830.979022300776,173373503.58,49.4118761181,129566801.0,8235250.02,17715490.99,-3279593.95,170417422.95,13819509.01,13806215.82,2024-08-02
3,000903,ST云动,141162512.1,-25.851267623692,4574850713.41,3.4217942877,4017722992.78,182064337.87,163933132.63,33799185.93,4465384624.63,155321640.72,155477564.14,2024-04-26
4,600302,标准股份,-72496490.34,-116.811112130512,418696952.33,-19.5298152262,331864824.92,53143317.71,64190664.17,-1561799.12,477573788.95,-75480758.76,-73697855.45,2023-07-27
5,002396,星网锐捷,476592208.69,18.989178704588,5993124603.96,-3.1120606271,3738842265.62,861346325.98,176219923.93,-8778153.36,5531303510.23,696382760.86,697296586.87,2022-09-24
6,300716,ST泉为,28775883.77,-30.5,1480058030.79,94.5140076677,1312652444.99,22988595.98,54238390.06,9776090.84,1443729387.94,27573678.71,27513716.79,2022-08-29
7,002036,联创电子,224473829.93,22.420716013418,4267590519.43,20.5940821167,3642829565.87,25730867.82,103362979.75,125727180.23,4054209535.65,237230422.97,237655935.43,2022-07-18
8,002255,海陆重工,70302791.54,-44.132165982837,1814296130.05,31.6681718124,1463848245.98,21437199.85,85116400.62,25652069.09,1624965400.49,93950901.26,87563366.92,2022-05-31
9,002586,ST围海,89669350.06,-51.719092375025,2167826964.59,-5.7696165186,1886080092.83,9904232.95,83430273.4,70436750.01,2088342255.66,136909922.3,138178721.39,2022-04-30
10,300061,旗天科技,35660097.2,-84.165118209465,833445174.84,-45.8472199314,381400558.48,236661779.33,134265210.23,9951077.98,802945205.22,69619323.77,13069847.76,2022-04-27
11,300600,国瑞科技,74188416.6,-14.239338224271,356698271.0,5.2044591258,200388844.87,15980885.34,41789594.59,1373542.08,280074822.79,86172239.13,86093775.44,2022-04-26
12,002832,比音勒芬,311275253.97,51.092657739337,1323383224.12,24.947771339,423453540.53,376361318.37,110908605.95,-3990517.48,961311105.42,361909229.79,361104800.74,2022-03-10
13,300424,航新科技,52864682.27,20.32,949026287.69,91.5451621249,695671704.49,15834142.96,140367926.41,18101399.17,900255955.14,56289377.46,56635044.96,2022-03-01
14,600872,中炬高新,545588145.45,12.319616735497,3530582085.17,11.5681917493,2146647530.78,344937367.88,210953854.93,41280063.34,2895550570.79,707931220.15,705091645.28,2021-12-04
15,300225,*ST金泰,25667885.68,235.963355758093,562194528.01,1.5704502179,427651016.4,56900238.26,30378506.8,-158318.95,537617588.55,27084883.76,27052946.3,2021-11-30
16,605108,同庆楼,135421307.41,,1060087057.17,,473602169.15,373277020.94,53688462.72,-2501262.18,901920191.68,182933579.85,181807286.43,2021-10-30
17,000972,*ST中基,22860511.96,119.502084880467,201077915.27,-54.0743321953,189498927.46,222404.77,29580073.59,10630023.17,232818833.74,22498106.8,23365182.52,2021-10-29
18,301182,凯旺科技,27308600.0,,305017500.0,,,,,,,,,2021-09-24
19,002842,翔鹭钨业,6303476.88,-92.944337200781,1018637180.16,-17.355614275,912309197.88,8120974.62,33573213.46,24615309.27,1010444383.93,8714403.82,9049727.8,2021-09-23
20,300010,豆神教育,61618388.16,687.087247766343,1324978276.59,20.5202580794,800984382.96,185657382.1,174116550.33,64746413.97,1273220056.97,53002252.6,51321291.03,2021-08-28
21,300213,佳讯飞鸿,86126966.09,27.780777564273,836286417.68,30.9875309953,517384124.1,80650440.63,75119139.27,13679707.05,761278132.97,95983470.72,102106276.36,2021-08-21
22,300175,ST朗源,21705498.41,-52.508079373915,331138501.63,37.1964267163,234627463.45,14022536.68,38614526.72,3745838.65,302377765.05,28429819.27,28288350.47,2021-08-14
23,300703,创源股份,95594821.62,48.30726127824,719941662.37,17.8207912234,466236222.34,49252047.45,72245895.84,-6184848.56,619595509.44,115066892.56,114948445.62,2021-07-29
