序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
1,600529,山东药玻,475166643.6,23.26,2491928906.93,6.7530748225,1655359116.86,61957528.83,105793713.39,-23804732.95,1905618722.87,583289454.09,582122742.49,2026-03-07
2,688511,*ST天微,1388693.2,-94.96,44835179.96,-31.2028748432,16279313.89,3490808.34,12144977.73,-238451.84,43385773.41,147433.95,153765.23,2026-02-28
3,688316,青云科技,-37638766.21,54.157379116447,144161398.38,-17.5114241172,95410712.23,32422481.62,20023521.77,3993766.05,187711124.73,-36769645.43,-38748167.09,2026-02-28
4,301152,天力锂能,-81436345.6,-27.48,953871365.85,-26.5028036835,903175263.16,3441865.22,43795979.94,9154430.29,1024495615.83,-83098672.41,-83424591.81,2026-02-13
5,002726,龙大美食,46370460.26,109.31,5044132021.3,-25.0101770125,4792939807.15,57280512.12,113862139.49,53365236.33,5029747091.66,49352228.11,45632737.69,2026-01-31
6,300448,浩云科技,6219041.35,17.3,155320319.33,-23.9974638119,84417267.12,19496233.45,28389992.44,-2556528.1,148175696.65,7348945.89,7107551.16,2026-01-30
7,600615,鑫源智造,2545754.85,172.2705131409,67321424.65,17.3962193625,61638350.44,1297221.02,9709282.21,-2290412.69,71237940.98,1766331.59,1967934.25,2026-01-28
8,001331,胜通能源,20452609.14,137.0,2395484460.83,9.7627516789,2368022967.8,7842072.33,12220103.47,-18582826.33,2372548920.52,24260832.85,25238788.03,2026-01-24
9,001266,宏英智能,2793534.02,-81.07,353118018.06,61.7245126476,272430875.96,14746771.54,25442846.88,856614.2,348603383.76,-299544.01,-299004.1,2026-01-24
10,301487,盟固利,7764531.56,-81.25,826265699.48,-31.450529038,762747594.82,5633014.14,32617778.11,10759254.05,848329862.71,2778494.95,3978081.43,2026-01-21
11,301379,天山电子,64893188.7,5.05,659987101.48,4.6552962779,524496816.12,24129137.44,21450241.75,-10124167.88,594217066.05,70465890.05,71016752.91,2026-01-12
12,688073,毕得医药,51839064.55,-38.15,532207309.99,1.8334346033,321954244.55,60635280.19,53230049.84,-11978200.28,456333477.22,64074794.65,64254167.56,2026-01-06
13,300831,派瑞股份,46777325.54,528.19,120951285.65,126.4275036171,37999049.65,1818516.01,12565166.72,-3724635.53,58014805.32,51808419.89,51813419.9,2025-12-26
14,688270,臻镭科技,6426108.08,-83.21,117985952.43,6.0828404751,17500085.65,8427600.9,20379790.77,-15721061.04,98458671.8,6479060.16,6426108.08,2025-12-25
15,600193,*ST创兴,-1320447.94,-410.46,15127787.48,-80.1346907975,2926901.42,4686263.88,10698457.28,1277899.64,21785964.07,-410251.88,-413.93,2025-11-27
16,688816,易思维,-9123600.0,,110836700.0,,,,,,,,-10537200.0,2025-11-04
17,603983,丸美生物,176537086.78,35.09,1352290860.56,27.6461240707,342428802.73,717488735.96,46472784.73,-7656053.99,1145366644.61,224648234.48,224659830.54,2025-10-31
18,300237,ST美晨,-191714121.39,26.22,851140716.47,13.2211211976,820376878.35,24907808.89,74902124.9,161813413.59,1134886037.82,-196453347.32,-194174446.73,2025-10-31
19,001235,里得电科,10494913.79,,132007829.07,,82263648.19,14836498.27,23088455.33,953410.2,127291253.54,11810211.38,11742864.11,2025-10-30
20,688802,沐曦股份,-512687300.0,,181349400.0,,,,,,,,-512542900.0,2025-10-24
21,603175,超颖电子,180150700.36,47.928095478259,1940085574.69,11.7328206168,1445880441.53,62745447.74,110694617.45,31213921.72,1734200158.11,202563078.82,205691590.38,2025-09-26
22,001386,马可波罗,710800142.88,,3649455496.38,,2326392407.42,192235698.23,159323649.48,-30705071.84,2828003029.57,823294799.75,826646256.34,2025-09-25
23,300482,万孚生物,355800226.55,6.37,1575250376.82,5.818107614,561696946.09,318499085.16,107384846.46,-5799529.84,1184260271.92,407220756.33,405345826.26,2025-09-23
24,001400,江顺科技,83610053.22,12.870092180572,575310934.93,18.7765129464,378047167.58,25264368.56,50702587.26,1797306.98,486065824.33,98241717.64,98298621.89,2025-09-23
25,300863,卡倍亿,90523955.5,11.26,1649921322.23,5.2725298976,1429068730.8,9020751.91,32111218.9,25915687.2,1545546144.66,103069049.91,105162641.44,2025-09-19
26,603218,日月股份,421519604.05,44.71,1787982608.58,-25.3955993204,1445749961.11,8913906.04,79767913.2,-32032480.68,1602883097.76,494060156.44,492092434.03,2025-09-18
27,600186,莲花控股,100837212.58,101.03,1221574142.81,25.4644490939,936835570.42,71594755.21,51075245.49,36229.29,1081510824.11,139532042.05,138680263.39,2025-09-17
28,002264,新华都,145449800.75,47.68,2087733144.5,59.4265142437,1598204104.99,289272189.0,58222473.65,-6126281.14,1948386120.63,161468347.75,161050102.65,2025-09-16
29,000972,*ST中基,11801438.44,-69.01,245129564.67,-14.8630062772,202697047.06,3504140.0,17495352.14,12781042.34,239996735.82,12585567.77,12623272.42,2025-09-13
