序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
1,600360,*ST华微,174130131.86,287.3872043631,66815958.13,38.3712786617,-24342318.78,-13.9793834186,132255880.57,75.9523232179,2023-11-11
2,000713,国投丰乐,-67208583.14,31.6366209799,-25935418.67,-38.5894441726,-9393550.35,-13.9767123649,-31879614.12,-47.4338434625,2017-10-21
3,600097,开创国际,-15161387.64,77.1158865668,-21800440.35,-143.7892155233,-567738.92,-3.7446369256,6902200.0,45.5248567208,2016-08-11
4,600802,福建水泥,-212223569.28,-23.826809147,40383985.67,19.0289824109,-79744299.04,-37.575609208,-172863255.91,-81.4533732028,2016-04-30
5,300399,天利科技,5912812.95,,-8294986.46,-140.2883285865,20657799.41,349.3734637758,-6450000.0,-109.0851351893,2016-03-08
6,003816,中国广核,-1495106924.33,,2195268302.81,146.8301876666,-1856020536.18,-124.13965222,-1834901800.96,-122.727128816,2015-07-03
7,300497,富祥药业,-14062179.59,,-4039071.79,-28.7229427284,-14536593.15,-103.3736844062,4513485.35,32.0966271346,2015-07-02
8,603116,红蜻蜓,-70839532.98,,116649435.42,164.6671434903,-10844900.33,-15.3091076039,-176644068.07,-249.3580358864,2015-06-26
9,300494,盛天网络,22399540.83,,23959077.82,106.9623614244,-1559536.99,-6.9623614244,0.0,0.0,2015-06-26
10,002787,华源控股,32701387.93,,33238780.17,101.6433315954,-27098890.61,-82.8677078417,26561498.37,81.2243762462,2015-06-26
11,603866,桃李面包,,,65250500.0,,,,,,2015-06-25
12,601211,国泰海通,6297684633.0,,9308132393.0,147.8024533687,-4938332407.0,-78.4150476688,1850391266.0,29.3820883997,2015-06-25
13,300496,中科创达,-14100356.44,,-12581115.08,-89.2255109545,-2597727.57,-18.4231340609,,,2015-06-25
14,300492,华图山鼎,-32828395.43,,-25118185.38,-76.5135945604,-1708718.54,-5.2050016993,-6001491.51,-18.2814037402,2015-06-25
15,300490,华自科技,-28788202.87,,-20455204.59,-71.0541213092,-4204451.68,-14.6047730002,-4144842.75,-14.3977127323,2015-06-25
16,002785,万里石,-57330811.1,,-34792052.85,-60.686482857,-3182731.0,-5.5515192249,-19230590.4,-33.5432030893,2015-06-25
17,002779,中坚科技,5970540.46,,7987522.66,133.7822381996,-1695817.26,-28.4030779351,-271698.11,-4.5506451521,2015-06-25
18,002778,中晟高科,-69051699.71,,-72230795.34,-104.603935375,-3931332.09,-5.693316901,7110427.72,10.297252276,2015-06-25
19,600331,宏达股份,-90694661.8,84.6845136202,89237138.44,98.3929336842,-106546139.93,-117.4778513039,-73878657.14,-81.4586610433,2015-06-20
20,601368,绿城水务,-133951334.01,,102168153.53,76.2725912997,-135938608.19,-101.4835792377,-100280948.96,-74.8637180071,2015-06-11
21,603616,韩建河山,-96920328.76,,-97209457.16,-100.2983155378,-28144230.51,-29.0385215053,28433358.91,29.3368370431,2015-06-10
22,603117,万林物流,-156236771.31,,-87765068.84,-56.1743999854,-16684051.33,-10.6786969483,-51842410.96,-33.1819523185,2015-06-10
23,300489,光智科技,-14694682.27,,-2635678.05,-17.9362711052,-11290004.22,-76.8305432711,-769000.0,-5.2331856237,2015-06-10
24,300487,蓝晓科技,,,-17813700.0,,,,,,2015-06-10
25,300486,东杰智能,-56821189.19,,-47195510.91,-83.0597028728,-398886.0,-0.7020022032,-9226792.28,-16.238294924,2015-06-10
26,300483,首华燃气,-6298898.12,,-16131972.99,-256.107857004,-606209.65,-9.62405866,8345849.98,132.496983139,2015-06-10
27,300481,濮阳惠成,-7965890.39,,1013756.17,12.7262128948,-13547835.48,-170.0730843222,4568188.92,57.3468714274,2015-06-10
28,300464,星徽股份,-2450515.13,,-2340784.06,-95.5221223221,-14195644.95,-579.2922792523,14036144.26,572.7834155425,2015-06-09
29,603169,兰石重装,-186882945.09,,-180719227.42,-96.7018297646,-123633896.67,-66.1557942649,117470179.0,62.8576240295,2015-06-06
30,603901,永创智能,-36939308.36,,-87932721.32,-238.0464746742,-9833422.56,-26.6204836977,60826835.52,164.6669583718,2015-05-28
31,603300,海南华铁,6053873.56,,45725806.92,755.314865215,-36570871.63,-604.0904433756,-3101061.73,-51.2244218394,2015-05-28
32,002766,索菱股份,-20416530.93,,-3648306.55,-17.8693753729,-33123797.32,-162.2400859067,16121168.57,78.9613506098,2015-05-28
33,300465,高伟达,-108150821.48,,-139974351.46,-129.4251393975,-1460213.8,-1.3501643168,33283743.78,30.7753037143,2015-05-27
34,603108,润达医疗,-152192673.08,,-137970155.55,-90.6549262575,-17674201.55,-11.6130436455,3452023.91,2.2681932317,2015-05-26
35,601598,中国外运,-80938000.0,53.7542067342,327817000.0,405.0223627962,-196366000.0,-242.6128641676,-219697000.0,-271.4386320393,2015-05-26
36,300471,厚普股份,-68501431.34,,-103194007.02,-150.6450376311,-15307424.32,-22.3461379136,50000000.0,72.9911755447,2015-05-26
37,002758,浙农股份,-97290458.1,,-85235854.81,-87.609675681,-730627.58,-0.7509755779,-11323975.71,-11.639348741,2015-05-26
38,002757,南兴股份,2218425.37,,7900914.22,356.1496513178,-11865546.3,-534.8634423524,6183057.45,278.7137910346,2015-05-26
39,300479,神思电子,-14306973.07,,975759.87,6.8201698936,-7282732.94,-50.903380501,-8000000.0,-55.9167893925,2015-05-25
40,300477,ST合纵,-103270058.76,,-76699912.87,-74.271200957,-5415494.73,-5.2440124418,-21154651.16,-20.4847866013,2015-05-25
41,300475,香农芯创,-27409686.09,,6783383.6,24.7481258185,-1642612.58,-5.9928179207,-32550457.11,-118.7553078978,2015-05-25
42,300472,*ST新元,-9093036.99,,-8623614.08,-94.8375563575,-199276.96,-2.1915335901,-289919.7,-3.1883704016,2015-05-25
43,300470,中密控股,21128252.4,,4913653.65,23.2563183976,1401051.96,6.6311776927,14813625.0,70.1128740776,2015-05-25
44,002765,蓝黛科技,,,-13713800.0,,,,,,2015-05-25
45,002763,汇洁股份,149813726.13,,57720206.12,38.527982456,-18080443.2,-12.0686159186,110120316.61,73.5048245943,2015-05-25
46,300461,田中精机,1577570.05,,5024092.16,318.4703056451,-3504367.94,-222.137073406,-9581.75,-0.60737398,2015-05-18
47,603311,金海高科,80108404.01,,28375163.17,35.4209567906,-5377104.34,-6.7122849424,5303360.44,6.6202298068,2015-05-15
