报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20140331,571,招商银行,553271000000.0,,,4404549000000.0,25.3633632813,,,4120707000000.0,24.9127200868,93.5557079737,283842000000.0,2014-04-29,14945000000.0,14.776130865525,40871000000.0,32.4872767351,,,11151000000.0,,21218000000.0,19653000000.0,19761000000.0,-36262000000.0,32.1457308059,56649000000.0,156.2213887816,-105771000000.0,-291.6855110033,12466000000.0,34.3775853511
20140630,346,招商银行,593971000000.0,,,5033122000000.0,32.081134112,,,4746758000000.0,31.9228788502,94.3104101192,286364000000.0,2014-08-30,30459000000.0,15.941532488295,84260000000.0,31.5390979909,,,22561000000.0,,44245000000.0,40015000000.0,40265000000.0,347707000000.0,383.4005754293,408780000000.0,117.5645011461,-107234000000.0,-30.8403339593,31733000000.0,9.1263621382
20140930,619,招商银行,590593000000.0,,,4722648000000.0,21.54944237,,,4420250000000.0,21.8338093403,93.5968549847,302398000000.0,2014-10-30,45804000000.0,15.965365334954,125027000000.0,28.1920620111,,,35127000000.0,,65153000000.0,59874000000.0,60372000000.0,5647000000.0,103.5570533212,151170000000.0,2676.9966353816,-169231000000.0,-2996.8301753143,15214000000.0,269.4173897645
20141231,2856,招商银行,654785000000.0,,,4731829000000.0,17.8127222918,,,4416769000000.0,17.7665945063,93.3416866924,315060000000.0,2016-03-31,55911000000.0,8.055195871905,165863000000.0,25.0814455069,,,50656000000.0,,93094000000.0,72769000000.0,73431000000.0,121522000000.0,218.0902959983,272173000000.0,223.9701453235,-175979000000.0,-144.812461941,21879000000.0,18.0041473972
20150331,787,招商银行,603391000000.0,,,4908944000000.0,11.4516832484,,,4576829000000.0,11.0690228643,93.2344919804,332115000000.0,2015-04-29,17220000000.0,15.222482435597,50747000000.0,24.1638325463,,,12252000000.0,,28146000000.0,22601000000.0,22696000000.0,-85447000000.0,-135.6378578126,28774000000.0,33.6746755299,-171771000000.0,-201.0263672218,57206000000.0,66.9491029527
20150630,1143,招商银行,621035000000.0,,,5221221000000.0,3.737223139,,,4888303000000.0,2.9819299825,93.6237519921,332918000000.0,2015-08-26,32976000000.0,8.263567418497,104135000000.0,23.5877047235,,,25414000000.0,,60997000000.0,43138000000.0,43384000000.0,84226000000.0,-75.7767315585,321275000000.0,381.4439721701,-287876000000.0,-341.7899460974,53501000000.0,63.5207655593
20150930,745,招商银行,616953000000.0,,,5222292000000.0,10.5797425512,,,4872327000000.0,10.227407952,93.2986320949,349965000000.0,2015-10-30,48500000000.0,5.88594882543,156224000000.0,24.9522103226,,,39204000000.0,,92637000000.0,63587000000.0,63990000000.0,-42389000000.0,-850.6463608996,176060000000.0,415.3436032933,-294603000000.0,-694.9987024936,79229000000.0,186.9093396872
20151231,3267,招商银行,584342000000.0,,,5474978000000.0,15.7053224028,,,5113220000000.0,15.7683365374,93.3925213946,361758000000.0,2017-03-25,57696000000.0,3.19257391211,201471000000.0,21.4683202402,,,55741000000.0,,127223000000.0,74248000000.0,75079000000.0,164372000000.0,35.2611049851,400420000000.0,243.605966953,-371603000000.0,-226.0743922323,124885000000.0,75.9770520527
20160331,769,招商银行,595289000000.0,,,5432042000000.0,10.6560188912,,,5051991000000.0,10.3819041524,93.0035334778,380051000000.0,2016-04-29,18350000000.0,6.562137049942,58252000000.0,14.7890515696,,,12627000000.0,,34557000000.0,23695000000.0,23796000000.0,-216381000000.0,-153.2341685489,-287039000000.0,-132.6544382363,-30815000000.0,-14.2410840138,101904000000.0,47.0947079457
20160630,2440,招商银行,569644000000.0,,,5537298000000.0,6.0536989336,,,5158110000000.0,5.5194410003,93.1521113727,379188000000.0,2016-08-19,35231000000.0,6.838306647259,112919000000.0,8.4352043021,,,26463000000.0,,67899000000.0,45020000000.0,45495000000.0,-217911000000.0,-358.7217723743,-300326000000.0,-137.8204863453,55118000000.0,25.2938126116,28058000000.0,12.8758988761
20160930,718,招商银行,561201000000.0,,,5563990000000.0,6.543065765,,,5166556000000.0,6.038777775,92.8570324533,397434000000.0,2016-10-29,52142000000.0,7.509278350515,160291000000.0,2.6033131913,,,40419000000.0,,93774000000.0,66517000000.0,67438000000.0,-251244000000.0,-492.7103729741,-359376000000.0,-143.0386397287,75952000000.0,30.2303736607,29561000000.0,11.7658531149
20161231,3800,招商银行,597529000000.0,,,5942311000000.0,8.5357968562,,,5538949000000.0,8.3260450362,93.2120348464,403362000000.0,2018-03-24,62081000000.0,7.60018025513,209720000000.0,3.7494229939,,,58036000000.0,,131307000000.0,78413000000.0,78963000000.0,-103731000000.0,-163.1074635583,-120615000000.0,-116.2767157359,13720000000.0,13.2265185914,-3996000000.0,-3.8522717413
20170331,1067,招商银行,599101000000.0,,,6000674000000.0,10.4681075735,,,5578850000000.0,10.428739877,92.9703896596,421824000000.0,2017-04-28,19977000000.0,8.866485013624,57179000000.0,-2.0205314839,,,13544000000.0,,31751000000.0,25428000000.0,25502000000.0,-230923000000.0,-6.7205530985,-214350000000.0,-92.8231488418,-95300000000.0,-41.2691676446,79148000000.0,34.2746283393
20170630,2777,招商银行,606623000000.0,,,6199690000000.0,11.9623686498,,,5777866000000.0,12.0151761013,93.1960468991,421824000000.0,2017-08-19,39259000000.0,11.43311288354,112878000000.0,-0.2240544107,,,28700000000.0,,63090000000.0,49788000000.0,49942000000.0,-91966000000.0,57.7965316115,-55876000000.0,-60.75723637,-82469000000.0,-89.6733575452,47719000000.0,51.887654133
20170930,1298,招商银行,569921000000.0,,,6169239000000.0,10.8779670704,,,5728599000000.0,10.878484623,92.8574658884,440640000000.0,2017-10-28,58805000000.0,12.778566223006,166263000000.0,3.3763592466,,,45336000000.0,,91784000000.0,74479000000.0,74577000000.0,-79496000000.0,68.3590453901,-192675000000.0,-242.3706853175,21996000000.0,27.6693166952,89463000000.0,112.5377377478
20171231,4254,招商银行,616419000000.0,,,6297638000000.0,5.9796096165,,,5814246000000.0,4.9702028309,92.3242333078,483392000000.0,2019-03-23,70150000000.0,12.997535477844,220897000000.0,5.329486935,,,66772000000.0,,130357000000.0,90540000000.0,90680000000.0,-71687000000.0,30.8914403602,-5660000000.0,-7.8954343186,-84471000000.0,-117.8330799169,22663000000.0,31.6138211949
20180331,669,招商银行,513415000000.0,,,6252238000000.0,4.1922624025,,,5752755000000.0,3.1172194986,92.0111326536,499483000000.0,2018-04-28,22674000000.0,13.5,61296000000.0,7.2001958761,,,16399000000.0,,32024000000.0,29272000000.0,29286000000.0,-72444000000.0,68.6285038736,-53651000000.0,-74.0585831815,-2271000000.0,-3.134835183,-18629000000.0,-25.7150350616
20180630,1894,招商银行,554311000000.0,,,6537340000000.0,5.4462400539,,,6033289000000.0,4.4207151914,92.2896621562,504051000000.0,2018-08-25,44756000000.0,14.001884918108,126146000000.0,11.7542833856,,,33859000000.0,,67158000000.0,58988000000.0,58945000000.0,135024000000.0,246.8194767632,-65624000000.0,-48.6017300628,159259000000.0,117.9486609788,40220000000.0,29.7872970731
20180930,412,招商银行,534237000000.0,,,6508681000000.0,5.5021697166,,,5979792000000.0,4.3848941076,91.8740986077,528889000000.0,2018-10-31,67380000000.0,14.582093359408,188221000000.0,13.2067868377,,,52008000000.0,,99702000000.0,88519000000.0,88579000000.0,3486000000.0,104.3851262957,-174705000000.0,-5011.6179001721,153995000000.0,4417.5272518646,25926000000.0,743.7177280551
20181231,4786,招商银行,493382000000.0,,,6745729000000.0,7.1152231996,,,6202124000000.0,6.6711659603,91.9414936473,543605000000.0,2020-03-21,80560000000.0,14.839629365645,248555000000.0,12.5207675976,,,77112000000.0,,141947000000.0,106608000000.0,106497000000.0,83258000000.0,216.1410018553,-35721000000.0,-42.9039852026,19718000000.0,23.6830094405,94333000000.0,113.3020250306
