报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20140331,1240,伟星新材,559206518.85,137492422.81,402677195.55,2376786193.64,12.1369019853,120060785.74,152961925.62,333599089.41,9.3915769724,14.0357214419,2043187104.23,2014-04-26,48785752.81,25.251261996491,367275424.73,21.8794999381,223804703.09,52352984.87,35319338.12,-1587891.72,313111906.09,54536039.19,55162496.43,-90520876.17,-129.5755765653,2748251.41,3.0360415479,-140654127.58,-155.3830823686,47385000.0,52.3470408207
20140630,2228,伟星新材,493931116.16,155689677.47,408521503.89,2276082200.58,4.7542861979,131508654.56,156335225.46,385532779.4,-16.4669521586,16.9384383087,1890549421.18,2014-08-09,164201169.76,21.579586485868,1023130289.84,14.1202126793,605769372.72,135967440.4,79977794.96,-2659706.14,831088444.13,193831897.77,195696010.0,-157886278.86,-1181.3149796412,174436843.96,110.4825860863,-109932122.82,-69.6274075327,-222391000.0,-140.8551785537
20140930,1390,伟星新材,571945238.52,137417754.49,393083876.58,2399852325.23,7.3305637834,116477565.59,161751996.68,391239974.86,4.1458067629,16.3026687412,2008612350.37,2014-10-28,280541198.95,20.18689665531,1636617311.54,11.1441048545,967421564.94,217214629.83,120873339.15,-5362568.52,1317988860.06,320582887.1,332926391.68,-83954742.89,-407.7250027637,351892390.02,419.1453370074,-213456132.91,-254.251428284,-222391000.0,-264.8939087234
20141231,2603,伟星新材,548682389.74,150098643.61,383621003.82,2559339592.94,11.2121343705,126398075.73,180403924.49,442368154.79,24.2538045434,17.284464946,2116971438.15,2016-04-09,387751586.73,22.833312105437,2353677590.89,9.0263997509,1387297317.42,334418720.36,173369149.97,-7433122.29,1916056201.02,440041359.74,455023721.11,-105860412.2,-1160.6954007197,513259593.16,484.8456401155,-396729005.36,-374.7661633987,-222391000.0,-210.0794767168
20150331,1264,伟星新材,562953496.72,150749720.36,414888428.28,2713300497.18,14.1583750545,134926078.27,256790222.9,479119930.53,43.6214743204,17.6581963932,2234180566.65,2015-04-28,58194328.5,19.285498630394,388010196.8,5.6455647925,227057402.96,60934013.14,40084903.07,-1131564.23,330362909.2,60387123.22,65987245.38,10487546.95,111.5857771088,13587808.69,129.5613622021,-62115061.74,-592.2744568977,59014800.0,562.7130946956
20150630,2674,伟星新材,376786273.03,195017972.57,448098436.91,2596405822.19,14.0734645492,137955360.17,230072234.82,497074688.18,28.9318871805,19.1447224441,2099331134.01,2015-08-06,190432495.86,15.975115243296,1116145992.35,9.0912861669,639707042.59,166457154.55,88111706.33,-1612865.81,906268870.23,216786574.18,224224370.95,-177286392.64,-12.287396929,114085625.33,64.3510331679,-83299217.97,-46.9856804742,-208072800.0,-117.3653526938
20150930,2534,伟星新材,577710031.59,193688861.15,410567848.8,2749748573.2,14.5799074506,138368248.22,233475716.02,511292876.11,30.6852338627,18.5941682484,2238455697.09,2015-10-22,329557058.94,17.471893673177,1830576645.95,11.8512332139,1034199422.95,270134334.47,136882625.2,-3798284.99,1459077161.71,379799936.3,388611447.91,28467416.51,133.9080503734,337082716.0,1184.1001303423,-100542499.49,-353.1844888513,-208072800.0,-730.9156414911
20151231,3780,伟星新材,741123363.14,174799966.45,404363087.77,2900948773.29,13.3475518955,116353743.81,184411779.26,507640109.07,14.7551204971,17.4991062836,2393308664.22,2017-03-09,484410026.07,24.927928768814,2746501501.36,16.6897926883,1542917947.99,412872223.1,207709464.74,-5441983.93,2189715954.45,568811642.8,578151305.75,162507904.16,253.5114976248,497477286.53,306.1249784135,-126896168.6,-78.0861517204,-208073213.77,-128.0388266931
20160331,2021,伟星新材,828147013.12,152183993.34,386715879.66,2984229998.94,9.9852376116,165595516.9,237772674.95,520225583.37,8.579407831,17.432489572,2464004415.57,2016-04-26,70695751.35,21.482201396997,447317349.1,15.2849468362,248415596.18,74940102.59,45987618.69,-991261.62,370045485.81,78085452.33,80493251.28,83675275.69,697.853645747,123163832.69,147.1926225213,-39488557.0,-47.1926225213,,
20160630,3071,伟星新材,776456476.48,208269115.67,361170973.04,3010732599.34,15.9577048245,181349628.45,251469096.04,710923355.53,43.0214356987,23.6129690058,2299809243.81,2016-08-10,246520722.78,29.453075572372,1322941225.77,18.5276151003,718627325.62,199053835.39,106934978.36,-2658654.82,1037881052.93,288138419.41,294123818.31,53920876.08,130.4145598977,334800140.8,620.9100540267,-63805384.72,-118.3315060114,-217073880.0,-402.5785480153
