报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20140331,520,五洲交通,1145357023.98,493669780.28,1951791342.13,14318822990.38,8.4759400222,121507262.12,555144894.39,10890261403.5,9.4841937827,76.0555627429,3428561586.88,2014-04-29,73113361.7,29.23,542364626.8,-55.5591846128,315032746.66,14578567.3,16722100.57,103887526.17,457603885.02,89884491.78,90071656.35,-108405074.3,-109.763064021,281402326.16,259.5840904839,-326634420.13,-301.3091612539,-63172980.33,-58.27492923
20140630,1612,五洲交通,1085465994.69,446257253.3,2107608172.09,15018039005.86,7.7996190371,126212282.2,429522010.48,11439490331.58,7.8301310676,76.1716648033,3578548674.28,2014-08-20,128345946.53,-18.431543063975,1117217846.96,-62.6022193995,646015056.41,35087762.02,58469962.46,214374868.72,998778302.05,128232161.48,129206188.08,6405140.44,-98.4641592958,257794161.21,4024.8010738387,-286524849.38,-4473.3577985372,35135828.61,548.5567246985
20140930,1267,五洲交通,752667072.23,394203257.13,2203235362.32,14839802576.5,2.7349399462,76716081.87,300075361.4,11273742352.23,1.9695080984,75.969624893,3566060224.27,2014-10-28,138278660.84,-36.994789051849,1814115085.26,-61.067098239,1112980634.4,59470600.89,97066492.57,340310656.62,1698882099.87,132085471.83,134422640.12,-191875576.28,-259.6751197216,23059086.55,12.017728883,-301108095.96,-156.9288295039,86173433.13,44.9111006209
20141231,2355,五洲交通,380835899.1,379412172.25,2089194037.82,13953894222.4,0.1363539976,88683598.85,222084755.52,10813907428.14,2.1946586405,77.4974158166,3139986794.26,2016-04-15,73434924.27,-61.714861976749,3289784089.66,-46.7288827555,2332892772.66,99437084.47,170799340.73,437003851.2,3254626850.59,85878973.03,78709591.1,-550195006.85,-276.6778747318,267422865.76,48.6051059044,-60726367.47,-11.0372443795,-756891505.14,-137.5678615248
20150331,398,五洲交通,1063519479.08,388767147.44,2089818097.15,14362939152.21,0.3080990795,73376324.82,53682257.74,11178978863.49,2.6511527069,77.8321118333,3183960288.72,2015-04-30,37244408.43,-49.059368131886,854373115.08,57.5274405562,612183608.55,15064979.85,46602601.79,124826012.91,818025311.78,40439437.77,45102892.49,682683579.98,729.752421082,358281869.5,52.481395482,90012603.68,13.1851133262,234389106.8,34.3334911918
20150630,1983,五洲交通,761159381.4,311472149.92,2100890374.03,13837782128.46,-7.8589280327,53565785.97,127547312.28,10669007710.0,-6.7352880176,77.1005614264,3168774418.46,2015-08-20,68916406.85,-46.304181227966,1286999200.42,15.1967992565,790930297.98,32548095.18,90368199.22,234202453.38,1240482941.44,53959867.93,67868700.09,369939542.3,5675.6663693076,653961015.91,176.7751054251,184795862.53,49.9529899889,-468817336.14,-126.728095414
20150930,1713,五洲交通,214853217.83,298444950.42,2126542332.44,13070872527.55,-11.9201723866,52898275.57,74334234.18,9900112803.74,-12.1843262474,75.7417898681,3170759723.81,2015-10-27,87294755.82,-36.8704069813,1701519198.47,-6.2066562207,968314259.29,53193774.52,123981310.72,381770099.06,1637981539.4,71084240.25,82539812.05,-181316567.73,5.5030498173,1011914546.41,558.0927099375,170368486.08,93.9618967053,-1363599600.22,-752.0546066428
20151231,3737,五洲交通,669646851.71,169486880.9,2111514360.02,12335034038.62,-11.6014938768,24245580.29,59583058.42,9319521475.4,-13.8191117565,75.5532692186,3015512563.22,2017-03-10,-95648328.3,-230.249100480212,2085692373.89,-36.600934376,1118773123.82,82918931.2,207409123.82,495900915.68,2386673763.83,-177186167.41,-157325044.13,288810952.61,152.4924706721,966853604.55,334.7704080515,516004557.41,178.6651623655,-1194047210.54,-413.4355708291
20160331,276,五洲交通,289819127.82,141854225.86,2187036512.67,11600973730.11,-19.2298066073,22828222.4,78939370.05,8499535421.19,-23.9685885001,73.2657069909,3101438308.92,2016-04-30,94978041.88,155.012888870309,303085774.77,-64.5253614117,77948218.35,13970235.09,16070483.24,51970483.73,198518216.8,105438884.55,106297632.08,-379827723.89,-155.6374483038,186361319.93,49.0646964949,148925683.01,39.2087448185,-715114726.83,-188.2734413134
20160630,2579,五洲交通,1400014728.13,136081427.93,2209396730.37,12295739293.66,-11.1437137865,20751084.06,57338364.13,9144315699.45,-14.2908511456,74.3697916901,3151423594.21,2016-08-18,144851854.28,110.18486148774,598817015.21,-53.4718424833,154551622.22,32760444.38,30690966.22,160941389.13,437559818.59,164178202.0,166218913.58,720197876.42,94.6798852435,663385428.16,92.1115501559,229934727.01,31.926604415,-173122278.75,-24.0381545709
20160930,2062,五洲交通,318408790.51,106763162.33,2251026529.14,11303414202.0,-13.5221143181,52438503.6,102874952.95,8105740673.69,-18.1247644913,71.7105515983,3197673528.31,2016-10-26,196865886.19,125.518571351449,872289184.17,-48.7346845716,227975399.02,56067115.05,45563729.9,237784034.41,659044731.25,218545477.85,221018961.78,-361902478.34,-99.5970268304,807259994.67,223.0600902135,215519980.85,59.5519494198,-1384682453.86,-382.6120396333
20161231,3000,五洲交通,550848546.91,131123643.41,2302031291.18,11418642093.31,-7.429180515,153812558.65,32556936.07,8364035350.29,-10.2525234545,73.2489492353,3054606743.02,2018-04-10,222157803.19,332.265223175887,1289784607.51,-38.1603623019,355829876.49,94793994.54,76448795.94,342700050.58,1060622740.15,224630287.01,232068531.41,-130438304.8,-145.1639051848,1072755257.21,822.4234889091,13801124.79,10.5805766268,-1216994811.28,-933.0041609679
20170331,989,五洲交通,799177988.34,144285448.54,2316706599.6,11472630937.73,-1.1063105164,138279060.07,48246607.69,8288053363.86,-2.4881601976,72.2419592232,3184577573.87,2017-04-28,128126520.48,34.901202366207,387297072.13,27.7846419628,122879692.53,16622282.84,14432617.54,64124428.19,240506839.93,146790232.2,147171690.43,248329441.43,165.3794933363,402187833.93,161.9573706662,-12586959.19,-5.0686536069,-141271425.19,-56.8887137894
20170630,2907,五洲交通,335602604.29,130179521.42,2312109353.18,10942403026.76,-11.0065465327,120998325.2,51090819.44,7722764822.21,-15.5457327149,70.5764977156,3219638204.55,2017-08-18,230363183.53,59.03364487465,791548656.24,32.1853982326,281753933.86,36251653.62,31395226.35,119196682.3,515044027.77,276504628.47,278068964.09,-205075942.62,-128.4749440861,628381410.12,306.4140055103,-14558511.43,-7.0990830246,-818898796.25,-399.3149005134
20170930,1789,五洲交通,477449970.1,128295545.41,2183354060.74,11112336041.98,-1.6904464138,112474196.49,216708312.65,7829414042.74,-3.4090238274,70.4569589433,3282921999.24,2017-10-27,294231871.39,49.458028043533,1183984408.99,35.7330149767,403344349.42,55983536.53,47070725.74,170438014.12,831204557.64,359598821.35,361286557.01,-62758576.81,82.6587048815,864543868.82,1377.5708640388,1599437.36,2.5485558171,-928901799.65,-1480.1192870613
20171231,2103,五洲交通,548870134.62,152577558.39,2026537677.2,10693154166.9,-6.3535394181,147768654.17,34472072.64,7440445955.06,-11.0423899057,69.581396087,3252708211.84,2019-04-26,367710808.92,65.517845261333,1792177209.82,38.9516667655,784559196.17,103212744.9,77406433.57,189322316.22,1361867229.77,447558324.56,446334522.76,9661587.71,107.4070172292,1373814410.77,14219.3441906869,-102158915.71,-1057.3719224664,-1261993782.63,-13061.9709773354
