序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1362,601156,东航物流,18.46,0.76,0.14,95098.0,173797366.0,2.78,18.55,18.04,18.25,18.32,0.7,1.01,10.98,1.54,29306275564.0,17437233964.0,-0.11,-0.22,12.63,0.27
