报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20141231,844,吉比特,338929262.83,21008637.97,,453864081.2,41.1146749135,379628.5,828445.67,116421211.77,-1.0284802031,25.6511181634,337442869.43,2016-12-20,193532365.72,22.847352445911,322645201.23,16.643587456,10143018.4,27378403.46,83452779.95,-2212437.6,121552463.49,199977524.97,212577525.59,119008285.21,192.5506753169,203785630.33,171.2365067444,-21214834.69,-17.8263510415,-63574601.57,-53.4203156174
20150930,103,吉比特,420469869.14,22914127.82,,561447438.68,,1915535.28,711555.73,107420452.58,,19.1327709736,454026986.1,2015-11-23,137500382.39,,229786153.5,,8226327.58,15359219.83,57536491.07,-4187842.72,78613435.56,149226614.97,151726172.53,76097034.83,,133727258.33,175.732548093,-30713871.49,-40.3614563414,-26950742.33,-35.4162844718
20151231,3106,吉比特,449884564.33,24570024.0,,619820885.64,36.5653091563,8895188.23,760003.76,128618284.03,10.4766752335,20.7508793282,491202601.61,2017-03-28,174977726.3,-9.587357314096,300045377.53,-7.004543571,10694580.42,25932784.42,78494652.27,-6364172.98,110999681.16,185486114.83,193853474.64,105511730.02,-11.3408534256,186637555.68,176.8879684227,-53431085.4,-50.6399481744,-27766725.52,-26.3162451367
20160331,2220,吉比特,,,,,,,,,,,,2017-04-25,54963642.43,,90142466.14,,3727406.53,5761510.62,20760845.23,-3917371.72,26971464.02,61441095.59,62694831.09,43308993.14,,50196407.47,115.9029657137,-6860596.46,-15.8410435399,-806428.5,-1.8620347451
20160630,168,吉比特,646432454.69,281484167.77,,1084977997.45,,35062387.28,773443.74,301351622.91,,27.7749063684,783626374.54,2016-12-20,293121204.41,,575157049.34,,24480020.27,59118768.55,87699244.01,-6719919.5,187749147.11,383902123.07,386425897.47,196547890.36,,254205071.12,129.3349273067,-11317287.65,-5.7580305895,-46605133.78,-23.711846357
20160930,112,吉比特,940165687.76,182214250.74,,1334520519.05,137.6928679535,21927327.92,894383.65,344291140.88,220.5079969511,25.7988645334,990229378.17,2016-12-20,461543973.62,235.667410953736,920401712.57,300.5470732465,34195505.48,97736637.05,154604744.16,-14639232.33,291601699.07,625440522.74,629089056.98,490281123.43,544.2841360709,603430524.8,123.0784739536,-66516979.81,-13.5671100989,-47775386.09,-9.7444881736
20161231,3116,吉比特,1949382055.2,215855312.09,,2643045104.16,326.4207879073,181634068.11,620614.45,590019691.65,358.7370264654,22.3234817568,2053025412.51,2018-04-03,585464492.17,234.593724898573,1305428576.07,335.0770496171,52393218.87,162391070.6,276893751.58,-19713621.0,497791463.85,804013191.15,815257164.62,1499497490.87,1321.166623451,792367602.85,52.8422093184,-161617973.7,-10.7781423233,859798778.39,57.3391275161
20170331,2284,吉比特,1982800007.76,207948817.47,,2673067802.77,,135266059.74,808536.66,478746080.09,,17.9099864057,2194321722.68,2017-04-25,163978518.74,198.339978011534,376498875.89,317.6709291548,28530100.76,46610426.7,70045924.24,-3210679.68,144602964.5,235242275.43,235235266.37,33417952.56,-22.8383064645,111907726.76,334.8730792501,-48269936.26,-144.4431288043,-28594994.85,-85.567764209
20170630,3198,吉比特,864211649.29,197795837.85,,2696258791.64,148.5081538959,54654781.86,622676.56,606299381.58,101.1933354549,22.486690946,2089959410.06,2017-08-15,299352133.96,2.125717776898,720309555.55,25.2370211539,61715887.96,88096171.94,152662920.76,-14113232.49,303877245.31,427809646.28,427847321.57,-1085253515.08,-652.1572951469,336738608.64,31.0285665018,-1259270030.43,-116.0346419461,-156343929.11,-14.4062126441
20170930,2246,吉比特,593355045.06,223219416.89,,2886634581.0,116.304997922,55187915.94,725498.17,651209038.4,89.1448721961,22.5594553147,2235425542.6,2017-10-26,443459289.28,-3.918301478006,1065153374.79,15.7270092225,95173190.29,137561772.86,71826411.73,-14033979.6,476825198.35,620824417.76,620819007.05,-1356027618.76,-376.5816495796,538848934.25,39.7373126325,-1678857384.53,-123.8070199533,-205295418.98,-15.1394718028
20171231,3431,吉比特,830474928.24,183911367.59,602867.35,3143580718.17,18.9378385266,46956497.12,827559.45,687334645.61,16.4935095112,21.8647048456,2456246072.56,2019-04-10,609712730.3,4.141709438283,1440007667.91,10.3091884387,131536878.27,160629519.13,102876625.27,-8346916.27,651147408.06,860229422.98,860135455.69,-1156107126.96,-177.0996373118,808947485.24,69.9716718612,-1735697047.44,-150.1328905397,-213936040.27,-18.5048630253
20180331,1838,吉比特,539750340.31,217646405.57,509803.41,3302436062.48,23.5447922068,45371499.86,792587.82,657715189.15,37.3828876106,19.9160612562,2644720873.33,2018-04-26,153696151.49,-6.270557466313,380011277.23,0.9329115078,35445605.93,27492786.51,25661418.74,11652054.18,169782175.73,230125132.14,230115598.7,-290724587.93,-969.9652900878,136503210.33,46.9527573508,-401576850.89,-138.1296483209,-13842018.01,-4.7612133905
20180630,3256,吉比特,575144171.41,202729071.3,500038.24,3358903249.16,24.5764412368,65155887.28,635643.05,748310506.33,23.422607554,22.2784180079,2610592742.83,2018-08-14,334995941.24,11.906982859445,777591657.82,7.9524284842,67511119.29,52508697.05,50972240.82,-7437394.4,300748201.46,520217796.52,520185605.83,-255330756.83,76.4727086084,373185575.72,146.1577055397,-395635040.88,-154.9500129917,-236239782.06,-92.5230414827
20180930,2689,吉比特,509684259.99,237707802.17,488333.75,3632217759.51,25.828803667,,1776737.06,791211804.69,21.4988979014,21.7831599611,2841005954.82,2018-10-25,506890243.79,14.303670267678,1159903285.89,8.895424203,99004209.2,81875846.46,81394176.87,-25292885.38,442726171.61,785047901.76,784887814.07,-320790668.25,76.3433529073,610557220.81,190.3288596706,-660470282.12,-205.8882466011,-288053004.92,-89.7946958655
20181231,1690,吉比特,550429468.29,302905754.44,459209.73,4008214957.17,27.5047570435,97947521.13,914409.15,877120895.74,27.6119138388,21.8830802517,3131094061.43,2020-05-16,722971754.93,18.575801193174,1654695046.58,14.9087663527,128410167.06,133716035.3,122672674.6,-24013752.15,659864524.67,1065343975.97,1065230133.07,-280045459.95,75.7768589589,904606052.4,323.0211454103,-881218537.09,-314.6698172673,-319976705.45,-114.2588440845
20190331,2040,吉比特,699589376.68,283228754.83,436774.77,4229694343.62,28.0780085851,,847762.61,799881139.0,21.6151234144,18.9110860979,3429813204.62,2019-04-26,213442887.27,38.873280300637,505745127.66,33.0868734598,50126407.54,55034659.42,34373994.27,2407330.3,215710174.84,316752986.82,316742806.93,149159908.39,151.3062584256,221637597.11,148.5905961611,-59279388.21,-39.7421725783,-6834178.19,-4.5817795571
20190630,3596,吉比特,539862113.03,241915403.66,433345.77,3720604505.61,10.7684333135,101778732.49,943999.09,751341965.42,0.4051071132,20.1940830929,2969262540.19,2019-08-13,465476737.15,38.949963222545,1070709493.57,37.6955993293,95275014.52,110849448.92,72754579.53,-9106659.29,428769951.23,692584298.09,692584328.81,-10567355.26,95.8613073524,581482383.76,5502.6292714985,253183247.25,2395.8998351116,-848260512.17,-8027.1789042701
