序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1378,000001,平安银行,10.89,0.74,0.08,720535.0,781041008.86,1.2,10.9,10.77,10.79,10.81,0.92,0.37,4.13,0.47,211330449176.0,211326991111.0,0.0,0.0,-5.55,-4.56
