报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20141231,876,元祖股份,69821060.03,32902114.3,40888406.83,897835525.72,-1.7544652978,73393383.47,283709951.08,523504425.72,5.5021385047,58.3073860104,374331100.0,2016-12-06,81550998.84,-34.055034876944,1478323014.73,1.6824755331,568487601.93,616271396.87,112535746.61,-94790.34,1363034391.79,119818644.83,119377837.12,-195582541.27,-323.1308317399,218083264.46,111.5044640712,-251227987.97,-128.4511318539,-160293930.89,-81.9571776955
20150930,59,元祖股份,,,,,,,,,,,,2016-12-27,120621446.44,,1314841548.58,,495085510.2,528330139.5,88610637.84,203390.17,1150083204.78,167129099.96,171338130.54,3476066.16,,368148171.8,10590.9426016218,-307388991.84,-8843.0132710708,-57413061.78,-1651.6676938048
20151231,1550,元祖股份,114415165.13,32751159.92,45709800.61,1053657285.17,17.3552677507,75755759.71,351844682.8,614590017.78,17.399201914,58.3292144828,439067267.39,2017-04-25,114439430.9,40.328668597335,1577201366.85,6.6885485198,589044231.55,658335000.2,128742224.05,47217.41,1420756513.83,161341813.3,167522767.82,44594105.1,122.8006573646,290375691.63,651.1526377283,-187732008.44,-420.9794277047,-58108944.66,-130.3063365207
20160331,113,元祖股份,,,,,,,,,,,,2017-04-29,-29142004.85,,236622991.83,,99347719.3,146475216.06,21920931.48,-978406.88,269439350.64,-29958603.57,-27915979.95,149749839.33,,-71310355.99,-47.6196544244,221060195.32,147.6196544244,,
20160630,218,元祖股份,140723927.05,61480124.3,40816505.48,1002722075.77,,76546574.78,401178789.47,667644744.28,,66.5832298314,335077331.49,2016-12-06,-30763714.72,,584188370.62,,235446274.75,323159126.39,50066057.47,-96850.58,621352103.42,-31696877.88,-29242500.26,26308761.92,,36008900.77,136.8703737542,67260788.6,255.6592697312,-77354530.03,-294.0257328156
20160930,103,元祖股份,179788916.85,166120384.78,41160874.62,1524183117.56,,188283380.66,472598120.95,1007458269.11,,66.0982435446,516724848.45,2016-12-27,147930210.19,22.64005660352,1329485931.2,1.1137754687,478192483.03,558297884.79,82640602.53,378209.71,1146126038.9,191825863.83,193920719.16,65373751.72,1780.6820328184,472371847.33,722.5711159323,-330511360.17,-505.5719634779,-77542911.53,-118.6147490236
20161231,2135,元祖股份,734486073.81,54846557.71,39544474.67,1783012016.46,69.2212488402,75734867.44,436009679.96,714058593.44,16.1845413662,40.0478845262,1068953423.02,2018-04-23,124950005.19,9.18439929956,1591643556.76,0.9156845926,577171557.68,706590300.73,118135918.86,189479.0,1436313798.36,163937142.51,170665152.43,620070908.68,1290.4773002834,285536687.12,46.0490377992,-173304570.88,-27.9491536297,506875435.46,81.744753441
20170331,171,元祖股份,1045710461.62,34301370.06,38479444.32,1755857323.45,,58889066.37,454449272.58,681548271.18,,38.8156977266,1074309052.27,2017-04-29,-18969289.19,34.907398143543,266248339.34,12.520062941,104873807.65,154378841.48,28384593.21,-456351.48,289565871.47,-21349564.7,-17433632.89,311224387.81,107.8295303704,-33103594.72,-10.6365683464,344793850.46,110.7862571074,-465867.93,-0.149688761
20170630,2723,元祖股份,307082866.27,51874959.73,32295463.16,1757537395.73,75.2766233236,83955775.45,473227567.07,736303760.68,10.2837649795,41.8940594077,1021233635.05,2017-08-19,3430184.91,111.150099853741,660290972.92,13.0270656054,252975058.58,336380902.11,57331243.01,-676952.95,657159826.27,16759753.67,12763919.24,-427403207.54,-1724.5660242,58224867.01,13.6229363708,-430426566.19,-100.7073785589,-55201508.36,-12.915557812
20170930,1599,元祖股份,336777927.7,258292878.98,86988173.32,2424416521.36,59.0633365131,240062013.53,608002522.14,1214103452.9,20.5115378102,50.0781710652,1210313068.46,2017-10-27,196919981.54,33.116813183107,1400975112.81,5.3772048227,484996197.73,571370035.12,91928597.87,-537337.54,1170146495.58,252368307.25,247929139.09,-397708146.11,-708.3605967934,438518992.56,110.2615062953,-781025630.31,-196.3816024261,-55201508.36,-13.8799038692
