报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20140331,1900,平安银行,258110000000.0,,,2097102000000.0,15.7820929094,,,1979802000000.0,14.938374098,94.4065667764,117300000000.0,2014-04-24,5054000000.0,40.819169685149,16100000000.0,49.0464728754,,,6062000000.0,,9388000000.0,6712000000.0,6697000000.0,77922000000.0,334.0843547224,60097000000.0,77.1245604579,8058000000.0,10.3411103411,9000000000.0,11.55001155
20140630,2070,平安银行,259604000000.0,,,2136475000000.0,16.9390990028,,,2015535000000.0,16.1386402191,94.3392738038,120940000000.0,2014-08-14,10072000000.0,33.740539105033,34733000000.0,48.2668829506,,,13055000000.0,,15736000000.0,13345000000.0,13328000000.0,50487000000.0,215.0438646462,53424000000.0,105.817339117,-15214000000.0,-30.1344900667,11464000000.0,22.706835423
20140930,2167,平安银行,277325000000.0,,,2144358000000.0,15.560252401,,,2017622000000.0,14.5916467599,94.0897928424,126736000000.0,2014-10-24,15694000000.0,34.182626538988,54651000000.0,46.3408756192,,,20056000000.0,,33880000000.0,20771000000.0,20748000000.0,1755000000.0,148.9130434783,-5109000000.0,-291.1111111111,-28655000000.0,-1632.7635327635,35227000000.0,2007.2364672365
20141231,3741,平安银行,306298000000.0,,,2186459000000.0,15.5791939806,,,2055510000000.0,15.5001517144,94.0109098776,130949000000.0,2016-03-10,19802000000.0,30.011161447049,73407000000.0,40.6560769511,,,26668000000.0,,47161000000.0,26246000000.0,26194000000.0,2352000000.0,-73.9736638265,25321000000.0,1076.5731292517,-54483000000.0,-2316.4540816327,31189000000.0,1326.0629251701
20150331,2138,平安银行,266705000000.0,,,2304775000000.0,9.902856418,,,2168071000000.0,9.5094863022,94.0686618,136704000000.0,2015-04-24,5629000000.0,11.377127028097,20671000000.0,28.3913043478,,,6901000000.0,,13224000000.0,7447000000.0,7437000000.0,23582000000.0,-69.7364030697,11495000000.0,48.74480536,-22770000000.0,-96.5566957849,35055000000.0,148.6515138665
20150630,2421,平安银行,298618000000.0,,,2570508000000.0,20.3153793047,,,2419628000000.0,20.0489200138,94.1303431073,150880000000.0,2015-08-14,11585000000.0,15.021842732327,46575000000.0,34.0943771053,,,15005000000.0,,31308000000.0,15267000000.0,15259000000.0,204129000000.0,304.3199239408,182522000000.0,89.4150267723,-49913000000.0,-24.4516947616,71690000000.0,35.1199486599
20150930,2485,平安银行,297223000000.0,,,2599060000000.0,21.2045749823,,,2441924000000.0,21.029806376,93.9541218748,157136000000.0,2015-10-23,17740000000.0,13.036829361539,71152000000.0,30.1934090868,,,22866000000.0,,27912000000.0,23305000000.0,23286000000.0,216404000000.0,12230.7122507123,91985000000.0,42.5061459123,-34761000000.0,-16.0630117743,158457000000.0,73.2227685255
20151231,3602,平安银行,291715000000.0,,,2507149000000.0,14.6670941463,,,2345649000000.0,14.1151830932,93.5584203412,161500000000.0,2017-03-17,21865000000.0,10.41813958186,96163000000.0,30.9997684145,,,30112000000.0,,67268000000.0,28895000000.0,28846000000.0,77885000000.0,3211.4370748299,-1826000000.0,-2.3444822495,-96226000000.0,-123.5488219811,174177000000.0,223.6335623034
20160331,2539,平安银行,296144000000.0,,,2681155000000.0,16.3304444035,,,2493586000000.0,15.0140378244,93.0041717096,187569000000.0,2016-04-21,6086000000.0,8.11867116717,27532000000.0,33.1914276039,,,8080000000.0,,19518000000.0,8014000000.0,8029000000.0,16196000000.0,-31.3204986854,59268000000.0,365.9422079526,-94781000000.0,-585.212398123,51880000000.0,320.3260064213
20160630,2978,平安银行,278178000000.0,,,2800983000000.0,8.96612654,,,2609283000000.0,7.8381883496,93.1559741705,191700000000.0,2016-08-12,12292000000.0,6.102719033233,54769000000.0,17.5931293612,,,15774000000.0,,38613000000.0,16156000000.0,16154000000.0,-48196000000.0,-123.610559989,-33198000000.0,-68.8812349573,-123901000000.0,-257.0773508175,107455000000.0,222.9541870695
20160930,2799,平安银行,303936000000.0,,,2791238000000.0,7.3941348026,,,2593010000000.0,6.1871704443,92.8982050259,198228000000.0,2016-10-21,18719000000.0,5.518602029312,81968000000.0,15.2012592759,,,22708000000.0,,57423000000.0,24545000000.0,24560000000.0,-125590000000.0,-158.0349716271,-152942000000.0,-121.7788040449,-97162000000.0,-77.3644398439,122968000000.0,97.9122541604
20161231,4059,平安银行,311258000000.0,,,2953434000000.0,17.8004976968,,,2751263000000.0,17.2921865121,93.1547141395,202171000000.0,2018-03-15,22599000000.0,3.356963183169,107715000000.0,12.0129363685,,,27973000000.0,,77936000000.0,29779000000.0,29935000000.0,-27927000000.0,-135.8567118187,10989000000.0,39.3490170802,-102343000000.0,-366.4661438751,59212000000.0,212.0242059656
20170331,2783,平安银行,269541000000.0,,,3006195000000.0,12.1231335003,,,2798456000000.0,12.2261674552,93.0896365672,207739000000.0,2017-04-22,6214000000.0,2.103187643773,27726000000.0,0.6537846869,,,6804000000.0,,19484000000.0,8242000000.0,8230000000.0,-113332000000.0,-799.7530254384,-115008000000.0,-101.4788409275,-47209000000.0,-41.6554900646,49316000000.0,43.5146295839
20170630,3396,平安银行,289977000000.0,,,3092142000000.0,10.3948863667,,,2880688000000.0,10.4015164319,93.161568906,211454000000.0,2017-08-11,12554000000.0,2.131467621217,54069000000.0,-1.2707918713,,,13386000000.0,,37605000000.0,16464000000.0,16432000000.0,-109112000000.0,-126.3922317205,-128180000000.0,-117.4756213799,-58555000000.0,-53.6650414253,78975000000.0,72.3797565804
20170930,3129,平安银行,279706000000.0,,,3137481000000.0,12.4046390885,,,2919370000000.0,12.5861450592,93.0482128816,218111000000.0,2017-10-21,19153000000.0,2.318499919868,79832000000.0,-2.6046749951,,,21268000000.0,,54833000000.0,24999000000.0,24939000000.0,-107471000000.0,14.4271040688,-157987000000.0,-147.0043081389,-18467000000.0,-17.1832401299,71268000000.0,66.3137032316
20171231,4567,平安银行,310212000000.0,,,3248474000000.0,9.9897272125,,,3026420000000.0,10.0011158512,93.1643596347,222054000000.0,2019-03-07,23189000000.0,2.61,105786000000.0,-1.7908369308,,,31616000000.0,,75563000000.0,30223000000.0,30157000000.0,-96390000000.0,-245.1498549791,-118780000000.0,-123.2285506795,-36131000000.0,-37.4841788567,61439000000.0,63.7400145243
20180331,3271,平安银行,281949000000.0,,,3338572000000.0,11.0564018635,,,3115181000000.0,11.3178481277,93.3087859121,223391000000.0,2018-04-20,6595000000.0,6.131316382362,28026000000.0,1.0820168795,,,8510000000.0,,19442000000.0,8584000000.0,8567000000.0,53864000000.0,147.527617972,41442000000.0,76.9382147631,3222000000.0,5.9817317689,10502000000.0,19.4972523392
20180630,3175,平安银行,307400000000.0,,,3367399000000.0,8.9018227494,,,3139258000000.0,8.9759807379,93.2250083818,228141000000.0,2018-08-16,13372000000.0,6.515851521427,57241000000.0,5.8665778912,,,16980000000.0,,39839000000.0,17402000000.0,17367000000.0,83883000000.0,176.8778869419,7455000000.0,8.8873788491,66507000000.0,79.2854332821,9403000000.0,11.2096610755
20180930,3040,平安银行,287648000000.0,,,3352056000000.0,6.8390852407,,,3116825000000.0,6.7636168077,92.9824859728,235231000000.0,2018-10-24,20456000000.0,6.803111784055,86664000000.0,8.5579717407,,,25581000000.0,,60050000000.0,26614000000.0,26566000000.0,27586000000.0,125.6683198258,-11310000000.0,-40.9990574929,73959000000.0,268.1033857754,-37081000000.0,-134.4196331472
