报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20140331,937,分众传媒,84417978.06,16596730.17,21381880.83,598086991.46,-36.0385497768,26878739.82,1631421.06,111403088.39,-65.8624120994,18.6265693755,486683903.07,2014-04-28,-2128241.54,73.578697846264,81525990.85,-73.7642347133,74870225.11,1164728.09,5909930.64,428285.57,82817972.12,-2151562.36,-2128241.54,-69013320.14,-24.0545743641,13056240.42,18.9184354463,21244076.74,30.7825745768,-103313637.3,-149.701010023
20140630,809,分众传媒,74025419.48,13195081.96,16097973.73,582615835.0,-36.074090222,7962216.7,2240174.77,93105145.3,-70.3205317016,15.9805380676,489510689.7,2014-08-27,698545.09,103.224158103239,175363835.91,-78.4532135427,161878366.45,1354359.97,12742307.15,180055.2,177236494.71,-1018498.32,1046240.51,-75567127.75,-69.1716075758,-1287263.64,-1.7034703823,4321233.26,5.718403476,-78601097.37,-104.0149330937
20140930,1102,分众传媒,75679852.19,14682415.58,15845029.21,596224560.11,-33.2494837526,9372442.71,1179367.64,106386002.72,-66.297212998,17.8432774893,489838557.39,2014-10-29,1026412.78,102.606324386009,281754737.5,-75.7511867683,259651925.74,1827943.56,22524508.73,599490.92,285837189.77,-904871.03,1328514.99,-72742684.04,17.3764777867,15645485.41,21.5079847774,-10603460.86,-14.5766698053,-77784708.59,-106.9313149721
20141231,2016,分众传媒,4883818175.76,2034202237.12,10767806.8,8849275960.86,-13.6009970298,121231426.45,241825995.44,3155940137.33,-51.0828083301,35.6632582291,5693335823.53,2016-04-22,2414829929.04,105.329537264574,7497256418.79,-72.0232906093,2234473955.62,1901801646.94,539307920.46,-177407116.83,4922020443.04,2575235975.75,2948287958.28,477690625.62,2479.8274044056,2517164690.05,526.9445442399,-131039908.31,-27.4319614583,-1908065382.18,-399.4353834563
20150331,2580,分众传媒,52992779.19,25234963.15,15218099.58,589647034.79,-1.4111587094,7423712.51,3612049.06,93187851.41,-16.3507468628,15.8040057716,496459183.38,2015-04-17,466031031.19,149.607046012268,1629606031.44,22.6185802561,601630189.01,332411949.77,86635664.46,-39025455.41,1092676453.92,536929577.52,613175594.38,-765765253.18,-1009.5905132901,229183762.98,29.9287231992,-611970550.46,-79.9162077306,-383301591.64,-50.0547119432
20150630,2061,分众传媒,69523336.48,14729877.91,14858695.28,599676640.58,2.9283113426,8245452.67,3793042.83,104020216.25,11.7233810385,17.3460510567,495656424.33,2015-08-20,1538474365.57,-63.782050203803,4025140178.75,13.1345178614,1184965339.66,805321573.96,209094126.39,-67093344.15,2384081615.08,1641058563.67,1924640231.64,1480522029.83,2059.2143752347,947314336.72,63.9851564268,915213411.62,61.8169397807,-383301591.64,-25.8896243296
20150930,2458,分众传媒,114469778.95,17483907.72,12512950.1,620665552.54,4.0992931297,5798791.33,2740963.38,127966991.86,20.2855531632,20.6177048712,492698560.68,2015-10-23,2488035743.31,-363.526038715145,6348685775.51,10.8052536082,1841280230.52,1244608609.51,311373518.11,-96089804.02,3706077273.45,2642608502.06,3056785034.16,1696040331.18,2431.5613845749,1940932042.89,114.4390264316,134417458.91,7.9253692521,-382533981.64,-22.5545333214
20151231,1132,分众传媒,3176463258.75,2181654487.95,,12501668046.03,41.2733437326,187048703.66,350068622.33,7765607367.74,146.0632024,62.1165698781,4736060678.29,2017-04-28,3389142023.94,40.347027473166,8627411561.61,15.0742495613,2539763220.91,1729332379.2,436324004.6,-129330393.9,5129152063.37,3497602090.37,3967955684.39,1556077293.24,225.7500168065,2630453814.88,169.0439045867,-621343259.38,-39.9301025778,-460102442.16,-29.5680969164
20160331,418,分众传媒,8418163669.77,2050240603.73,,12805917213.62,2071.793710144,168808114.33,354854284.21,7403352745.52,7844.547098685,57.8119678741,5402564468.1,2016-04-30,649430692.95,39.353530019598,2104858386.93,29.1636350333,729367040.43,429309056.06,94631511.43,-29060537.23,1355644575.85,748704348.22,783478996.92,5407670285.52,806.178592338,510278837.58,9.4362046988,-17327618.37,-0.3204266802,4914199989.6,90.8746230842
20160630,529,分众传媒,3557481823.54,2389328804.71,,8782400254.55,1364.5226544185,180480956.24,238009167.1,3207102466.89,2983.153047079,36.5173799182,5575297787.66,2016-08-31,1901171499.2,23.57511712557,4926942439.88,22.4042448482,1502161868.99,1003109360.52,216098283.04,-75840233.78,3044636563.44,1882379848.58,2274204264.02,560788439.29,-62.1222495855,1668557058.34,297.5377061005,-349399184.71,-62.3049906579,-759302746.1,-135.3991439377
