序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3405,601083,锦江航运,12.03,-0.82,-0.1,131061.0,157093783.0,2.47,12.18,11.88,12.13,12.13,0.44,6.75,9.86,1.7,15568263600.0,2335263600.0,0.0,0.0,5.99,7.8
