报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20161231,611,东航物流,288526602.68,982584068.77,64716571.56,5225277576.79,,,90214319.91,4487409280.28,,85.8788689086,737868296.51,2019-07-05,329669700.58,,5837352421.23,,5223780582.11,167361799.38,210952662.8,83914670.04,5733422877.95,104399175.83,484839249.87,281441627.6,,613371187.21,217.9390420815,-131344907.8,-46.6686143482,-207535521.16,-73.7401652093
20171231,1056,东航物流,1628873896.93,1444475538.12,46379098.11,5873716669.8,12.4096583096,1378905124.37,58770966.72,3561638827.86,-20.6303992927,60.6368850948,2312077841.94,2020-05-11,685433040.15,107.915085597522,7664561926.89,31.3020248532,6064332307.51,168002162.52,307844602.19,-63032742.24,6491721573.99,920648783.12,937287897.07,1292887471.51,359.3803278268,828886350.31,64.1112524156,-95898695.22,-7.4174046337,553930096.06,42.8444167235
20181231,910,东航物流,1491195452.0,1580338376.67,36531152.81,5788242456.77,-1.4551980941,798262823.42,54919380.05,2730897747.68,-23.3246862001,47.1800856318,3057344709.09,2021-05-25,1001287040.25,46.080941769437,10885833119.22,42.0281188026,9033534545.85,268363128.53,341285289.78,31760131.26,9701568343.09,1271314094.43,1300770727.04,-148130866.04,-111.4573672732,872286568.83,588.8621272183,-253197425.74,-170.9282018723,-772701541.77,-521.634391553
20191231,1323,东航物流,2515685489.61,1445216029.15,36082486.63,6427549908.53,11.0449321454,1054530541.5,33206929.21,2935529266.44,7.4931959255,45.6710458606,3492020642.09,2021-05-25,787738299.74,-21.327424796858,11296067657.08,3.7685176079,9799986888.27,257949715.71,278854684.0,-8730101.65,10349762704.51,1019768687.94,1049204867.32,974873330.52,758.1162701477,1666267597.41,170.9214464326,-228156671.23,-23.4037247802,-454256227.65,-46.5964360116
20200331,382,东航物流,,,,,,,,,,,,2021-05-18,194324900.0,,2554346500.0,,,,,,,284248400.0,284381800.0,,,610827900.0,,,,,
20200630,1011,东航物流,,,,,,,,,,,,2021-08-28,1281534159.35,,7445511767.14,,5251695813.6,121881169.85,156266147.14,-12723273.34,5529249355.88,1968236866.22,1977376500.05,1208859020.97,,2581998517.53,213.5897133363,-1119366126.94,-92.5969122555,-257908559.65,-21.3348748842
20200930,641,东航物流,,,,,,,,,,,,2021-10-30,1712091232.18,,10571683003.45,,7703364495.01,168491941.11,225875615.88,-46176473.67,8069199660.59,2600186440.27,2624964080.0,1030718325.23,,2692461694.39,261.221871047,-1402154683.38,-136.0366502718,-262971233.98,-25.5133946436
20201231,3812,东航物流,2479524060.38,1723243021.44,30057723.66,9096212341.5,41.5191242534,1242724376.95,7412552.61,3401385197.68,15.8695720246,37.393423438,5694827143.82,2022-04-12,2368740146.54,200.701406459712,15110699177.35,33.7695526981,11039749960.13,242252936.48,338038322.94,-78199908.6,11566779355.53,3635292232.35,3638743232.16,-36354443.44,-103.7291453466,3225259262.29,8871.7057864275,-2690831916.38,-7401.6589493964,-565373682.63,-1555.1707828043
20210331,444,东航物流,3238987138.93,1785458736.71,27234407.56,11845143016.46,,1313277317.17,7273501.33,5708296169.81,,48.1910278489,6136846846.65,2021-05-18,679128021.04,249.48,4515503738.78,76.7772594196,3325628721.11,61431405.43,73933995.12,36388428.49,3505225613.44,1031677882.14,1031639756.94,726380276.1,,993048259.83,136.7118976801,-95204634.93,-13.1067208269,-158266337.44,-21.7883583362
20210630,1514,东航物流,7022535963.62,1777870005.96,29189256.38,15679865049.43,,1548702268.04,6901969.7,6164058413.3,,39.3119353634,9515806636.13,2021-08-28,1521129011.38,18.7,10126731067.69,36.0112156747,7548922847.64,121689189.49,166689933.92,28969224.04,7884966908.65,2328294792.64,2329594019.93,4545481041.64,276.0141557278,2642145812.48,58.1268690437,-175162919.44,-3.8535617646,2091843748.33,46.0202942036
20210930,704,东航物流,8232425268.12,2024662079.5,30004241.13,16945597562.17,,1569746609.6,7395331.02,6382261423.22,,37.6632420297,10563336138.95,2021-10-30,2424686718.34,41.62,15093273018.07,42.7707680333,11048614802.2,189255911.57,265802153.43,40795010.67,11574400822.56,3722539258.4,3724156544.31,5760482075.38,458.8803395044,3913689520.4,67.9403124458,-263706784.82,-4.5778596543,2095685047.04,36.3803761494
20211231,3891,东航物流,9522850750.5,2219896719.47,39247876.52,18036620671.74,98.2871550772,1216022755.74,6868825.06,6190387036.58,81.9960597465,34.3212132097,11846233635.16,2023-04-11,3626916311.29,53.12,22226920803.56,47.0939269103,16050142715.25,259636985.83,386649435.05,48291014.31,16806303656.37,5650344711.68,5651767893.78,7047508053.93,19485.5479195035,5878405994.92,83.4111284434,-361754746.44,-5.1330873789,1583322443.13,22.466415519
20220331,1453,东航物流,9313362234.11,2263226292.48,34746780.11,21003368889.82,77.3162963135,1844768267.24,7677092.36,7561614721.23,32.4671057052,36.001913602,13441754168.59,2022-04-29,1374043912.84,102.32,6611855464.53,46.425644779,4419344265.32,58428306.55,72467697.42,-3811098.96,4573432164.31,2129231201.27,2129747334.56,-209472631.31,-128.8378743479,2694784394.18,1286.4613278247,-2489835382.07,-1188.6208553829,-424898470.58,-202.8419979845
20220630,1252,东航物流,8744773699.86,2129598163.81,38657626.17,21252435132.58,35.5396558936,1492027150.18,3817788.16,7995459488.15,29.7109623572,37.6213805066,13256975644.43,2022-08-30,2123175223.3,39.58,11606871791.89,14.616174897,7982997646.19,114527228.71,170831324.03,71761471.0,8403115416.68,3337218825.38,3337815535.06,-747722963.96,-116.4498093185,3037312334.91,406.2082457417,-2332492984.21,-311.9461480569,-1457895860.28,-194.9780775167
20220930,1139,东航物流,9225847999.57,1831543334.28,34912627.36,24628972201.65,45.3414204562,1178747314.69,3536890.04,10422525621.26,63.3045864173,42.3181508994,14206446580.39,2022-10-29,2943242366.58,21.39,17667313740.43,17.0542248807,12376853598.58,171032959.64,257450081.88,341769003.11,13227762578.1,4601183275.2,4602448932.87,-266873019.16,-104.6328244002,4897867868.72,1835.2802707956,-2582544104.32,-967.7052076859,-2618417967.58,-981.1475044655
20221231,2468,东航物流,9533138017.62,1981672792.55,37086275.94,26067810853.3,44.5271335896,1078485552.59,6491946.74,11382803992.63,83.8787126777,43.666129299,14685006860.67,2024-04-24,3636818261.72,0.27,23470378481.45,5.594376697,16963774690.28,244211513.98,410880706.21,252411986.9,17974562707.24,5721123329.18,5722275613.11,71844156.42,-98.9805736174,5421593118.8,7546.3244179602,-1250830681.51,-1741.0332918347,-4143600972.09,-5767.4850378458
20230331,673,东航物流,9989432967.91,1975687007.48,31540499.15,26307115063.76,25.2518831706,1221113324.21,7593983.87,10730834112.3,41.9119395514,40.7906153384,15576280951.46,2023-04-29,761190677.02,-44.6,4575487029.69,-30.7987439496,3400452873.96,60530479.51,86449384.19,-14055771.36,3548597450.54,1192839073.51,1193321844.08,456350797.7,317.8570034883,1322505823.07,289.8002654395,-107298949.37,-23.5123834363,-761753353.39,-166.9227614434
20230630,461,东航物流,8522694244.98,2027855914.77,38827604.52,27445963415.82,29.1426758609,1303872210.78,7459023.09,11852644252.16,48.2421900796,43.1853823915,15593319163.66,2023-08-31,1271504366.98,-40.11,9375582019.1,-19.223868522,7108950786.17,105629806.64,169581345.01,259166186.98,7683189931.97,1907179718.56,1912061926.43,-1043822651.89,-39.6001864597,2179843155.86,208.8327123303,-240303231.81,-23.0214616798,-2977001867.87,-285.20188391
20230930,581,东航物流,8193958427.67,2094072420.83,28712567.09,28432631307.17,15.4438401829,1704162028.0,7321063.13,12404614866.54,19.0173602571,43.6280931319,16028016440.63,2023-10-31,1665123834.74,-43.43,14231478935.47,-19.4474092408,11224800158.84,150456813.44,249942358.17,311864980.48,11993008954.52,2466115280.47,2470979106.16,-1340517963.08,-402.3055411519,3264287197.02,243.5093961382,-268109985.79,-20.0004769182,-4354632206.44,-324.8469864913
20231231,3604,东航物流,9242754568.65,1733019021.22,33821084.77,28748116011.4,10.2820492798,1818291625.45,8178875.88,11768577944.68,3.3890942188,40.9368667499,16979538066.72,2025-04-17,2488319413.08,-31.58,20621092060.29,-12.1399253251,16179707992.24,201634724.53,333294466.45,328734500.74,17117031229.43,3748665258.73,3754460743.08,-273264455.96,-480.3572476549,5237610502.84,1916.6819498862,-581439395.0,-212.7753472208,-4897801832.46,-1792.3303692219
20240331,584,东航物流,8849605984.98,2122997472.09,19429790.55,28219839156.99,7.2707481934,1425207663.45,7891253.25,10573436816.3,-1.4667759687,37.4680973817,17646402340.69,2024-04-30,588881387.28,-22.64,5223948184.7,14.1725055891,4396602525.82,60011374.71,76333532.67,65358702.32,4617710591.18,716987840.22,716902553.11,-393306970.49,-186.1852269071,-111313462.1,-28.3019296509,358739139.36,91.2109792799,-648952887.27,-164.9990811151
20240630,952,东航物流,8880566934.15,2553164050.17,28503044.63,28406635692.52,3.5002315719,1460862992.16,7572164.21,9983795868.47,-15.7673540514,35.1459989016,18422839824.05,2024-08-30,1277201508.72,0.45,11286096133.67,20.3775521421,9175915008.79,105990127.94,155234098.33,146361901.51,9626212919.61,1797166805.89,1797752420.36,-345285704.29,66.9210374325,1015016358.73,293.9642001157,52491315.43,15.2022845944,-1376771959.0,-398.7341328918
20240930,532,东航物流,9255480158.32,2507526928.22,22179379.19,28981953785.28,1.9320142134,1545924481.12,7642556.71,9657991437.15,-22.1419484518,33.3241558133,19323962348.13,2024-10-31,2067012705.77,24.14,17673940228.02,24.1890622061,14283080763.34,164841748.09,218735130.45,150041552.18,14892795539.85,2992432108.47,2997219671.35,28980360.75,102.1618778374,2285720368.81,7887.1356658664,-196483780.06,-677.9894210254,-2079817878.79,-7176.6459249131
20241231,571,东航物流,6752680879.88,1966356064.71,24515817.38,26271181851.05,-8.6159877724,1322520383.77,7220241.9,6885621422.47,-41.4914745449,26.2097893483,19385560428.58,2025-10-31,2687542850.09,8.01,24055743846.78,16.6560130591,19381509044.72,237314841.37,338386404.17,288885851.93,20348873902.55,3928576016.82,3936182090.95,-2479209760.29,-807.2565810216,3713661652.14,149.7921519842,-2680628413.1,-108.1243086421,-3424577540.03,-138.1318190531
20250331,1531,东航物流,7115507265.68,2518561505.87,24032197.06,26941182321.56,-4.5310564256,1695562500.96,7540121.12,6938831928.93,-34.3748674203,25.7554840991,20002350392.63,2025-04-29,545288715.35,-7.4,5485974145.54,5.0158606398,4527021250.17,64346675.22,80062718.57,24599353.47,4723970506.57,822651145.69,822731967.44,362983964.56,192.2902444642,823225905.67,226.7940146248,-235308820.5,-64.8262302125,-229878115.16,-63.3301020442
20250630,305,东航物流,7782113026.26,2508443262.28,32446245.27,29609293343.93,4.2337208265,1872351929.37,9638803.13,9222292307.34,-7.6273951427,31.1466140047,20387001036.59,2025-08-30,1288727842.23,0.9,11256449533.71,-0.2626825043,9147662304.59,129920712.99,173027396.67,50167730.23,9550110456.95,1929609275.49,1929753752.02,1028759288.22,397.944361854,2814737968.29,273.6051086508,-455732680.8,-44.2992530924,-1325997841.82,-128.8929156707
20250930,540,东航物流,7482245870.23,2452028721.28,36920385.71,31345449111.67,8.1550586406,1445549200.71,9491294.59,10149283244.77,5.0868942142,32.378809468,21196165866.9,2025-10-31,2001021739.44,-3.19,17249125207.85,-2.4036237233,13845998648.31,197319309.07,271385966.99,94203166.23,14484125809.46,3012283935.89,3014923524.74,727258911.27,2409.4888139721,3752599955.76,515.9922962246,-548031163.82,-75.3557165581,-2486503117.13,-341.9006736938
