序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1585,600368,五洲交通,4.06,0.5,0.02,166706.0,67229630.0,1.49,4.06,4.0,4.04,4.04,1.05,1.04,9.64,0.91,6535194663.0,6535194663.0,0.0,0.25,1.25,3.57
