序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3160,603886,元祖股份,12.93,-0.69,-0.09,17565.0,22704058.0,1.61,13.05,12.84,13.01,13.02,0.6,0.73,17.76,2.0,3103200000.0,3103200000.0,0.0,0.15,-7.58,-7.44
