序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2111,600062,华润双鹤,18.17,0.0,0.0,41808.0,75793364.0,0.77,18.2,18.06,18.19,18.17,0.63,0.4,10.49,1.67,18874223939.0,18769208279.0,0.0,0.0,-3.3,-0.66
