报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20140331,386,丽珠集团,1115608739.96,969009235.06,739756778.55,7131952969.68,19.681928201,500198379.34,97251491.79,3320800080.49,26.2603246421,46.5622823735,3811152889.19,2014-04-30,143350797.52,-2.309277359694,1227854663.29,16.3137136869,486030895.9,454659663.94,95917047.97,10192562.95,1075179912.95,153522356.12,173751863.51,359396562.23,895.2324861455,170050402.52,47.3155339786,-183571096.63,-51.0775883584,372376939.95,103.6117144915
20140630,832,丽珠集团,757155363.13,1108496012.11,828596708.67,7145024917.97,7.5413280666,555987672.07,49915524.83,3277566662.09,-0.5320046136,45.8720116405,3867458255.88,2014-08-27,290934056.78,12.195284244138,2628474326.38,21.5613344855,998038593.18,1021013816.96,191937465.62,12739496.67,2289400412.21,344869755.57,367217199.76,3091423.49,-98.6787216939,203575208.54,6585.1608231132,-438510152.78,-14184.7325091005,236690286.38,7656.3527173044
20140930,1498,丽珠集团,898949224.42,1193446022.34,863876845.27,7549067883.79,15.9827170906,570187348.43,48384126.74,3556771503.52,17.4556422136,47.1153731596,3992296380.27,2014-10-28,423309229.92,11.769243146404,4120184989.01,27.4273699494,1573455011.58,1618576255.57,329482749.6,14432828.65,3644533282.13,480562643.18,540635467.25,143680404.83,187.3401958778,394417154.21,274.5100521374,-619046082.81,-430.8493447958,367584513.77,255.8348260536
20141231,3396,丽珠集团,715705603.8,1072890517.48,847479822.39,7302605055.9,11.2183710611,598748939.78,56013777.28,3220183526.3,8.7353723527,44.096367004,4082421529.6,2016-03-25,515978431.82,5.841219004351,5544233777.86,20.0393560241,2142911022.41,2208218745.28,464522751.34,20631590.86,4963009813.13,584508541.09,652025033.87,-41814307.14,90.2236223192,717393893.55,1715.6661023895,-738005863.19,-1764.9601623651,-20882108.37,-49.9401037546
20150331,600,丽珠集团,801190606.53,1166007884.55,925211836.08,7681048173.09,7.6990861514,705659593.82,66765609.43,3175485764.01,-4.3758827077,41.3418285168,4505562409.08,2015-04-30,182650431.77,27.415009145322,1552897071.92,26.4723845865,591872948.96,598056273.94,132764630.41,12175759.15,1366893101.62,187625999.78,246764871.68,82376120.86,-77.0793242014,75817468.76,92.0381634489,-117611119.22,-142.7733158495,124098056.54,150.6480946716
20150630,1062,丽珠集团,823127422.02,1238462008.85,959968030.85,7939244529.48,11.1157010735,715492349.95,40181298.59,3305892506.98,0.8642339824,41.6398877085,4633352022.5,2015-08-27,340843355.48,17.154849195858,3115403701.91,18.5251714519,1209604686.57,1169327521.08,278218601.81,19434685.02,2742109208.65,377369501.52,449569149.9,105499405.57,3312.648118618,233851215.94,221.6611692516,-279759702.54,-265.1765676105,151448127.87,143.553536678
20150930,1627,丽珠集团,690923730.03,1348219562.33,964755224.62,7878268290.99,4.3608086756,596405917.09,58445044.38,3288149220.61,-7.5524188901,41.7369541016,4590119070.38,2015-10-28,495452020.12,17.042574340662,4886738024.38,18.6048208373,1887951512.98,1876235202.97,444987226.28,27878294.9,4337826530.6,554527896.09,655255201.64,-31678518.31,-122.047904408,571069445.7,1802.7025131404,-413617970.54,-1305.6733477633,-190531782.72,-601.454212143
20151231,3313,丽珠集团,798295283.74,1256094264.14,983915770.14,8077537790.41,10.6117300412,636752599.23,65255250.41,3267641046.88,1.4737520453,40.4534293948,4809896743.53,2017-03-25,622641033.06,20.671910812972,6620516536.73,19.4126510893,2575330534.39,2541675092.56,606301968.07,27203995.64,5934311533.42,692799082.87,807921299.8,57978977.28,238.6582278785,927788460.32,1600.215291552,-558420267.28,-963.1426656307,-314882874.23,-543.0983590989
20160331,2491,丽珠集团,871981608.5,1218456864.02,1020453958.39,8235175498.62,7.2142149488,587215873.41,51837026.45,3209443096.12,1.069358663,38.9723703722,5025732402.5,2016-04-22,230111893.82,25.984861678162,1745574028.94,12.4075806764,623349764.26,702869614.31,137745440.84,5096808.61,1504021873.41,243995611.44,294303505.65,89909133.22,9.1446553702,138284023.02,153.8041999378,-34439122.17,-38.3043645696,-14643583.86,-16.2870926852
20160630,2392,丽珠集团,905540384.83,1602653235.14,1035807509.06,8632496104.43,8.7319589714,649083875.68,54438636.07,3477094737.26,5.1786992444,40.2791347392,5155401367.17,2016-08-20,409061823.4,20.014609885509,3784299658.63,21.4706028727,1355315539.67,1501463348.45,318315959.37,8694063.93,3322367543.86,463199434.29,520421776.33,138446981.38,31.2301056409,307923704.4,222.4127253124,-122429567.93,-88.4306517265,-51193868.37,-36.9772369608
