序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
681,603816,顾家家居,34.68,2.0,0.68,41456.0,143495373.0,2.91,34.99,34.0,34.02,34.0,0.74,0.51,13.89,2.76,28487938679.0,28165924891.0,0.35,0.06,11.94,12.82
