序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3594,603444,吉比特,388.98,-0.93,-3.67,9176.0,359268633.0,1.92,396.5,388.98,392.0,392.65,0.72,1.27,17.31,5.21,28022547467.0,28022547467.0,-0.05,-0.17,-10.17,-8.23
