序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1269,000429,粤高速Ａ,12.58,0.88,0.11,64601.0,81071255.75,1.76,12.62,12.4,12.47,12.47,0.92,0.5,14.61,2.36,26302341065.0,16395890217.0,0.0,-0.16,-0.47,6.79
