报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20191231,269,锦江航运,1878113301.13,401585014.05,52810992.14,4860010056.97,,321598887.27,2618765.36,1349161953.57,,27.7604765783,3510848103.4,2023-02-27,351026616.66,,3339116552.58,,2699076469.53,,217819975.93,-5089232.6,2918749703.58,455450662.51,459384725.43,218883743.51,,483402951.29,220.849179358,230444294.43,105.2815941169,-518331945.32,-236.8069629147
20201231,173,锦江航运,1696223003.35,499173639.58,36159646.62,4792237363.27,-1.3944969847,350687617.72,860644.1,1099562916.43,-18.5003020934,22.9446672416,3692674446.84,2023-11-30,465354935.21,32.569700736038,3429702668.86,2.7128767401,2566780352.69,,196354453.12,57866246.75,2827514989.95,611801402.65,612129792.15,-182029865.39,-183.1628071007,605280828.62,332.5173192449,-264573254.22,-145.346069258,-465511579.38,-255.7336283157
20211231,330,锦江航运,3289354467.79,740509645.04,60080639.07,6769305270.07,41.2556339958,615178815.14,,2683632576.85,144.0635762402,39.6441358424,4085672693.22,2023-11-30,1226132232.08,163.483233830256,5372411932.48,56.6436642237,3433970790.33,,258681315.73,98612463.06,3819393849.53,1623162526.31,1622041952.58,1595917067.56,976.7336415597,1813625262.9,113.6415732224,216224094.6,13.548579622,-386322162.67,-24.2069071459
20220331,136,锦江航运,,,,,,,,,,,,2023-07-06,494923700.0,,1607934800.0,,,,,,,625273500.0,625078300.0,,,503623800.0,,,,,
20220630,239,锦江航运,3143078800.23,982114049.96,116125982.57,7281878470.74,,743782562.77,,2132335293.46,,29.2827640839,5149543177.28,2023-02-27,989158692.13,,3251432353.42,,1855534558.64,,115599894.89,19931594.63,2021926323.11,1257601981.52,1257428114.35,-146304014.75,,824339652.42,563.4429470911,-61397116.76,-41.9654353744,-947692614.93,-647.7557137098
20220930,175,锦江航运,,,,,,,,,,,,2023-11-16,1484121217.85,,5160269872.09,,3095782471.91,,215185415.77,8629334.42,3368802797.99,1871786929.1,1871334635.15,263040424.69,,1490282719.21,566.5603380037,-260528742.0,-99.045134339,-1087109837.33,-413.2862234431
20221231,4229,锦江航运,3930883565.26,868590487.63,70673842.83,8627606118.44,27.4518694937,729878148.73,,2564217941.25,-4.4497386352,29.7210826045,6063388177.19,2024-03-30,1826979414.48,49.003457105171,6840169072.77,27.3202643196,4313422899.01,,272249061.77,-44017574.08,4609090492.08,2320787825.95,2320618070.69,639750750.28,-59.9132835105,2187257691.01,341.8921650428,-301076461.08,-47.0615252812,-1393152616.12,-217.7649053964
20230331,151,锦江航运,,,,7635246300.0,,,,2053764700.0,,26.8984734651,,2023-07-06,290786761.15,-41.246143365129,1378012206.14,-14.2992485678,959279555.32,,64523945.88,3976547.21,1043231247.73,365941219.37,365950850.81,-513317182.4,,556612911.11,108.434498239,-123349976.34,-24.0299722217,-916018611.66,-178.4507986616
20230630,195,锦江航运,3610450689.97,618752584.86,75633600.95,7959093006.28,9.299997772,451505187.59,,2039902426.18,-4.3348186171,25.629835266,5919190580.1,2023-11-30,547244029.53,-44.675810475709,2660218391.88,-18.1831850482,1860406988.35,,126772088.22,39202097.73,2052365183.06,681239085.33,681854756.74,-319819968.56,-118.5995846433,859860918.32,268.8577959005,-109803799.77,-34.3330031156,-1088213986.72,-340.2582995739
20230930,193,锦江航运,3636414855.4,785206380.94,68748488.46,8018133012.01,,615794516.65,,1970471780.88,,24.5751944739,6047661231.13,2023-11-16,698246553.92,-52.95,3956157137.27,-23.3342977144,2885747877.14,,199392579.21,65093529.34,3186498366.69,877142658.35,877682884.09,-294906138.6,-212.1143789771,1158048859.63,392.683877361,-187815565.1,-63.6865566758,-1232332295.26,-417.8727174382
