序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1401,600036,招商银行,39.5,0.71,0.28,689407.0,2710371064.0,1.4,39.5,38.95,39.3,39.22,0.91,0.33,6.63,0.91,996183901240.0,814843304946.0,0.0,0.05,-6.93,-3.87
