序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
886,002056,横店东磁,22.83,1.47,0.33,400544.0,913027399.1,3.24,23.09,22.36,22.48,22.5,1.26,2.46,19.18,3.62,37137836649.0,37099471633.0,-0.04,0.0,18.78,17.08
