报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20140331,1395,陕西煤业,7932866658.21,5491364107.98,2011978433.26,87860989490.35,2.3501060065,8188108089.75,1778602266.44,42770831872.81,-4.296701443,48.6801163075,45090157617.54,2014-04-25,599403758.81,-53.144206588039,9807722277.28,6.8735257408,6324075396.28,791222930.95,991405173.77,112804117.82,8523115891.35,1431355028.53,1428372489.47,3133504523.24,93.1495454958,-98757350.51,-3.1516581443,-1821934936.18,-58.1436829807,5054196809.93,161.2953411251
20140630,1319,陕西煤业,8373640674.95,5736243533.19,1674312872.07,89689492168.89,11.3082387036,8547311466.94,1067469665.69,46016534221.99,15.7040592611,51.3064943386,43672957946.9,2014-08-22,825808486.83,-69.450153520464,21119562363.04,8.6104643039,13655839043.15,2374978689.96,2074296249.97,356277327.29,19114650413.05,2316215280.57,2293499988.0,3554878539.98,174.7562181086,345688889.47,9.7243516363,-1687393287.29,-47.4669744216,4896582937.8,137.7426227853
20140930,1940,陕西煤业,4910548112.4,6157167647.9,1978772279.46,88720991267.85,,9364165184.89,1230404552.68,45193160772.07,,50.9385210042,43527830495.78,2014-10-24,923228017.29,-71.066184624089,30490622573.4,8.1815918083,19861244382.59,3680279632.89,3214568163.33,485034373.55,28117151822.22,2841501254.25,2829412358.19,33885977.43,101.8565888635,54492129.9,160.8102644009,-2603166979.98,-7682.1363213072,2582560827.51,7621.3260569064
20141231,1799,陕西煤业,6067753801.02,4804639877.91,1406044515.14,90021457339.17,9.8003129567,10769197263.99,874832103.9,46654506581.16,10.8522239491,51.8259845599,43366950758.01,2016-04-23,951496956.4,-72.706945743117,41150150587.48,-4.78584591,26937791607.18,5165793438.96,4273632003.33,638623592.05,38174470014.43,3585076313.48,3518080529.98,1268391666.05,126.96509305,121415894.64,9.5724292338,-3130216930.66,-246.7863054011,4277334812.47,337.2250801513
20150331,1583,陕西煤业,5336097429.12,6906137907.31,2002667983.28,93465251308.89,6.3785553191,11383592253.21,892849772.63,49637930300.52,16.0555643344,53.108432926,43827321008.37,2015-04-25,-291047286.29,-148.556132992529,8584027055.01,-12.4768543366,6329824304.46,689275332.65,897850667.46,237805041.27,8580851196.52,65520732.8,-26006800.88,-731656371.9,-123.3494595739,-202139764.13,-27.6276913444,-1850059134.05,-252.8590203138,1320542526.28,180.4867116582
20150630,359,陕西煤业,7151465686.04,5938066712.24,1950862970.09,93145743605.11,3.8535745411,10161510021.54,958240076.95,50649864060.61,10.0688370321,54.3770032857,42495879544.5,2015-08-29,-954828641.59,-215.62349586104,18983759709.6,-10.1129115117,13473228201.51,2537216232.16,1942851822.93,448463467.69,19162907153.09,-40464287.67,-313062113.36,1084488582.97,-69.4929497373,852752099.5,78.631726778,-1251290748.24,-115.3807211887,1483027231.71,136.7489944107
20150930,1667,陕西煤业,5851218726.68,6405544827.05,1866819359.58,93286434884.19,5.1458437863,10213065243.32,1125716024.61,52026134582.01,15.1194864294,55.7703107066,41260300302.18,2015-10-27,-1805660650.05,-295.581223298471,27072748732.8,-11.2095902023,19331520779.07,4038887910.48,3012986141.45,649000818.89,28051279822.61,-767999480.2,-1154282839.14,-216300783.78,-738.319447113,334515807.2,154.6530721499,-1803332981.07,-833.7154168171,1252516390.09,579.0623446672
20151231,997,陕西煤业,4703146036.61,5644956445.0,1115649793.66,95819371677.21,0.5031368119,11905683106.82,787923758.03,55646235873.9,9.7455666738,58.0740980658,40173135803.31,2017-04-28,-2988541603.76,-414.088403925871,32511200869.52,-20.9937256477,22041389721.86,5656494532.95,4178078534.78,811904951.34,34090338083.58,-1146784762.81,-1599625254.64,-1407136992.94,-210.9386816867,-888587629.23,-63.1486226066,-1853896216.22,-131.7495187406,1336652014.23,94.9908943434
20160331,2218,陕西煤业,3608537463.48,6534019712.08,1591566139.92,89912324197.06,-3.8013347871,11145336059.23,906437913.89,50339506303.45,1.4133868972,55.9873262681,39572817893.61,2016-04-23,-38847155.36,86.65263096757,5838503400.41,-31.9840983376,3643283043.07,726206846.89,883525412.7,160315308.67,5711333147.74,165898015.74,173556539.87,-1118007104.17,-52.8049432914,279681621.59,25.0160862616,-511593171.97,-45.7593847178,-886095553.79,-79.2567015438
20160630,925,陕西煤业,4298281849.06,5828386244.15,1244943627.93,87037492354.21,-6.5577352378,9119644340.68,1092907528.4,46439607810.89,-8.3124729509,53.3558660237,40597884543.32,2016-08-27,250645453.18,126.250307360137,12274246152.43,-35.343439128,7948723352.63,1379487648.0,1662506155.25,271603684.37,11898362726.92,593830632.29,599043577.63,-451826069.93,-141.6625935049,631438333.36,139.7525232348,96590359.96,21.3777748537,-1179854763.25,-261.1302980886
