序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1534,600900,长江电力,27.3,0.55,0.15,897445.0,2439249557.0,1.33,27.31,26.95,27.15,27.15,0.62,0.37,19.55,3.02,667982343647.0,667982343647.0,0.04,0.07,-2.01,1.19
