报告期,序号,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比
20140331,1136,南京高科,966309914.65,383980587.48,6727255220.47,15618370078.88,-4.905989862,870646104.37,2114428874.31,10366510343.34,-5.7785038509,66.3738296057,5251859735.54,2014-04-26,65280397.08,5.158200397193,1062970064.19,49.2058020688,760094917.36,51541350.32,39840734.03,67542782.57,954119694.69,94955501.37,95254217.3,-94752327.32,-143.6999604856,241270354.69,254.632642294,-72150578.37,-76.1464973059,-263872103.64,-278.4861449881
20140630,2561,南京高科,1000152492.98,349511513.88,7370801041.18,16667026500.1,5.8089700841,1411220106.02,2436548177.86,11254211089.73,6.5371507683,67.5238086989,5412815410.37,2014-07-26,264476508.48,10.564821780175,1576162208.7,-13.6885219351,1121720526.0,85721938.19,71386017.94,154850865.65,1511172739.22,311296399.26,311009038.88,-909748.99,99.5924997181,450365382.42,49504.3564071448,-2472359.58,-271.7628276784,-448802771.83,-49332.5935794664
20140930,958,南京高科,1035074890.0,378152372.76,7516705417.48,16933744990.62,6.9603779406,1349847052.69,3001712491.93,11051889467.89,4.4532147917,65.2654771523,5881855522.73,2014-10-29,296219003.15,2.449523145488,1931945019.9,-21.0471538871,1300980361.88,116748717.21,102592729.07,232672879.74,1847146293.59,365170250.83,366279097.29,14012648.03,110.3132731467,867625941.85,6191.7343530822,146558647.24,1045.902579771,-1000171941.06,-7137.6369328532
20141231,3032,南京高科,1017371066.67,339657949.64,7835848639.09,20367050487.5,30.8775059346,2213872680.5,2400219708.22,11662536007.47,14.6251201597,57.2617817913,8704514480.03,2016-03-30,609779804.05,41.654522141701,3285599346.56,-6.8964932916,2192265940.34,165658684.45,160573721.72,309117923.53,3030500323.15,773008790.24,775879057.74,-33742175.3,27.3378760629,1268250105.1,3758.6495056233,368139960.83,1091.0380186129,-1670132241.23,-4949.6875242362
20150331,2316,南京高科,1183438996.36,348407575.59,7946378943.02,20502076435.41,31.2689885812,1578258531.32,2876275664.53,11610846897.26,12.0034275056,56.632541264,8891229538.15,2015-04-22,357063228.34,446.968530081741,802865291.94,-24.4696234647,583672787.24,41444076.37,44212287.3,59627335.72,774928642.7,498768921.41,498863946.07,160118929.69,268.9868040383,394355198.1,246.2889296497,379426585.06,236.9654767207,-613662853.47,-383.2544063704
20150630,2831,南京高科,1122514305.19,348231086.17,8132400527.95,23040654690.82,38.2409435221,1979801261.68,3335453020.71,12253054608.65,8.8752868678,53.1801494926,10787600082.17,2015-07-30,516742371.7,95.383088906392,1583239050.57,0.4489919775,1159368765.02,74717469.96,77096694.16,118423584.65,1523415672.43,688159957.18,688344878.42,145194238.52,16059.8131040519,929423320.13,640.1241052013,435809636.19,300.1562876271,-1220038717.8,-840.2803928284
20150930,2178,南京高科,953292630.04,371634271.58,8128366247.88,19630637260.32,15.9261419798,2078857908.49,3473459381.24,11460217325.21,3.6946429704,58.3792424731,8170419935.11,2015-10-24,722661541.31,143.961911162079,2410839062.37,24.7881817307,1744052516.91,109289275.03,108517400.73,161686059.33,2291222926.25,897546663.84,897435150.4,-14027436.63,-200.1055375113,1304023671.56,9296.236411228,282629658.37,2014.8346830921,-1600680766.56,-11411.0710943201
20151231,2964,南京高科,1241295490.47,359706632.75,8552049739.01,22647555588.73,11.1970317088,2982884648.48,3694836774.39,13172791087.82,12.949628446,58.1642951983,9474764500.91,2017-03-30,848201705.11,39.099671631704,3882241773.43,18.1593177968,2721470466.52,153703666.7,191831951.22,195098072.2,3620415049.13,1071201858.76,1072241719.76,241325423.8,815.2041077802,1719100282.15,712.3577180889,310500740.69,128.6647448084,-1788275599.04,-741.0224628973
20160331,762,南京高科,807263393.42,312797861.77,9308863568.58,22002502258.35,7.3184090776,2310212523.59,3240415376.45,12735390563.7,9.685285461,57.8815555347,9267111694.65,2016-04-29,270142530.63,-24.343222939561,2071991493.41,158.0746127913,1349441984.82,49059672.0,47453321.32,31770162.68,1665910414.01,404084958.81,404630849.81,-420632097.05,-362.6997931253,-29410356.7,-6.9919430558,-183736643.61,-43.6810801883,-207485096.74,-49.326976756
20160630,3343,南京高科,1575991564.01,436182524.0,8820482600.12,23042811371.9,0.009360329,2571586039.77,3422963418.09,13389004570.77,9.2707492001,58.1049089657,9653806801.13,2016-07-28,762979544.24,47.651825363173,4041331592.33,155.2571951074,2673232229.13,101559608.26,77593989.23,61141189.47,3252748481.78,1029749312.3,1030610124.88,327746073.54,125.7293931776,890351343.02,271.6588892746,-308395710.95,-94.0959284787,-254209558.53,-77.5629607959
20160930,1258,南京高科,1972885942.8,328444975.5,8705250219.57,25031196358.96,27.5108700091,2557311126.52,4415457175.43,14857911235.73,29.6477266888,59.3575753338,10173285123.23,2016-10-28,907106595.12,25.523020565845,4762394678.69,97.5409621084,3078293017.6,153612299.06,113488450.45,92575143.2,3817626666.93,1219417630.56,1220249736.01,743890452.33,5403.1104110573,2075179041.24,278.9629890719,-1490448189.97,-200.3585588848,159159601.06,21.3955698129
20161231,3618,南京高科,1006670082.51,499252616.2,8528941764.45,25097431435.42,10.8173963282,2402451686.94,5190636833.6,14662929771.73,11.3122471462,58.4240256198,10434501663.69,2018-03-28,926527962.06,9.234390414228,5220806476.67,34.4791690307,3286385606.79,198711950.69,206731594.09,128713169.81,4268321897.07,1239904663.54,1238103402.5,-202325407.96,-183.8392427843,2107885100.84,1041.8291612968,-1515073162.89,-748.8299063208,-795137345.91,-392.999254976
20170331,492,南京高科,1374198567.47,654193672.65,8869628776.06,27320743093.62,24.1710727845,1849195121.57,5768306674.16,16359314312.16,28.4555367999,59.8787311754,10961428781.46,2017-04-29,102828534.95,-61.935451367027,725125390.22,-65.0034571799,421657678.84,66507765.96,44345196.9,44551627.59,633017956.68,130516639.44,130895637.29,270378484.96,164.2790901732,-643930674.92,-238.158992205,-157022801.02,-58.075183402,1071331960.9,396.234175607
